source,target
नकोन्या,घाना
यूरोपीय मार्ग E571,स्लोवाकिया
क़ाजार बरानी,फारसी <OR> ईरान
म्येjski द्वोर,पोलैंड
ट्र्ज़पियोły,पोलैंड
आरके ज़ामेत,क्रोएशिया
टिनले पार्क,संयुक्त राज्य अमेरिका
काशी विश्वनाथ मंदिर,भारत
ज़िज़िनाश नदी,रोमानिया
स्टोन सिटी ऐतिहासिक जिला,संयुक्त राज्य अमेरिका
"सोब्राडो, पाराíba.",ब्राज़ील
आल्टे ओपर,जर्मनी
"राजधानी सर्कल (टाल्लाहसी, फ्लोरिडा)",संयुक्त राज्य अमेरिका
रोमन कैथोलिक डायोसीज़ ऑफ़ हुआनुको,पेरू
"विटमार्सम, सैंटा कैटरीना।",ब्राज़ील
"सिराक्यूज़, मिसौरी",संयुक्त राज्य अमेरिका
मार्शोलसी,स्विट्ज़रलैंड
कनाडाई एड्स सोसाइटी,कनाडा
डॉलर,संघ <OR> अमेरिका <OR> अमेरिकी <OR> संयुक्त राज्य अमेरिका <OR> अमेरिका <OR> ज़िम्बाब्वे <OR> संयुक्त राज्य अमेरिका <OR> कनाडा
गतिघन,फिलीपींस
"स्कॉर्टेनी, बकाउ।",रोमानिया
विस्क'आचानी (ओरुरो),बोलीविया
मेरी प्रैंकस्टर्स,संयुक्त राज्य अमेरिका
ल्होटा पॉड होरिचkami,चेक गणराज्य
लोरेजिया,इतालवी <OR> इटली
डॉ. आर्चीबाल्ड नील सिंक्लेयर हाउस,अमेरिकी
बिग खान मस्जिद,यूक्रेन
मडवाला मडिगे,श्रीलंका
इंडाइबिरा,ब्राज़ील
"चेस्टरटन, इंडियाना",संयुक्त राज्य अमेरिका
लसवा,एस्टोनिया
"ट्रुरो चर्च (फेयरफैक्स, वर्जीनिया)",अमेरिका
एल्क लेक (सॉटोथ वाइल्डरनेस),संयुक्त राज्य अमेरिका
नॉर्डक्लोफजेल्लेट,नॉर्वे
मैनिटोबा श्रम प्रतिनिधित्व समिति,कनाडा
अलर्ट,पेरू
उर्सुली नदी (तज़लाउल सरात),रोमानिया
लुबे।,चेक गणराज्य
क्रास्नोगोरोडस्की जिला,रूस
टेड टॉक्स,अमेरिकी
नौशेरो,पाकिस्तान
विला गाम्बेरिया,इटली
बोल्ज़ानो,इतालवी <OR> इटली <OR> इटली
नवां जिला,पेरू
बर्ग सोमेरग,ऑस्ट्रिया
शरवण क्षेत्र,भारत
हैम्बर्गर स्ट्रैसे (हैम्बर्ग यू-बान स्टेशन),जर्मनी
"सैन टेलमो, ब्यूनस आयर्स",अर्जेंटीना <OR> अर्जेंटीना
"ब्रैडली, विस्कॉन्सिन।",संयुक्त राज्य अमेरिका
"सुलतान मस्तुरा, मागुइंडानाओ।",फिलीपींस
एस स्पीडवे,अमेरिकी
"व्हाइटली टाउनशिप, मोल्ट्री काउंटी, इलिनॉयस",संयुक्त राज्य अमेरिका
प्रेमनिट्ज,जर्मनी
"शुराकंद, खिज़ी।",अज़रबैजान
"कोटा ब्रिज, Klang.",मलेशिया
"लिटिल चूट, विस्कॉन्सिन",संयुक्त राज्य अमेरिका
अगिन-बुर्यात स्वायत्त ओक्रुग,रूस
"स्टुटगार्ट, अर्कांसास",अमेरिका <OR> संयुक्त राज्य अमेरिका
आरहुस्कर्लशमन,डेनमार्क
हेंड्रिक्स काउंटी,संयुक्त राज्य अमेरिका <OR> संघ
एबर्डेयर राष्ट्रीय उद्यान,केन्या
"सेलिमिये, डोशेमाल्टी।",तुर्की
पैराडाइज वैली,संयुक्त राज्य अमेरिका <OR> संघ <OR> अमेरिकी
ब्रसेल्स ट्राम मार्ग 51,बेल्जियम
"एकिन, इंडियाना।",संयुक्त राज्य अमेरिका
ताशकंद मेट्रो,उज़्बेकिस्तान
"मिल्वरटन, ओंटारियो",कनाडा
हेम्पस्टेड काउंटी,संयुक्त राज्य अमेरिका
332 एनडी इंजीनियर जनरल सर्विस रेजिमेंट,संयुक्त राज्य अमेरिका
2013 जनमत संग्रह,क्रोएशिया
टुपु इन्का,पेरू
टार्डेट्स-सोर्होलस,फ्रांस
गुयाना,वेनेज़ुएला
"बार्ग्नी, ओइज़.",फ्रांस
वर्टोउ,फ्रांस
काब्लुक,केन्या
ईएसबी समूह,आयरिश <OR> आयरलैंड
"टिल्डेन, टेक्सास",अमेरिका <OR> संयुक्त राज्य अमेरिका
बेरा,जर्मनी
"मज़रेह नाउ, अश्तियन।",फारसी <OR> ईरान
कागे,स्वीडन
सिनसिनाटी म्यूजिकल सेंटर हाफ डॉलर,संयुक्त राज्य अमेरिका
व्हाइटवॉटर मेमोरियल स्टेट पार्क,अमेरिकी
"कॉल्डवेल काउंटी, मिसौरी",अमेरिका <OR> संयुक्त राज्य अमेरिका
वांगचांग गेवोग,भूटान
"सान सेबास्टियन, काउका।",कोलंबिया
अमेरिकी सिनेमा,संयुक्त राज्य अमेरिका <OR> अमेरिका <OR> अमेरिकी <OR> अमेरिका
वाकेन,जर्मनी
चैनल 9,ऑस्ट्रेलिया
यार्माउथ (चुनावी क्षेत्र),कनाडा <OR> कनाडाई
वर्मोंट मार्ग 133,संयुक्त राज्य अमेरिका
सेंट-मैथुरिन,फ्रांस
"कोरोना, न्यू यॉर्क",अमेरिकी
503 किंग्स्टन रोड,कनाडा
केप कॉड राष्ट्रीय समुद्री तट,संयुक्त राज्य अमेरिका
लेरॉय-ग्रिडली 245 अमेरिकी डॉलर,संयुक्त राज्य अमेरिका
"पाई, पिरेनीज़-ओरिएンタले.",फ्रांस
सुची रोग,पोलैंड
अल ग़लील,यमन
अम्हारा राष्ट्रीय लोकतांत्रिक आंदोलन,इथियोपिया
च्वारीći,बोस्निया
"शकोपी, मिनेसोटा",संयुक्त राज्य अमेरिका <OR> अमेरिका
स्टावरोपोल्स्की,किर्गिज़स्तान
बालो-आई,फिलीपींस
बेयचेस्टर,संयुक्त राज्य अमेरिका <OR> अमेरिकी <OR> अमेरिका
शैटो डे बार्बेज़ियोक,फ्रांस
लेवियोनमäki,फिनलैंड
"डेनवर, मिसौरी",संयुक्त राज्य अमेरिका
"ज़ेलेनयी है, बोरवा रायन।",यूक्रेनी <OR> यूक्रेन
मुतोंगुनी,केन्या
"क़ातुर, शाहिन देज़।",फारसी <OR> ईरान
स्टेडियो कॉम्प्लेजो रेंटिस्टास,उरुग्वे
"मिल्टन, केंटकी",संयुक्त राज्य अमेरिका
वेरखनीये सर्गी,रूस <OR> रूसी
महासागर चैंपियंस,संयुक्त राज्य अमेरिका
अफ्रीकंदा एयर बेस,रूस
"कोयू जिला, मियाज़ाकी",जापान
यहूदी समाजवादी महासंघ,संयुक्त राज्य अमेरिका <OR> अमेरिका
बालाकोलु,फारसी <OR> ईरान
बेल्लाम्बी,ऑस्ट्रेलिया
पानियाई रेजेंसी,इंडोनेशियाई <OR> इंडोनेशिया
मेरी-रस्तिला,फिनलैंड
मोर्बिहान,फ्रेंच <OR> फ्रांस
दास एग्वास नदी,ब्राज़ील
"गोल्ड क्रीक, अर्कांसास",संयुक्त राज्य अमेरिका
फ्रैजानेस,ग्वाटेमाला
पेयव्त्सी,बुल्गारिया
गोस्ज़्चीना,पोलैंड
जास्त्र्ज़ेबिए स्कार्शेव्स्की,पोलैंड
ओकोंगो निर्वाचन क्षेत्र,नामीबिया
"हुसिन्ने, चेल्म काउंटी।",पोलैंड
बर्ग किला (बर्ग इम लेइमेंटल),स्विट्ज़रलैंड <OR> स्विस
"लॉन्ग ग्रोव, इलिनॉयस",अमेरिकी
तलेह जर्द-ए सोफला,फारसी <OR> ईरान
मुल्लिनागोलमैन,आयरलैंड
"फलेनचिन, प्लॉक काउंटी।",पोलैंड
इबियास (नदी),स्पेन
निगुला प्रकृति आरक्षित क्षेत्र,एस्टोनिया <OR> एस्टोनियाई
गमिना गूज़्ड,पोलैंड
"कनाडाई संघीय चुनाव, 1887",कनाडा <OR> कनाडाई
संगीतकारों की लीग,संयुक्त राज्य अमेरिका <OR> अमेरिका <OR> अमेरिकी
नदी सरीसरी,डोमिनिका
"मॉस्का, कोलोराडो",संयुक्त राज्य अमेरिका
चोकापारा,भारत
मियाकी जिला,जापान
ज़ेबनिक,स्लोवेनिया
यूनिटेरियन यूनिवर्सलिस्ट एसोसिएशन,संयुक्त राज्य अमेरिका <OR> अमेरिका <OR> अमेरिकी
जेनिशोविस्के (जाब्लोनेज नाद निसौ जिला),चेक गणराज्य
बौव्लस्टलान रैंडस्टाडरेल स्टेशन,नीदरलैंड्स
गुएरसीफ,मोरक्को
लिपोवाक (राजंज),सर्बिया
शिडिंग जिला,ताइवान
सेंट-जुली,कनाडा
हकोनेगासाकी स्टेशन,जापान
बूनविल हवाई अड्डा (कैलिफ़ोर्निया),अमेरिका
कोलंबिया रिकॉर्ड्स,जापान <OR> संघ <OR> अमेरिका <OR> अमेरिकी <OR> संयुक्त राज्य अमेरिका <OR> अमेरिका
उमेदा स्टेशन,जापान
विशाखापत्तनम,भारत
डंकनविल हाई स्कूल,संयुक्त राज्य अमेरिका
फायरबॉघ,अमेरिका <OR> संयुक्त राज्य अमेरिका
सिएटल जापानी उद्यान,संयुक्त राज्य अमेरिका
सॉर्नास,अंडोरा
डाइसन।,फ्रांस
नरमाइस,पोलैंड
"वर्नोन, ब्रिटिश कोलंबिया",कनाडा <OR> कनाडाई
लालित नारायण मिथिला विश्वविद्यालय,भारत
राष्ट्रीय संगठन भ्रूण शराब सिंड्रोम पर,संयुक्त राज्य अमेरिका
कुरुमे विश्वविद्यालय,जापान
पर्सोना केबल,कनाडाई
नेबा' ए लितानी,लेबनान
नहीं।,फ्रांस
सेओना,बोस्निया
"अस्माचा, गेरेडे।",तुर्की
वालेया लार्ज़ नदी (ओराश्तिए),रोमानिया
पोटोक व Črni,स्लोवेनिया <OR> स्लोवेनियाई
"कैसेलबेरी, फ्लोरिडा",अमेरिका
डुरो फेलगुएरा,स्पेन
फ्रसिनिश नदी,रोमानिया
नौवा गुजा,पोलैंड
बॉर्ग-लास्टिक,फ्रांस
"येनीकोय, बोलू",तुर्की
हिंदुस्तान विश्वविद्यालय,भारत
माशा-ये अब्बास ज़ू अल-फक़ारी,फारसी <OR> ईरान
सेंट ओलाफ कॉलेज,संयुक्त राज्य अमेरिका
भजहरी लॉज,बांग्लादेश
"याकाचिक, मर्ज़िफ़ोन।",तुर्की
गॉर्नी ग्रोड,पोलैंड
फोर्ट रूबी,संघ
निएल्बा वांग्रोवियेक,पोलिश
गांधी स्मृति,भारत
क्लाइड होटल,संयुक्त राज्य अमेरिका
"हसी अब्दल्लाह, अल्जीरिया।",अल्जीरिया
"व्लादिस्लावोवो, गमिना वियर्जबिनेक।",पोलैंड
"नारेक, अरारात।",आर्मेनिया
स्वीडिश स्ट्रैटेजिक रिसर्च फाउंडेशन,स्वीडन
युहुआ,सिंगापुर
"टिप्पेकनू, ओहायो",संयुक्त राज्य अमेरिका
लालेटा,बोस्निया
सालेही,मडागास्कर
नकयाले,नामीबिया
ताज़ा कंद-ए तहमस्ब,फारसी <OR> ईरान
यांशान,चीन
फोयर फ्रांस,सेनेगल
गिरार्ड कॉलेज,संयुक्त राज्य अमेरिका
"बेल्कनैप स्प्रिंग्स, ओरेगन",संयुक्त राज्य अमेरिका
फोरेंसिक और वैज्ञानिक सेवाएँ,ऑस्ट्रेलिया
सर्नादल इल,नॉर्वेजियन
"सेंट-लॉरेन्ट, लॉट-एट-गेरोन",फ्रांस
किम डॉन्ग,वियतनाम <OR> वियतनाम
अवलोकन टॉवर बर्गहोल्ज़हॉफ,जर्मनी
पोसांजेस,फ्रांस
ले तानेट।,फ्रांस
पराकास कैंडलाब्रा,पेरू
एवीआईसी,चीन
सेरो डे लास मेसास,मैक्सिकन
ओल्जियाटे कोमास्को,इतालवी
सिविलियन सेवा पदक 1939–1945,ऑस्ट्रेलिया
ओवरबर्ग,दक्षिण अफ्रीका
"लिंडेबर्ग, एकरशुस",नॉर्वे
"क्लिस्ज़ów, लोअर सिलेसीयन वोइवोडशिप",पोलैंड
केलाह रश-ए बलá,फारसी <OR> ईरान
ला कैसेरा,स्पेन
चुकी चि'वानी,बोलीविया
बाजरीći (काज़िन),बोस्निया
"क्ले हिल, अलबामा",संयुक्त राज्य अमेरिका
प्रेस्टन और नॉर्थकोट सामुदायिक अस्पताल,ऑस्ट्रेलिया
"विलोब्रुक, सस्केचेवान",कनाडा
ओइटेंगा,बुर्किना फासो
अल-अमीन प्री यूनिवर्सिटी कॉलेज,भारत
"डोटीविल, ओक्लाहोमा",संयुक्त राज्य अमेरिका
"बेलवुड, लुइज़ियाना",संयुक्त राज्य अमेरिका
गार्डिनर्स द्वीप,संयुक्त राज्य अमेरिका <OR> अमेरिकी
"जैक्सन टाउनशिप, नॉर्थम्प्टन काउंटी, पेंसिल्वेनिया",संयुक्त राज्य अमेरिका
"हूनाह–एंगून जनगणना क्षेत्र, अलास्का में ऐतिहासिक स्थलों की राष्ट्रीय रजिस्टर सूची",संयुक्त राज्य अमेरिका
"कहनुज, बेहबाद।",फारसी <OR> ईरान
टेक्सास राज्य राजमार्ग 183,अमेरिकी
"लुसिंडा, क्वींसलैंड।",ऑस्ट्रेलिया
अपटाउन रिकॉर्ड्स,अमेरिकी
टॉरेलारा,स्पेन
गौरेला,भारत
"पिल्ग्रिम्स रेस्ट, अर्कांसास",संयुक्त राज्य अमेरिका
तस्मानियाई सर्वोच्च न्यायालय,ऑस्ट्रेलिया
मारिट्सा नगरपालिका,बुल्गारियाई <OR> बुल्गारिया
पूर्व कार्पेथियन जैवमंडल आरक्षित क्षेत्र,यूक्रेन <OR> स्लोवाकिया
किम्बरली अल्पाइन रिसॉर्ट,कनाडा
सैन पेड्रो डे सिरेसा का एब्बे,स्पेन
कास्टिलो डे मोगुएर,स्पेन
यंग आर्टिस्ट अवार्ड्स,संयुक्त राज्य अमेरिका <OR> अमेरिका <OR> अमेरिकी
ब्रिटिश कोलंबिया प्रांतीय निर्वाचन क्षेत्र की सूची,कनाडाई
डच ग्रां प्री,नीदरलैंड्स
बुएन रिटिरो पार्क,स्पेन
फ्लेमिश-ब्रबेंट,बेल्जियम
उद्रेन जोम,पाकिस्तान
कार्लिस्ले काउंटी,ऑस्ट्रेलिया
ऑस्ट्रेलियाई दूरसंचार निगम,ऑस्ट्रेलिया
डूनिवर,आयरलैंड
वेराक्रूज कॉलेज,मैक्सिको
लोअर कैसल ज़िजर्स,स्विट्ज़रलैंड <OR> स्विस
निस्लुखोवो,पोलैंड
2009 एलजी हॉकी खेल,स्वीडन
"मीराबाद, मार्गावर",फारसी <OR> ईरान
पेट्रीजनक,क्रोएशिया
ज़ानुस रस्तक ग्रामीण जिला,फारसी <OR> ईरान
पोर्ट हडसन राष्ट्रीय कब्रिस्तान,संयुक्त राज्य अमेरिका
टोक्वेविल-एन-कॉक्स,फ्रांस
लिचफील्ड हाई स्कूल (इलिनॉय),संयुक्त राज्य अमेरिका
बेल्डॉर्फ,जर्मनी
डगलस पार्क (लैंगली),कनाडा
खिरदालन,अज़रबैजान
"येनीकॉय, पोसोफ।",तुर्की
"डैनबी, कैलिफोर्निया",संयुक्त राज्य अमेरिका
लुसेरनेटा,इतालवी
एक्लिज़ल्यार,अज़रबैजानी <OR> अज़रबैजान
सहरुयेह,फारसी <OR> ईरान
अब्बांस-डेस्सौ,फ्रेंच <OR> फ्रांस
सिल्वर लेक डैम,संयुक्त राज्य अमेरिका
डनकर्क लाइट,संयुक्त राज्य अमेरिका
विंट,अमेरिकी
मबुगुआ,केन्या
लोगिंगोट,फिलीपींस
मैकेनिक्सबर्ग यूनाइटेड मेथोडिस्ट चर्च,संयुक्त राज्य अमेरिका
गमिना बाटोर्ज,पोलैंड
ग्मिना लेज़्नो,पोलैंड
दुगहनलु,फारसी <OR> ईरान
ज़वरिज़ान,फारसी <OR> ईरान
प्लानिका नॉर्डिक सेंटर,स्लोवेनियाई <OR> स्लोवेनिया
रोसटाउन हवाई अड्डा,कनाडा
"शिलोह, सम्टर काउंटी, दक्षिण कैरोलिना",संयुक्त राज्य अमेरिका
एंडरसन एयर फोर्स बेस,अमेरिकी
अली नवाज घोटो Halt रेलवे स्टेशन,पाकिस्तान
"स्क्विब, केंटकी",संयुक्त राज्य अमेरिका
स्वीडिश अकादमी,स्वीडन <OR> स्वीडिश
शिख़मीर,अज़रबैजान
लोटारेव,यूक्रेन
"चाप्ले, लोअर सिलेसीयन वोइवोडशिप",पोलैंड
युकुआइक्विन,एल साल्वाडोर
हाई टेक्नोलॉजी हाई स्कूल,संयुक्त राज्य अमेरिका
"लुब्निका, ग्रेटर पोलैंड वोइवोडशिप",पोलैंड
"हेक्ला, केंटकी",संयुक्त राज्य अमेरिका
"क्लिफ्टन जंक्शन, टेनेसी",संयुक्त राज्य अमेरिका
मलेशिया संघीय मार्ग 165,मलेशिया
"निरंजनापुर, उत्तर प्रदेश",भारत
टॉर्टेरॉन,फ्रांस
ब्रुकलिन टाउनशिप,अमेरिका <OR> संयुक्त राज्य अमेरिका
शूटिंग स्टार राज्य ट्रेल,अमेरिका
रोमानु नदी,रोमानिया
नेज़ पर्स पास,संयुक्त राज्य अमेरिका
"मेमोरियल मेडिकल सेंटर (मोडेस्टो, कैलिफोर्निया)",संयुक्त राज्य अमेरिका
मित्रता की मशाल,संयुक्त राज्य अमेरिका
"मजार, दक्षिण खोरासन",फारसी <OR> ईरान
इसैदा स्टेशन,जापान
रित्सुरिन गार्डन,जापान
"मिखाइलोव्स्क, स्टावरोपोल क्राई।",रूस
डैम्पियरे-सर-सेलॉन,फ्रांस
डोरोपोल्जे,स्लोवेनिया
उपोहलवी,चेक गणराज्य
"सेंट-सीमेओन, ओर्न।",फ्रांस
"गुमुशगोज़े, अलान्या।",तुर्की
"कızıलाğaç, काश।",तुर्की
ज. एच. पिकार्ड स्कूल,कनाडा
विधानसभा,उज़्बेकिस्तान
"गर अब, होर्मोज़गान।",फारसी <OR> ईरान
"साउथ बे, लॉस एंजेलेस",संघ
रुमाले,नेपाल
कन्ने,इटली
N60.,आयरिश <OR> आयरलैंड
समरलैंड सेकेंडरी स्कूल,कनाडा
कुइवाजोए,एस्टोनिया
हड्डा,सऊदी अरब
टिट-एब्या,रूस <OR> रूसी
एसेक्स कंपनी मशीन शॉप,संघ
खार्त्सिज़्क,यूक्रेन
"बेंटन काउंटी, अर्कांसास",संयुक्त राज्य अमेरिका <OR> अमेरिका
"मचनाच, पोडलास्के वोइवोडशिप",पोलैंड
केंद्रीय कूटेनाय क्षेत्रीय जिला,कनाडाई
चात्रुद,ईरान
मोंटबोनो-Saint-मार्टिन,फ्रांस
सग्लियानो मिका,इतालवी
चुचów-पिएंकी,पोलैंड
क्यूबेक-सेन्टर,कनाडा <OR> कनाडाई
एगियॉस इओआन्निस मलौंटास,साइप्रस
कॉलेज बौर्जे,कनाडा
वास्सेइज,बेल्जियम
"कियेल्पिनी, वार्मियन-मासूरियन वोइवोडशिप।",पोलैंड
बूरूबिन,ऑस्ट्रेलिया
"गज़ान, केरमानशाह",फारसी <OR> ईरान
मोंगीबेल्लो,इटली
शिमिशना,रोमानिया
राजुक भवन,बांग्लादेश
कयालिकॉय बांध,तुर्की
पालपारा,भारत
मेयलैंड परिवार,फ्रांस
विलियम लाउंडेस यांसी कानून कार्यालय,संयुक्त राज्य अमेरिका <OR> संघ
कारेगाडो,पुर्तगाली <OR> पुर्तगाल
"गोल्जेवो, ग्रेटर पोलैंड वोइवोडशिप",पोलैंड
स्लिवेंत्सी,बुल्गारिया
घाना के प्रधानमंत्री,घाना
पीकस्किल प्रेस्बिटेरियन चर्च,संयुक्त राज्य अमेरिका
1911 सिनसिनाटी रेड्स सीजन,अमेरिकी
देवेशेलु नदी,रोमानिया
सांता बारबरा डे हेरेडिया,कोस्टा रिका
रादोव्चीći,क्रोएशिया
सेप्ट-इल्स/लेक रैपिड्स जल हवाई अड्डा,कनाडा
वाल्डेज़िया,दक्षिणी अफ्रीका <OR> दक्षिण अफ्रीका
"मैरी, तुर्कमेनिस्तान।",तुर्कमेनिस्तान <OR> तुर्कमेन
"ओलिव टाउनशिप, मैडिसन काउंटी, इलिनॉयस",संयुक्त राज्य अमेरिका
वैलेन्टोव्से,स्लोवाकिया
बुएनोस आयर्स का लैटिन अमेरिकी कला संग्रहालय,अर्जेंटीना
"सेंट मैरीज़, ओंटारियो",कनाडा
मैकेंज़ी पास,संयुक्त राज्य अमेरिका
लिगुगे एब्बे,फ्रांस
2009 महिला यूरो हॉकी राष्ट्र चैंपियनशिप,नीदरलैंड्स
स्कैंडिची,इटली
"डेलन, लक्समबर्ग।",लक्समबर्ग
वंदवासी (लोकसभा निर्वाचन क्षेत्र),भारत
"फुरान, ईरान",फारसी <OR> ईरान
सोलोनेशेंस्की जिला,रूस
मैकडरमिट राज्य हवाई अड्डा,अमेरिका
बैलिनहैसिग जीएए,आयरलैंड
एडुआर्डो एच. गेटो हाउस,संयुक्त राज्य अमेरिका
नालंदा पॉलिटेक्निक,भारत
"न्यूपोर्ट, मिनेसोटा",संयुक्त राज्य अमेरिका
मिशन नुएस्ट्रा सेनोरा डे लॉस डोलोरेस,मैक्सिको
सेंट पीटर्स,ऑस्ट्रेलिया
विचिता ब्लू,अमेरिकी
पैरी का कोना,भारत
शैटो डी चांदीउक्स,फ्रांस
मुद्ज़ी ईस्ट,ज़िम्बाब्वे
कासारेल्होस और एंगुइरा,पुर्तगाल
स्विस प्री-आल्प्स,स्विस
चोल्लिमा-गुयोक,उत्तर कोरिया
हेलेन ग्लेशियर,अमेरिका <OR> अमेरिकी
"स्ज़िमानोव, व्रोक्लाव काउंटी।",पोलैंड
रोकिंगेन,जर्मनी
उड़ा हपुविडा,श्रीलंका
साम्यवादी यथार्थवादी,सोवियत <OR> सोवियत संघ
ओक्लाहोमा गठबंधन,संयुक्त राज्य अमेरिका <OR> अमेरिकी
"निहामा, एहीमे।",जापान
पोडगोरजे प्री पिशेचах,स्लोवेनिया
क्विलो जिला,पेरू
फेड्जे,नॉर्वेजियन <OR> नॉर्वे
डोनाčka गोरा,स्लोवेनिया
मजा ए एल्बुनिट,अल्बानिया
आलैंड समुद्री संग्रहालय,फिनलैंड
ट्रैप रॉक नदी,संयुक्त राज्य अमेरिका
"यास्सो, बुर्किना फासो।",बुर्किना फासो
शारिश्स्का पोरुबा,स्लोवाकिया
कारन नदी,रोमानिया
एडमंटन (वाया रेल स्टेशन),कनाडाई
"डाइट्रिच, आइडाहो",संयुक्त राज्य अमेरिका
एफ. जे. ब्रेनन कैथोलिक हाई स्कूल,कनाडा
ब्राइटर ग्राबेन,जर्मनी
चेरोकी क्रीक बॉयज़ स्कूल,संयुक्त राज्य अमेरिका <OR> अमेरिकी
"वोल्का ग्रोडज़िस्का, पोडकर्पात्स्की वोइवोदशिप।",पोलैंड
"गाज़ियाबाद, दौलताबाद",फारसी <OR> ईरान
"अकबराबाद, ज़र्रिन दष्ट",फारसी <OR> ईरान
मिनेरुआज़िन्हो नदी,ब्राज़ील
सेंट-मार्टिन-डे-लिक्सी,फ्रांस
बार्टलेट आर्बोरेटम और गार्डन,अमेरिका
पा सफेद,फारसी <OR> ईरान
ऐची गाकुसेन कॉलेज,जापान
पोरॉस्ली-कोलोनिया,पोलैंड
मोतोमिया स्टेशन,जापान
कोट्टापल्ली,भारत
लुयचु उरकु,पेरू
क्लियर फोर्क (गुयांडॉट नदी),संयुक्त राज्य अमेरिका
बड़िया,ओमान
फेटिट्ज़ा नदी (सेबेश),रोमानिया
वाशिंगटन टेरेस (सेंट लुइस),संघ
ओडर्न,पोलैंड
वीसपरप्लेन मेट्रो स्टेशन,नीदरलैंड्स
दक्षिण अफ्रीका की राष्ट्रीय पुस्तकालय,दक्षिण अफ्रीका
"प्रेबल, न्यू यॉर्क",संयुक्त राज्य अमेरिका
टेमेस्कल,संयुक्त राज्य अमेरिका
"सेंडवे, अक्सेकी।",तुर्की
रीकर्ट।,फ्रांस
मारपक,नेपाल
मार्माराय,तुर्की
हैमिल्टन ईस्ट,कनाडा <OR> कनाडाई
6वीं आर्मर्ड डिवीजन (दक्षिण अफ्रीका),दक्षिण अफ्रीका
"अत्लिहिसार, शुहुत।",तुर्की
नॉरवुड सेकेंडरी कॉलेज,ऑस्ट्रेलिया
डेनमैन एरेना,कनाडा <OR> कनाडाई
स्मारक राष्ट्रीय,कनाडा
नॉर्वे 1964 ग्रीष्मकालीन ओलंपिक,जापान
अपलाचिन,संयुक्त राज्य अमेरिका
"सवाली, ईरान।",फारसी <OR> ईरान
"मोंटिन्यैक, डोर्डोग्न।",फ्रांस
कुह्मो,फिनिश <OR> फिनलैंड
अन्तनिमेव,मडागास्कर
दरानी-ये ओलिया,फारसी <OR> ईरान
"ऑल सेंट्स कॉलेज, माइटलैंड",ऑस्ट्रेलिया
ओजारुद-ए ग़रबी ग्रामीण जिला,फारसी <OR> ईरान
बियास्का,स्विट्ज़रलैंड <OR> स्विस
ओली कंडी,फारसी <OR> ईरान
लैसेन राष्ट्रीय वन,संयुक्त राज्य अमेरिका
"हसनाबाद, कंगावर",फारसी <OR> ईरान
ला इस्ला (कोलुंगा),स्पेन
स्कोंटो रीगा,लात्वियाई
