source,target
Orleans County New York,"Albion <OR> Albion, New York"
Ontario,"Toronto, ON <OR> Toronto <OR> Toronto"
Jerilderie Shire,Jerilderie
Vanderburgh,"Evansville, Indiana <OR> Evansville"
Gemeinde Pueblo Nuevo Durango,Der Sprung
Neu-Vizcaya,Bayombong
Markaryds Kommun,Markaryd
Davao Oriental,"Mati, Davao Oriental <OR> Mati <OR> Mati Stadt"
Arrondissement von Agen,Agen
Ugu-Bezirk,Port Shepstone
Loreto,Iquitos
Lagos,Ikeja
Kamerun,Douala
Provinz Sind (1936–55),Karatschi
Wasatch County,Heber City
Fort-de-France 9. Kanton,Fort-de-France
Lydisch,Sardes <OR> Sardeis <OR> Sardes
Emirat,"Abu Dhabi <OR> Abu Dhabi, Vereinigte Arabische Emirate"
Hotak,Kandahar
Bennington County,"Manchester, Vermont <OR> Manchester"
Landkreis Taitung,Taitung Stadt
Westprovinzialrat,Colombo
Nalgonda Bezirk,Nalgonda
Uppsala län,Uppsala <OR> Uppsala
Ontarier,Toronto
Westliches Logone,Moundou
Stockholmer Vororte,Stockholm
Landkreis Trzebnica,Trzebnica
Mosambikanisch,Maputo <OR> Lourenço Marques
Kandalakschski Rajon,Kandalakscha
Französisch-Kerdagne,Mont-Louis
Alameda County Kalifornien,"Oakland, Kalifornien <OR> Oakland"
Storoschynez Rajon,Storoschynetz
Provinz Tiznit,Tiznit
Sutter County Kalifornien,Yuba City
Jiangxi,Nanchang
Bundesrepublik Deutschland,Berlin <OR> Ost-Berlin
San Juan Bezirke,"Silberton <OR> Silverton, Colorado"
Jalutorowski Rajon,Jalutorowsk
Lake County Illinois,Waukegan
Seldschuken,Ikonium <OR> Konya
Mercer County,Trenton Stadt
Gemeinde Krzeszowice,Krzeszowice
Badulla Distrikt,Badulla
Lincoln Parish,"Ruston, LA <OR> Ruston, Louisiana <OR> Ruston"
Kampanien,"Neapel <OR> Neapel <OR> Neapolitanisch <OR> Neapel, Italien <OR> Neapel"
Al-Dschasira (Bundesstaat),Wad Madani
Allerdale Bezirksrat,Workington
Kanton Bouillante,Siedend
Gemeinde Kavarna,Kaffeehaus
Kanton von Canet-en-Roussillon,Canet-en-Roussillon
Kreis Dolj,Craiova
Tumbes,Tumbez
Bezirk Paphos,Paphos <OR> Paphos
Nyandarua-Bezirk,Ol Kalou
Seine-Saint-Denis,Bobigny
Chippewa County Wisconsin,"Chippewa-Fälle <OR> Chippewa Falls, Wisconsin"
Gemeinde Przeworno,Przeworno
Bezirk Jihlava,Iglau
Wood County Wisconsin,"Wisconsin Rapids <OR> Wisconsin Rapids, Wisconsin"
Blue Earth County Minnesota,"Mankato, Minnesota <OR> Mankato"
Manawatu-Whanganui,Palmerston North
Göygöl,Helenendorf <OR> Khanlar
Papua (Provinz),Jayapura
Lee County,"Fort Myers <OR> Fort Myers, Florida <OR> Fort Myers, FL"
Emirat von Sizilien,Palermo
Kirovo-Tschepetski Rajon,Kirovo-Tschepetsk
Südkerry,Tralee
Kasansay Bezirk,Kosonsoy
Westland (Gemeinde) Niederlande,Naaldwijk
Jeollabuk-do,Jeonju
Johnson County Wyoming,"Büffel <OR> Buffalo, Wyoming"
PNG,"Port Moresby <OR> Port Moresby, Papua-Neuguinea"
Präriekreis Arkansas,Des Arc
KwaZulu-Natal Provinz,Pietermaritzburg
Lowndes County Alabama,Hayneville
Landkreis Ashtian,Aschtian
Kawardha Distrikt,Kawardha
Mudug,Galkayo <OR> Galkacyo <OR> Gaalkacyo
Refugio County,Zuflucht
Antelope County,"Neligh <OR> Neligh, Nebraska"
Dr. Js Moroka Kommunalverwaltung,Siyabuswa
Kazerun-Bezirk,Kazerun
Arrondissement von Troyes,Troyes
Rutherford County,"Murfreesboro <OR> Murfreesboro, Tennessee"
Mataram.,Kota Gede <OR> Kewu-Ebene
Mississippi,"Jackson, Mississippi <OR> Jackson"
Putyvl Rajon,Putyvl
Brewster County,"Alpine, Texas <OR> Alpin"
Gurgaon Bezirk,Gurgaon
Ost-Sepik-Provinz,Wewak
Landkreis Chorramschahr,Chorramschahr <OR> Chorramschahr <OR> Mohammerah
Provinz Nampula,Nampula
Arlit Bezirk,Arlit
Alderney,"Heilige Anna <OR> St. Anne, Alderney"
Ost Singhbhum,Jamshedpur
Kostopil Rajon,Kostopil
Metropolitan Borough von Solihull,Solihull
Südafghanistan,Kabul
Champasak,Pakse
Platte County Nebraska,"Columbus, NE <OR> Kolumbus"
Madagassischer Politiker,Antananarivo
Andrew County,"Savannah, Missouri <OR> Savanne"
Sauk County Wisconsin,"Baraboo <OR> Baraboo, Wisconsin"
Bezirksgemeinde Kaunas,Kaunas Stadtverwaltung <OR> Kaunas
Malawi,Lilongwe
Zentralafrikanische Republik,Bangui
Gouvernement Maskat,See
Walworth County,"Elchhorn <OR> Elkhorn, Wisconsin"
Südgeorgien und die Südlichen Sandwichinseln,König-Edward-Punkt
Euböa,Chalkida <OR> Chalkis <OR> Chalkis <OR> Chalkidier <OR> Chalkida
Singhalesisch,Colombo
Brody Rajon,Brody
Heilige Katharina,Spanische Stadt
Valencia County New Mexico,Los Lunas
Poschechonski Rajon,Poschechonje
Arrondissement von Grasse,Grasse
Gemeinde Ulcinj,Ulcinj <OR> Gemeinde Ulcinj
Hagfors Kommun,Hagfors
Albay,Legaspi-Stadt <OR> Legazpi Stadt
Nordbezirk (Israel),Nazareth
Kanton Chauny,Chauny
Kayunga Distrikt,Kayunga
Cleburne County Arkansas,"Heber Springs <OR> Heber Springs, Arkansas"
Hancock County Ohio,"Findlay, Ohio <OR> Findlay"
Greenwich Bezirk,Woolwich
Luna County,"Deming, NM <OR> Deming <OR> Deming, New Mexico"
Amur-Gebiet,Blagoweschtschensk
Regionale Grafschaftsgemeinde Le Haut-Saint-François,Cookshire-Eaton
Sizilianer,Palermo
Gifhorn (Landkreis),Gifhorn
Gouvernement Bagdad,Bagdad
Yukon,"Whitehorse, Yukon <OR> Weißes Pferd"
Telangana,"Hyderabad, Telangana <OR> Hyderabad Stadt <OR> Hyderabad <OR> Hyderabad, Indien"
Siskiyou County,Yreka
Gemeinde Kalix,Kalix
Wapello County Iowa,Ottumwa
Uschgen-Distrikt,Uschgen
Dundgovi-Provinz,Heiligensaga <OR> Mandalgovi
Sankt-Joseph-Bezirk,"Zentrumstadt <OR> Centreville, Michigan"
Provinz Avellino,Avellino
Quay County,Tucumcari
Region Odessa,Odessa
Goa.,Panaji <OR> Panaji <OR> Pangim
Fraser-Küstenregion,"Hervey-Bucht <OR> Hervey Bay, Queensland"
Tschudniw Rajon,Tschudniw
Provinz Qom,Qom
Lake County Kalifornien,Lakeport
Gemeinde Bobowa,Bobowa
Jones County,"Anamosa, Iowa <OR> Anamosa"
Sankt Lucia,Castries
Kanton Santo Domingo (Ecuador),Santo Domingo de los Colorados
Carver County Minnesota,Chaska
Aiga-i-le-Tai,Mulifanua
Cheshire West und Chester,Chester
Edwards County Illinois,"Albion <OR> Albion, Illinois"
Brooke County West Virginia,Wellsburg
Yakima County,"Yakima <OR> Yakima, WA"
Landkreis Leszno,Leszno
Rousse,Russe <OR> Rustschuk
Garfield County Oklahoma,"Enid, OK <OR> Enid, Oklahoma <OR> Enid"
Nana-Mambéré,Bouar
Göteborgs Kommun,Göteborgs stadsgebiet <OR> Göteborg <OR> Göteborg
Maurya.,Pataliputra
Forfarshire,Forfar
Braxton County,"Sutton, West Virginia <OR> Sutton"
Staat Wu,Gusu
Gemeinde Wojnicz,Wojnicz
Weimarer Republik,"Berlin <OR> Berlin, Deutschland"
Porbandar Distrikt,Porbandar
Westkasai,Luluaburg <OR> Kananga
Großes Traverse County,"Traverse City, MI <OR> Traverse City"
Ceylon,Kotte <OR> Colombo
Matzikama.,Vredendal
Französisch-Äquatorialafrika,Brazzaville
Ladakh,LEH
Kanton Commentry,Kommentar
Prachatice Bezirk,Prachatitz
Bezirk Hasbaya,Hasbaya
Adams County Illinois,"Quincy <OR> Quincy, Illinois"
Kanton Pont-Audemer,Pont-Audemer
Östliche Chalukyas,Vengi
Konotop Rajon,Konotop
Ismail Oblast,Ismail
Schaddadiden,Dwin
Chagang-Provinz,Kanggye
Altai,Barnaul <OR> Gorno-Altaisk
Franklin Parish,Winnsboro
Cerro Gordo County,Mason-Stadt
Zweites Französisches Kaiserreich,Paris
Perpignan 8. Kanton,Perpignan
Duchowschtschinski Rajon,Duchowschtschina
Nemaha County Kansas,"Seneca <OR> Seneca, Kansas"
Römisch-katholische Diözese von Satu Mare,Satu Mare
Morong,Antipolo Stadt <OR> Antipolo
Aleppo,Stadt Aleppo <OR> Aleppo
Westmeath,Mullingar
Sol Plaatje Kommunalverwaltung,"Kimberley <OR> Kimberley, Südafrika"
Kanton Aire-sur-la-Lys,Aire-sur-la-Lys
Indian River County,"Vero Beach <OR> Vero Beach, Florida"
Kanton Troyes-6,Troyes
Rashtrakuta-Reich,Manyakheta
Zainski Rajon,Sainsk
Serbien & Montenegro,Belgrad
Omaheke-Region,Gobabis
Provinz Cagayan,Tuguegarao Stadt
Innere Mongolei Autonome Region,Hohhot <OR> Hohhot
Turkmenistan,Aşgabat <OR> Asgabat <OR> Aschgabat <OR> Aschchabad <OR> Aşgabat <OR> Aschchabad
Twerer Oblast,Twer <OR> Kalinin
Stadtrat von Edinburgh,Edinburgh
Donezk-Kriwoi Rog Sowjetrepublik,Charkiw <OR> Charkiw <OR> Luhansk
Gemeinde Momchilgrad,Momtschilgrad
Cerro Gordo County Iowa,Mason-Stadt
Brazoria County,"Angleton, Texas <OR> Angleton"
Pagaruyung,Sumatra
Aserbaidschanische Sozialistische Sowjetrepublik,Baku
Shandong-Provinz,Jinan <OR> Ji'nan
Florida Provinz,Samaipata
Freigeborenen Bezirk,"Albert Lea, MN <OR> Albert Lea"
Isparta Provinz,Isparta
Lincoln County Oregon,"Newport, OR <OR> Newport"
Genesee County Michigan,"Flint, MI <OR> Feuerstein"
Katavi-Region,Mpanda
Hernando County,"Brooksville <OR> Brooksville, Florida"
Westpommersche Woiwodschaft,Stettin <OR> Stettin (Stettin) <OR> Stettin
Gemeinde Ardino,Ardino
Huerfano County Colorado,"Walsenburg <OR> Walsenburg, Colorado"
Toskana Region,Florenz
Gemeinde Mirsk,Mirsk
San Diego County Kalifornien,San Diego
Provinz Oudomxai,Muang Xay
Tolland County Connecticut,Tolland
Dobropillja Rajon,Dobropillja
Bezirk Braga,Braga
Weiße Grafschaft Illinois,Karmi
Deutschland,"Berlin <OR> Berlin, Deutschland"
Landkreis Bautzen,Bautzen
Flämisch-Brabant,Löwen <OR> Löwen
Adjumani Distrikt,Adjumani
Anglo-Ägyptischer Sudan,Khartum
Talbot County Maryland,"Easton, Maryland <OR> Osten"
Ghafurov-Distrikt,Ghafurov
Sachsen,Dresden
Qaasuitsup,Ilulissat <OR> Ilulissat
Provinz Trabzon,Trabzon
Departamento de Cortés,San Pedro Sula
Altes Assyrisch,Assur <OR> Assur
Kelheim (Landkreis),Kelheim
Picardie,Saint-Acheul <OR> Amiens
Jalta Gemeinde,Jalta
Sultanat Yogyakarta,Jogjakarta <OR> Jogjakarta
County Armagh,Armagh Stadt <OR> Armagh
Niederländisch,Den Haag <OR> Den Haag <OR> Amsterdam
Lwiw Oblast,Lwiw <OR> Lwiw
Gemeinde Solidaridad,Playa del Carmen
Koprivnica-Križevci Gespanschaft,Koprivnica
Römisch-katholische Diözese Szeged-Csanád,Szeged
Buchanan County Iowa,"Unabhängigkeit <OR> Unabhängigkeit, Iowa"
Val d'Aran,Vielha
Balasore Distrikt,Baleshwar <OR> Balasore
Brod-Posavina Gespanschaft,Slawonisch Brod
Serdobsker Rajon,Serdobsk
Gemeinde Krokom,Krokom
Oberes Salm,Badonviller
Luzker Rajon,Luzk
Maharashtrisch,Mumbai
Sremski Okrug,Sremska Mitrovica
Bikaner Distrikt,Gangashahar <OR> Bikaner
Kwazulu,Nongoma
Enz.,Pforzheim
Kaschirski Rajon,Kopf
Ost-Kalimantan,Samarinda
Ägypten,Kairo <OR> Kairo <OR> Abbaseya <OR> El Zaher <OR> Abdeen
Quay County New Mexico,Tucumcari
Almaty-Region,Taldy-Kurgan <OR> Taldykorgan
Orenburg Oblast,Orenburg
Shawano County Wisconsin,"Shawano, Wisconsin <OR> Shawano"
Guptas,Pataliputra
Landkreis Berchtesgadener Land,Bad Reichenhall
Vhembe,Thohoyandou
Delhi,Neu-Delhi
Newcastle,"Newcastle, New South Wales, Australien <OR> Newcastle, Australien <OR> Newcastle, New South Wales <OR> Newcastle <OR> Broadmeadow-Rennbahn"
Floyd County Texas,Floydada
Provinz Campobasso,Campobasso
Region Obock,Obock
Provinz Loreto,Seemann
Französisch-Polynesien,Papeete
Jász-Nagykun-Szolnok Komitat,Szolnok
Colbert County Alabama,Tuscumbia
Partido Patagones,Carmen de Patagones
Wright County Missouri,"Hartville, Missouri <OR> Hartville"
Mono-Abteilung,Lokossa
Kasai,Kananga
Bezirk Batroun,Batroun
Mercosur,Montevideo
Windsor County Vermont,Süd-Woodstock
Indonesische Regierung,Jakarta
Walthall County Mississippi,Tylertown
Pangasinan,"Lingayen <OR> Lingayen, Pangasinan"
Provinz Qazvin,Qazvin
Größeres Sylhet,Sylhet
Kachin-Staat,Myitkyina
Dänen,Kopenhagen
Yunlin,Douliu
Omsk Oblast,Omsk
Apayao,Kabugao
Abdasa Taluka,Naliya
Bundesstaat Mexiko,Toluca
Maitraka-Dynastie,Vallabhi
Santa Cruz County Kalifornien,"Santa Cruz, Kalifornien <OR> Santa Cruz"
Kirgisisch-Autonome Präfektur Kizilsu,Artux
Schottland,Neustadt <OR> Edinburgh <OR> Altes Rauchhaus <OR> Stadtrat von Edinburgh <OR> Edinburgh <OR> Din Eidyn
Provinz Las Palmas,Las Palmas
Rimouski-Neigette,Rimouski
Ottawa County Oklahoma,"Miami, Oklahoma <OR> Miami <OR> Miami, Oklahoma"
Kanton Roye,Roye
Republik Formosa,Tainan
Kommunalverwaltung Mogale City,Krugersdorp
Gouvernement Duhok,Duhok
Indochina,Hanoi <OR> Hanoi
Singhasari,Malang
Vilnius,Vilnius <OR> Wilna
Fernnordregion,Maroua
Königreich Jerusalem,Jerusalem
Schoolcraft County,Manistique
Derbentski Rajon,Derbent
Oströmisches Reich (Byzantinisches Reich),Konstantinopel
Mecklenburg,Schwerin
Lolland Kommune,Maribo
Gordon County Georgia,"Calhoun <OR> Calhoun, Georgia"
Tlokwe Kommunalverwaltung,Potchefstroom
Burt County,"Tekamah <OR> Tekamah, Nebraska"
Denizli Provinz,Denizli
Ghaznawiden,Ghasna <OR> Ghasni
Newton County Indiana,Kentland
Burkina Faso,Gounghin <OR> Ouagadougou <OR> Ouagadougou
York County Nebraska,"York, Nebraska <OR> York"
Northampton County Virginia,"Oststadt <OR> Eastville, Virginia"
Sylhet-Division,Sylhet <OR> Sylhet Stadtverwaltung
Tripuri,Agartala
West Midlands Metropolitan County,Birmingham
Arrondissement von Tarbes,Tarbes
Gedling,"Arnold, Nottinghamshire <OR> Arnold"
Gouvernement Beirut,Beirut <OR> Beirut
Stadtrat von Barrow,Schubkarre
Isabela,"Ilagan, Isabela <OR> Ilagan Stadt <OR> Ilagan"
Beaver County Alberta,Ryley
Königreich der Langobarden,Pavia
Departamento Alto Paraná,Stadt des Ostens
Permski Rajon,Perm
Kadamba,Banavasi
Delaware County Ohio,"Delaware <OR> Delaware, Ohio"
Korsun-Schewtschenkiwskyj Rajon,Korsun-Schewtschenkiwskyj
Gemeinde Ystad,Ystad
Nana-Grébizi,Kaga Bandoro
UdSSR,Moskau
Saraiski Rajon,Saraisk
Tscherkassy Oblast,Tscherkassy
Königreich Schottland,Edinburgh
Montmorency County Michigan,"Atlanta, Michigan <OR> Atlanta"
Ebersberg (Landkreis),Ebersberg
Kanton Faulquemont,Faulquemont
Safawidenreich,Tabris
Washington County Kentucky,"Springfield, Kentucky <OR> Springfield"
Lateinamerikanerin,"Lateinamerikanerin <OR> Littoria <OR> Latina, Latium"
Winnebago County Wisconsin,"Oshkosh, Wisconsin <OR> Oshkosh"
Nowosibirsker Oblast,Nowosibirsk
Weimarer Republik,Berlin
Nordjütland Region,Aalborg
Westliche Ganga,Kolar
Wilkes County,"Wilkesboro <OR> Wilkesboro, North Carolina"
Kegalle Distrikt,Kegalle
Lombardisch,Mailand <OR> Pavia
Moradabad Bezirk,Moradabad
Slanzewski Rajon,Schiefwinkel
Isfara Bezirk,Isfara
Französisches Tunesien,Tunis
Torsby Kommun,Torsby
Qashqadaryo Provinz,Qarshi
Amador County,"Jackson, Kalifornien <OR> Jackson"
Jasper County Iowa,"Newton, IA <OR> Newton"
Stonewall County Texas,Aspermont
Bezirk von Moira,Kobram
McDonough County Illinois,"Macomb, Illinois <OR> Macomb"
Oblast Nischni Nowgorod,Gorki <OR> Nischni Nowgorod
TS,Hyderabad
Hibiscus Coast Lokalgemeinde,Port Shepstone
Dalmatien,Zadar
Tartar Rayon,Tərtər <OR> Mir Bashir
Cheatham County Tennessee,Ashland Stadt
Orikhiv Rajon,Orikhiv
Arrondissement Metz-Campagne,Metz
Bell County Kentucky,"Pineville <OR> Pineville, Kentucky"
Altes Juda,Jerusalem
Kochbezirke,Chicago
Nord-Sumatra,Medan
Aserbaidschanische Volksregierung,Tabris
Abbasiden-Dynastie,Bagdad <OR> Samarra
Zentralafrikanisch,Bangui
Griqualand Ost,Kokstad
Tangipahoa Parish Louisiana,"Amite, Louisiana <OR> Amite <OR> Amite Stadt <OR> Amite City, Louisiana"
Hockley County Texas,Ebene Land
Gemeinde Korzenna,Korzenna
Leeton Shire,"Leeton <OR> Leeton, New South Wales"
Tiruvannamalai Bezirk,Tiruvannamalai <OR> Thiruvannaamalai
Chilton County,"Clanton <OR> Clanton, Alabama"
Jambol Provinz,Jambol
Groß-Vietnam,Hanoi <OR> Thăng Long
Fredericia Kommune,Fredericia
Collier County Florida,Ost Neapel
Fulton County Ohio,Wauseon
Aostatal,Aosta
Brjansk Oblast,Brjansk <OR> Bezhiza
Bundaberg-Region,Bundaberg
Kupferbucht Texas,Coryell County
Regierungsbezirk Jepara,Jepara
Agnéby,Agboville
Si Sa Ket,Srisaket
Stirling (Council Area),Stirling
Nordkosovo,Kosovska Mitrovica
Anne Arundel County,"Annapolis <OR> Annapolis, Maryland"
Region Likouala,Impfondo
Braunschweig-Grubenhagen,Einbeck
Webb County,"Laredo <OR> Laredo, Texas"
Hall County Nebraska,"Große Insel <OR> Grand Island, Nebraska <OR> Grand Island, NE"
Gemeinde Nowy Targ,Neumarkt
Ransom County,"Lissabon <OR> Lissabon, North Dakota"
Odanad,Mavelikkara
Borden County,"Gail <OR> Gail, Texas"
Anne Arundel County Maryland,"Annapolis <OR> Annapolis, Maryland"
Neftejuganski Rajon,Neftejugansk
Charente-Inférieure,La Rochelle
Arrondissement von Nevers,Nièvre
Taylor County Texas,"Abilene, TX <OR> Abilene"
Bosnien,Sarajevo <OR> Sarajevo
Fatimiden,Kairo <OR> Kairo <OR> Mahdia
Korjakischer Autonomer Kreis,Palana
Île-de-France,Paris
Arrondissement Lons-le-Saunier,Lons-le-Saunier
Gabun,Libreville
Unter-Subansiri-Distrikt,Null <OR> Ziro
Floyd County Kentucky,"Prestonsburg <OR> Prestonsburg, Kentucky"
Ladakhisch,Lehre
Kanton Samer,Samer
Yancey County,"Burnsville <OR> Burnsville, North Carolina"
Polk County,"Bartow <OR> Bartow, Florida"
Provinz Tungurahua,San Juan de Ambato
Gemeinsam,Ixopo
Wolgabulgarien,Bulgare <OR> Bolgar <OR> Bolgar <OR> Bulgare
Zyprer,Nikosia <OR> Nikosia
Turinski Bezirk,Turinsk
Osmanische Sultane,Konstantinopel <OR> Istanbul
Niederländische Kolonialzeit,Jakarta
Tschuwaschische Autonome Sozialistische Sowjetrepublik,Tscheboksary
Ming-Dynastie,Nanjing
Sizilien,Palermo
Attalidendynastie,Pergamon
