source,target
332. Ingenieur-Regiment des allgemeinen Dienstes,Vereinigte Staaten
2013 Referendum,Kroatien
Tupu Inka,Peru
Tardets-Sorholus,Frankreich
Guyana,Venezuela
Bargny Oise.,Frankreich
Vertou,Frankreich
Absatz,Kenia
Esb Gruppe,Irisch <OR> Irland
Tilden Texas,USA <OR> Vereinigte Staaten
Bärin,Deutschland
Mazraeh Now Aschtian,Persisch <OR> Iran
Kåge,Schweden
Cincinnati Musikzentrum Halber Dollar,Vereinigte Staaten
Whitewater Memorial State Park,Amerikanisch
Caldwell County Missouri,USA <OR> Vereinigte Staaten
Wangchang Gewog,Bhutan
San Sebastián Cauca.,Kolumbien
Amerikanisches Kino,Vereinigte Staaten <OR> USA <OR> Amerikanisch <OR> USA
Wacken.,Deutschland
Kanal 9,Australien
Yarmouth (Wahlbezirk),Kanada <OR> Kanadier
Vermont Route 133,Vereinigte Staaten
Sankt Mathurin,Frankreich
Corona New York,Amerikanisch
503 Kingston Straße,Kanada
Cape Cod Nationalpark Küstenlandschaft,Vereinigte Staaten
Leroy-Gridley Schulbezirk 245,Vereinigte Staaten
Py Pyrénées-Orientales,Frankreich
Trockener Horn,Polen
Al Ghalil,Jemen
Amhara-Nationale Demokratische Bewegung,Äthiopien
Čvarići,Bosnien
Shakopee Minnesota.,Vereinigte Staaten <OR> USA
Stawropoler,Kirgisistan
Balo-I,Philippinen
Baychester,Vereinigte Staaten <OR> Amerikanisch <OR> USA
Schloss Barbezieux,Frankreich
Leivonmäki,Finnland
Denver Missouri,Vereinigte Staaten
Grüner Wald Bezirk Borova,Ukrainisch <OR> Ukraine
Mutonguni,Kenia
Qatur Schahindehs,Persisch <OR> Iran
Stadionkomplex Rentistas,Uruguay
Milton Kentucky,Vereinigte Staaten
Oberen Sergi,Russland <OR> Russisch
Meereschampions,Vereinigte Staaten
Afrikanda-Luftwaffenbasis,Russland
Koyu-Bezirk Miyazaki,Japan
Jüdische Sozialistische Föderation,Vereinigte Staaten <OR> USA
Balaqolu,Persisch <OR> Iran
Bellambi,Australien
Regierungsbezirk Paniai,Indonesisch <OR> Indonesien
Meri-Rastila,Finnland
Morbihan,Französisch <OR> Frankreich
Der Éguas Fluss,Brasilien
Gold Creek Arkansas,Vereinigte Staaten
Fraijanes,Guatemala
Peyowzi,Bulgarien
Goszczyna,Polen
Jastrzębie Skarszewskie,Polen
Okongo-Wahlkreis,Namibia
Husynne Landkreis Chełm,Polen
Burg Burg im Leimental,Schweiz <OR> Schweizerisch
Long Grove Illinois,Amerikanisch
Taleh Jerd-E Sofla,Persisch <OR> Iran
Mullynagolman,Irland
Falęcin Landkreis Płock,Polen
Ibias (Fluss),Spanien
Nigula-Naturschutzgebiet,Estland <OR> Estnisch
Gemeinde Gózd,Polen
Kanadische Bundeswahl 1887,Kanada <OR> Kanadier
Liga der Komponisten,Vereinigte Staaten <OR> USA <OR> Amerikanisch
Fluss Sarisari,Dominica
Mosca Colorado,Vereinigte Staaten
Chokapara,Indien
Miyaki-Bezirk,Japan
Gitterrost,Slowenien
Unitarische Universalistische Vereinigung,Vereinigte Staaten <OR> USA <OR> Amerikanisch
Jenišovice (Bezirk Jablonec nad Nisou),Tschechische Republik
Bouwlustlaan Randstadrail-Station,Niederlande
Guercif,Marokko
Lipovac (Ražanj),Serbien
Shiding Bezirk,Taiwan
Sankt Julie,Kanada
Hakonegasaki Bahnhof,Japan
Flughafen Boonville (Kalifornien),USA
Columbia Records,Japan <OR> Union <OR> Vereinigte Staaten <OR> Amerikanisch <OR> Vereinigte Staaten <OR> USA
Umeda Bahnhof,Japan
Visakhapatnam,Indien
Duncanville-Oberschule,Vereinigte Staaten
Firebaugh,USA <OR> Vereinigte Staaten
Seattle Japanischer Garten,Vereinigte Staaten
Sornàs,Andorra
diesen,Frankreich
Schulterriemen,Polen
Vernon British Columbia,Kanada <OR> Kanadier
Lalit Narayan Mithila Universität,Indien
Nationale Organisation für das Fetale Alkoholsyndrom,Vereinigte Staaten
Kurume Universität,Japan
Persona Kabel,Kanadier
Sag Neba'A Litani.,Libanon
Noye,Frankreich
Seona,Bosnien
Galgenmännchen Gerede.,Truthahn
Valea Largă Fluss (Orăștie),Rumänien
Bach in Črna,Slowenien <OR> Slowenisch
Casselberry Florida,USA
Duro Felguera,Spanien
Frăsiniș Fluss,Rumänien
Jetztige Schlange,Polen
Bourg-Lastic,Frankreich
Yeniköy Bolu.,Truthahn
Hindustan Universität,Indien
Masha-ye Abbas zu ol Faqari,Persisch <OR> Iran
St. Olaf College,Vereinigte Staaten
Bhajahari Lodge,Bangladesch
Yakacık Merzifon.,Truthahn
Oberstadt,Polen
Fort Rubin,Union
Nielba Wągrowiec,Polnisch
Gandhi-Gedächtnisstätte,Indien
Clyde Hotel,Vereinigte Staaten
Hassi Abdallah Algerien.,Algerien
Władysławowo Gemeinde Wierzbinek.,Polen
Narek Ararat.,Armenien
Schwedische Stiftung für Strategische Forschung,Schweden
Yuhua,Singapur
Tippecanoe Ohio.,Vereinigte Staaten
Laleta,Bosnien
Salehy,Madagaskar
Nakayale,Namibia
Tazeh Kand-e Tahmasb,Persisch <OR> Iran
Yanshan,China
Frankreich Foyer,Senegal
Girard College,Vereinigte Staaten
Belknap Springs Oregon,Vereinigte Staaten
Gerichtliche und wissenschaftliche Dienste,Australien
Surnadal IL,Norwegisch
Saint-Laurent Lot-et-Garonne,Frankreich
Kim Động,Vietnam <OR> Vietnam
Aussichtsturm Burgholzhof,Deutschland
Posanges,Frankreich
Le Tanet,Frankreich
Paracas-Leuchter,Peru
AVIC,China
Berg der Tafeln,Mexikanisch
Olgiate Comasco,Italienisch
Zivildienstmedaille 1939–1945,Australien
Overberg,Südafrika
Lindeberg Akershus.,Norwegen
Kliszów Niederschlesisches Voivodeship,Polen
Kelah Rash-E Bala,Persisch <OR> Iran
La Casera,Spanien
Chuqi Ch'Iwani,Bolivien
Bajrići (Cazin),Bosnien
Lehmanhöhe Alabama,Vereinigte Staaten
Preston & Northcote Gemeinschaftskrankenhaus,Australien
Willowbrook Saskatchewan,Kanada
Ouittenga,Burkina Faso
Al-Ameen Vorkollegiale Hochschule,Indien
Dotyville Oklahoma,Vereinigte Staaten
Bellwood Louisiana.,Vereinigte Staaten
Gardiners Insel,Vereinigte Staaten <OR> Amerikanisch
Jackson Township Northumberland County Pennsylvania,Vereinigte Staaten
Verzeichnis der historischen Orte im Hoonah-Angoon Census Area Alaska,Vereinigte Staaten
Kahnuj Behabad.,Persisch <OR> Iran
Texas State Highway 183,Amerikanisch
Lucinda Queensland,Australien
Uptown Records,Amerikanisch
Torrelara,Spanien
Gaurella,Indien
Pilgerast Arkansas,Vereinigte Staaten
Oberster Gerichtshof von Tasmanien,Australien
Maritsa Gemeinde,Bulgarisch <OR> Bulgarien
Ostkarpaten-Biosphärenreservat,Ukraine <OR> Slowakei
Kimberley Alpin Resort,Kanada
Abtei San Pedro de Siresa,Spanien
Schloss von Moguer,Spanien
Junge Künstler Preise,Vereinigte Staaten <OR> USA <OR> Amerikanisch
Liste der Wahlkreise der Provinz British Columbia,Kanadier
Großer Preis der Niederlande,Niederlande
Buen-Retiro-Park,Spanien
Flämisch-Brabant,Belgien
Udren Zom,Pakistan
Landkreis Carlisle,Australien
Australische Telekommunikationsgesellschaft,Australien
Dooniver.,Irland
Das Colegio de Veracruz,Mexiko
Unteres Schloss Zizers,Schweiz <OR> Schweizerisch
Niesłuchowo,Polen
2009 LG Eishockey-Spiele,Schweden
Mirabad Margavar.,Persisch <OR> Iran
Petrijanec,Kroatien
Zanus Rastaq Ländlicher Bezirk,Persisch <OR> Iran
Nationalfriedhof Port Hudson,Vereinigte Staaten
Tocqueville-en-Caux,Frankreich
Litchfield High School (Illinois),Vereinigte Staaten
Beldorf.,Deutschland
Douglas Park (Langley),Kanada
Xırdalan,Aserbaidschan
Yeniköy Posof.,Truthahn
Danby Kalifornien.,Vereinigte Staaten
Lusernetta,Italienisch
Eklizlyar,Aserbaidschanisch <OR> Aserbaidschan
Sahruyeh,Persisch <OR> Iran
Abbans-Dessous,Französisch <OR> Frankreich
Silbersee-Damm,Vereinigte Staaten
Dünkirchen Leuchtturm,Vereinigte Staaten
Winter,Amerikanisch
Mbugua,Kenia
Loguingot,Philippinen
Mechanicsburg Vereinigte Methodistische Kirche,Vereinigte Staaten
Gemeinde Batorz,Polen
Gemeinde Leszno,Polen
Dughanlu,Persisch <OR> Iran
Zavarijan,Persisch <OR> Iran
Planica Nordisches Zentrum,slowenisch <OR> Slowenien
Flughafen Rosetown,Kanada
Shiloh Sumter County South Carolina.,Vereinigte Staaten
Andersen-Luftwaffenstützpunkt,Amerikanisch
Ali Nawaz Ghoto Haltebahnhof,Pakistan
Squib Kentucky,Vereinigte Staaten
Schwedische Akademie,Schweden <OR> Schwedisch
Şıxəmir,Aserbaidschan
Lotarev,Ukraine
Czaple Niederschlesisches Voivodeship,Polen
Yucuaiquín,El Salvador
Hochtechnologie-Gymnasium,Vereinigte Staaten
Łubnica Woiwodschaft Großpolen,Polen
Hecla Kentucky,Vereinigte Staaten
Clifton Junction Tennessee,Vereinigte Staaten
Malaysia Bundesstraße 165,Malaysia
Niranjanapur Uttar Pradesh,Indien
Tourteron,Frankreich
Brooklyn Township,USA <OR> Vereinigte Staaten
Sternschnuppenweg-Staatspfad,USA
Romanu Fluss,Rumänien
Nez Perce Pass,Vereinigte Staaten
Gedenkmedizinisches Zentrum (Modesto Kalifornien),Vereinigte Staaten
Die Fackel der Freundschaft,Vereinigte Staaten
Mazar Süd-Chorasan,Persisch <OR> Iran
Isaida Station,Japan
Ritsurin-Garten,Japan
Michailowsk Stawropol Krai,Russland
Dampierre-sur-Salon,Frankreich
Doropolje,Slowenien
Kopfüber,Tschechische Republik
Saint-Siméon Orne,Frankreich
Gümüşgöze Alanya.,Truthahn
Kızılağaç Kaş,Truthahn
École J. H. Picard Schule,Kanada
Legislativkammer,Usbekistan
Gar Ab Hormozgan,Persisch <OR> Iran
Südbucht Los Angeles,Union
Taschentuch,Nepal
Kannae,Italien
N60,Irisch <OR> Irland
Summerland Sekundarschule,Kanada
Trockenfluss,Estland
Hadda',Saudi-Arabien
Tit-Ebya,Russland <OR> Russisch
Essex Company Maschinenwerkstatt,Union
Chartsysk,Ukraine
Benton County Arkansas,Vereinigte Staaten <OR> USA
Machnacz Woiwodschaft Podlachien,Polen
Regionalbezirk Central Kootenay,Kanadier
Katzenrad,Iran
Montbonnot-Saint-Martin,Frankreich
Sagliano Micca,Italienisch
Czuchów-Pieńki,Polen
Quebec-Zentrum,Kanada <OR> Kanadier
Agios Ioannis Malountas,Zypern
Collège Bourget,Kanada
Wasseiges,Belgien
Kiełpiny Woiwodschaft Ermland-Masuren,Polen
Booroobin,Australien
Gazan Kermanschah.,Persisch <OR> Iran
Mongibello,Italien
Schimschna,Rumänien
Rajuk Gebäude,Bangladesch
Kayalıköy-Staudamm,Truthahn
Palpara,Indien
Meilland Familie,Frankreich
William Lowndes Yancey Anwaltskanzlei,Vereinigte Staaten <OR> Union
Beladen,Portugiesisch <OR> Portugal
Golejewo Woiwodschaft Großpolen,Polen
Sliventsi,Bulgarien
Premierminister von Ghana,Ghana
Presbyterianische Kirche Peekskill,Vereinigte Staaten
1911 Cincinnati Reds Saison,Amerikanisch
Deveselu-Fluss,Rumänien
Santa Bárbara de Heredia,Costa Rica
Radovčići,Kroatien
Sept-Îles/Lac Rapides Wasserflugplatz,Kanada
Valdezia.,Südliches Afrika <OR> Südafrika
Marie Turkmenistan,Turkmenistan <OR> Turkmenisch
Olive Township Madison County Illinois,Vereinigte Staaten
Valentovce,Slowakei
Museum für Lateinamerikanische Kunst von Buenos Aires,Argentinien
St. Marys Ontario.,Kanada
McKenzie-Pass,Vereinigte Staaten
Abtei Ligugé,Frankreich
2009 Damen-Eurohockey-Nationenmeisterschaft,Niederlande
Scandicci,Italien
Dellen Luxemburg,Luxemburg
Vandavasi (Lok Sabha Wahlkreis),Indien
Furan Iran,Persisch <OR> Iran
Soloneschenski Rajon,Russland
McDermitt State Flughafen,USA
Ballinhassig GAA,Irland
Eduardo H. Gato Haus,Vereinigte Staaten
Nalanda Polytechnik,Indien
Newport Minnesota,Vereinigte Staaten
Mission Nuestra Señora de los Dolores,Mexiko
St. Peter,Australien
Wichita Blau,Amerikanisch
Parrys Ecke,Indien
Schloss Chandioux,Frankreich
Mudzi Ost,Simbabwe
Caçarelhos und Angueira,Portugal
Schweizer Voralpen,Schweizerisch
Chollima-Bezirk,Nordkorea
Helen-Gletscher,USA <OR> Amerikanisch
Szymanów Landkreis Breslau,Polen
Röckingen,Deutschland
Uda Hapuwida,Sri Lanka
Sozialistischer Realismus.,Sowjetisch <OR> Sowjetunion
Oklahoma Allianz,Vereinigte Staaten <OR> Amerikanisch
Niihama Ehime.,Japan
Podgorje bei Pišece,Slowenien
Quillo Bezirk,Peru
Fedje,Norwegisch <OR> Norwegen
Donačka Gora,Slowenien
Maja E Elbunit,Albanien
Åland Schifffahrtsmuseum,Finnland
Felsenfluss,Vereinigte Staaten
Yasso Burkina Faso.,Burkina Faso
Šarišská Poruba,Slowakei
Caran Fluss,Rumänien
Edmonton (Via Rail Bahnhof),Kanadier
Dietrich Idaho,Vereinigte Staaten
F. J. Brennan Katholisches Gymnasium,Kanada
Breiter Graben,Deutschland
Cherokee Creek Jungenschule,Vereinigte Staaten <OR> Amerikanisch
Wólka Grodziska Woiwodschaft Podkarpackie,Polen
Gazabad Dowlatabad.,Persisch <OR> Iran
Akbarabad Zarrin Dasht.,Persisch <OR> Iran
Mineruázinho Fluss,Brasilien
Sankt-Martin-De-Lixy,Frankreich
Bartlett Arboretum und Gärten,USA
Pa Sefid,Persisch <OR> Iran
Aichi Gakusen Hochschule,Japan
Porosły-Kolonie,Polen
Motomiya Bahnhof,Japan
Kottappally,Indien
Luychu Berg,Peru
Klarer Gabel (Guyandotte River),Vereinigte Staaten
Badiyah,Oman
Fetița-Fluss (Sebeș),Rumänien
Washington Terrace (St. Louis),Union
Moderne,Polen
Weesperplein U-Bahn-Station,Niederlande
Nationalbibliothek Südafrikas,Südafrika
Preble New York,Vereinigte Staaten
Temescal,Vereinigte Staaten
Cendeve Akseki.,Truthahn
Rekrutieren,Frankreich
Marpak.,Nepal
Marmaray,Truthahn
Hamilton Ost,Kanada <OR> Kanadier
6. Panzerdivision (Südafrika),Südafrika
Atlıhisar Şuhut.,Truthahn
Norwood Sekundarschule,Australien
Denman Arena,Kanada <OR> Kanadier
Nationales Denkmal,Kanada
Norwegen bei den Olympischen Sommerspielen 1964,Japan
Apalachin,Vereinigte Staaten
Savali Iran.,Persisch <OR> Iran
Montignac Dordogne.,Frankreich
Kuhmo,Finnisch <OR> Finnland
Antanimeva,Madagaskar
Darani-Ye Olya,Persisch <OR> Iran
Allerheiligen-Kolleg Maitland,Australien
Ojarud-e Gharbi Landbezirk,Persisch <OR> Iran
Biasca,Schweiz <OR> Schweizerisch
Oli Kandi,Persisch <OR> Iran
Lassen Nationalforst,Vereinigte Staaten
Hasanabad Kangavar.,Persisch <OR> Iran
Die Insel (Colunga),Spanien
Skonto Riga,Lettisch
Segnitz,Deutschland
Schmerz Marznak.,Persisch <OR> Iran
Gemeinde Iwierzyce,Polen
Allenwood New Jersey,Vereinigte Staaten
Flughafen Porga,Benin
Harrison Township Carroll County Ohio,Vereinigte Staaten
Trehörningen (Sjödalen),Schweden
Mongkol Borei,Kambodscha
Trey Whitfield Schule,USA
Horns Corners Wisconsin.,Vereinigte Staaten
Lutz Kneipe,Vereinigte Staaten
Lettische Sozialdemokratische Partei,Lettland
Nawa Afghanistan,Afghanistan
Studénka,Tschechische Republik
I-705,Vereinigte Staaten
Gottar Gardyal.,Persisch <OR> Iran
Wasser für Südsudan,USA
Abbasabad Gonbaki.,Persisch <OR> Iran
Heteborn,Deutschland
Groß-Porto,Portugiesisch <OR> Portugal
Krumowiza,Bulgarien
Historischer Bezirk der Innenstadt von Plainfield,Vereinigte Staaten
Adam Joseph Lewis Zentrum für Umweltstudien,Vereinigte Staaten
Mazraeh Jazmeh,Persisch <OR> Iran
Bonate Sotto,Italienisch <OR> Italien
KZIZ,USA
Ferhadlu,Iran
Schwabstedt,Deutschland
Huntsburg Township,Vereinigte Staaten
Paskuh-Landbezirk,Persisch <OR> Iran
Distrikt Bragança,Portugal
Marianowo Landkreis Szamotuły,Polen
China Grove Texas,Vereinigte Staaten
Küstenprovinz,Äquatorialguinea
Live Oak Oberschule,Vereinigte Staaten
Medford (Stadt) Wisconsin,Vereinigte Staaten
Zentralinstitut für Fischereiausbildung,Indien
Holman-Stadion,Vereinigte Staaten <OR> Amerikanisch
Băltăgești Fluss,Rumänien
Viana do Alentejo,Portugal
Distelflaum Colorado,Vereinigte Staaten
So So Def Aufnahmen,Vereinigte Staaten <OR> Amerikanisch
Internationale Kommission für Agrar- und Biosystemtechnik,Belgien
Burt New York,USA
United States Luftwaffensicherheitsdienst,USA
Gläserner Berg (South Carolina),USA
Scotiabank Saddledome,Kanada
Uchinomaki Bahnhof,Japan
Bnachii,Libanon
2002 Kanada Masters und der Rogers AT&T Cup,Kanada
HM-19,USA
Cuzzie West Virginia,Vereinigte Staaten
Acs Ksar,Mauretanien
GTU,Indien
Kanal von Bourbourg,Frankreich
Oberbettingen,Deutschland
Daugava-Stadion,Lettland
Jusch Süd-Chorasan.,Persisch <OR> Iran
Liepaer Gemeinde,Lettland <OR> Lettisch
Die Progressive Corporation,Vereinigte Staaten
Mercedes Umaña,El Salvador
Nucourt,Frankreich
Văluța Ölfeld,Rumänien
Dalborowice,Polen
Felseninsel,Aserbaidschan
Groß Krajewitz,Polen
Fk Kvik,Norwegisch
Birat,Nepal
Hornelen,Norwegen
Valdivieso Werbeschild,Chile
Bihadi Ranipani,Nepal
Kansas State Capitol,Vereinigte Staaten
Groß Lachówka,Polen
Ambenay,Frankreich
Urin,Kroatien
Tōji Bahnhof,Japan
Ropki,Polen
Batorampon Punkt,Philippinen
Drachental,Serbien
Steinpilze,Polen
Jakubowo-Węgielin,Polen
Senatswahl in den Vereinigten Staaten in Florida 2016,Vereinigte Staaten
Akçakent,Truthahn
Sprigg West Virginia,Vereinigte Staaten
Exmouth-Golf-Station,Australien
Verheiratetenunterkunftsprojekt,Indien
Ahorn Ohio,USA <OR> Vereinigte Staaten
Paco Bezirk,Philippinen
Römische Luftentwicklungszentrum,USA
Kheyvis Feuer,Argentinien
Smin,Bulgarien
Hoppers Crossing Victoria,Australien
Tal Jr. Krieger,Amerikanisch
Budanur,Indien
Museum der Kulturen (Basel),Schweizerisch
Tyresö Zentrum,Schweden
Beauménil,Frankreich
General Mosconi Salta.,Argentinien
Großer Solowezki-Insel,Russland
Dorf am Meer,Persisch <OR> Iran
Borschtschow.,Ukraine
1954 Großer Preis von Argentinien,Argentinien
Kloster Kirchberg,Deutschland
San José San Pablo Laguna,Philippinen
Capital One 360,Vereinigte Staaten
Elxleben,Deutschland
Forollhogna,Norwegen
Batagolla,Sri Lanka
Khemis Miliana,Algerien
Imling.,Frankreich
Kaposszerdahely,Ungarn
Ober-Łodzinka,Polen
Lancaster-Denkmal (Weiswampach Luxemburg),Luxemburg
Kyllburg (Verbandsgemeinde),Deutschland
Andover Zentralschule,USA
Dörfer des Kreises Shkodër,Albanien
Tiere,Deutschland
Möckern-Loburg-Fläming,Deutschland
Tengako,Tuvalu
Kamenná (Bezirk Třebíč),Tschechische Republik
Lelestilor-Fluss,Rumänien
Scharabien,Iran
Sosnowa Góra,Polen
Kołonice Woiwodschaft Karpatenvorland,Polen
Genomische Pfade,Amerikanisch
Ishiyama-Tempel,Japan
Maritimes Museum des Hafens Colombo,Sri Lanka
Liste der Bürgermeister von San Diego vor der Staatlichkeit,Vereinigte Staaten
Courvaudon,Frankreich
Arbeitspartei (Nigeria),Nigeria
Tadschikische Sozialistische Sowjetrepublik,Sowjetunion <OR> Russisch
Berg Abantos,Spanien
Velden (Pegnitz),Deutschland
KAPITAL,Australien
Fonal Records,Finnland
Befreier Musik,Unten drunter <OR> Australien
Oroville,USA <OR> Vereinigte Staaten
Gentry Arkansas.,Vereinigte Staaten
N. P. Smith Pionier Eisenwarenhandlung,Vereinigte Staaten
Durango Bizkaia,Spanien
Doumanaba,Mali
Surg Khuzestan.,Persisch <OR> Iran
Stadion Rankhof,Schweiz
Berg Iraya,Philippinen
Einsamkeit,Vereinigte Staaten <OR> Amerikanisch
La Falda Córdoba.,Argentinier
Aransas Pass Unabhängiger Schulbezirk,USA
Daşbulaq Şəki,Aserbaidschan
Synagoge Hara Seghira,Tunesien
Ostregion Uganda.,Uganda
Tschebarkul-See,Russland
Chrósty Wysińskie,Polen
Spanische Parlamentswahlen 2011,Spanien
Olympische Spiele 2000,Australien
Zeehan Tasmanien.,Australien
São Martinho de Anta (Sabrosa),Portugal
Klin Klinski Rajon Oblast Moskau,Russland
Saab Bofors Dynamics,Schweden
Geographie von Angola,Angola
Qahremanlu,Persisch <OR> Iran
Bobrówka Landkreis Mońki,Polen
Tabb Gymnasium,USA
Keltischer Pokal,Irland
B-Dämme,Polen
Dayton Richland County Wisconsin.,Vereinigte Staaten
Vorsitzender des Senats von Pakistan,Pakistan
Vatikanische Post,Vatikanstadt <OR> Vatikanstadt Staats
Flughafen Loitokitok,Kenia
Hillaby Saint Andrew Barbados,Barbados
Fara Novarese,Italienisch
Sandbank,Vietnam
Gibostad Kapelle,Norwegisch <OR> Norwegen
Sant'Andrea di Conza,Italien
Chenar-E Olya Hamadan,Persisch <OR> Iran
Merrivale KwaZulu-Natal,Südafrika
Borj Bojnord,Iran
Fairfield Township Madison County Ohio,Vereinigte Staaten
Ellibou-Badasso,Elfenbeinküste
Tabbat Bukan,Persisch <OR> Iran
San Justo Santa Fe.,Argentinien
Wolga-Dnjepr,Russland
Hazel Green Alabama,Vereinigte Staaten
Fleenortown Virginia.,Vereinigte Staaten
Waconda See,Vereinigte Staaten
Arnhem Bockwindmühle (1946),Niederlande
Zvotoky,Tschechische Republik
Lobo Batangas.,Philippinen
Hasan Tabib,Persisch <OR> Iran
Scotland County North Carolina,USA <OR> Vereinigte Staaten
Chah Schur Fasa,Persisch <OR> Iran
Kawabeoki Bahnhof,Japan
Sichuan Internationale Studien Universität,China
Hooghly,Indien
Nord-Aral-See,Kasachstan
Andalusien,Spanisch <OR> Spanien
Węgrzynówek,Polen
Villaverde de Medina,Spanien
Leimersheim,Deutschland
Shin-Kiryū Bahnhof,Japan
Als Poissy.,Frankreich
Yeşilköy Bolu.,Truthahn
Tit Kan,Persisch <OR> Iran
Dänemark-Serbien Beziehungen,Serbien
Katsura-Kaiserpalast,Japan
Dwyer-Oberschule,Vereinigte Staaten
Auswirkungen der Großen Hungersnot auf die amerikanische Wirtschaft,Vereinigte Staaten
Aternus.,Italien
Partei,Irisch <OR> Irland
Pola Fluss,Russland <OR> Russisch
Athlone Edmonton.,Kanada
Buolick (Townland),Irland
Bevölkerung von Campos,Spanien
Armutlu Bayburt.,Truthahn
Schweizer Turm,Vereinigte Arabische Emirate
Drávagárdony,Ungarn
Nora Freie Christliche Kirche,Vereinigte Staaten
Stratford New Hampshire,Vereinigte Staaten
