source,target
Tschechische Republik,Tschechisch <OR> Tschechisch <OR> Tschechisch <OR> Tschechisch
Fr Jugoslawien.,Serbische Sprache <OR> Српска ћирилица
PH,Filipino
Chita,Russisch
Medici Florenz,Latein
Baiano,Portugiesisch
Aceh,Indonesisch <OR> Indonesien <OR> Acehnesisch
SUI,Ger
Griechischsprachig,zypriotisch <OR> Griechenland <OR> Zypern <OR> Europa
Florentin,Latein
Weißrussisch,Russifiziert <OR> Russisch <OR> Weißrussisch
Ylitornio,Finnisch
Palästinensische Gebiete,Hebräisch
Abaza,Karatschai-Tscherkessien <OR> Karatschai-Tscherkessische Republik <OR> Karatschai–Tscherkessien
SC,Englisch
Nepalesische Literatur,Nepalische Sprache <OR> Nepalische Sprache
Jugoslawisch,Serbokroatisch <OR> Serbische Sprache
Tansania,Suaheli <OR> Englisch <OR> Englisch <OR> Suaheli <OR> Kiswahili-Sprache <OR> Suaheli <OR> anglophon <OR> Kiswahili-Sprache
Nord-Sumatra,Indonesisch <OR> Indonesien
Odessa,Ukrainisch <OR> Russisch
Kymi,Finnisch
Äußere Mongolei,Mongole <OR> Mongolisch
WTO,Französisch
Universala Esperanto-Asocio,Esperanto
Alajärvi,Finnisch
Sierra Leone,Englisch <OR> Englisch
Ryukyu-Inseln,文言文
Schweden–Norwegen,Schwedisch <OR> Norwegisch
Stockholm,Schwedisch
Keraliten,Malayalam
Sacha Republik,Russisch
Burkinabé,Französisch
Inkas,Quechua
Tschechoslowakisch,Tschechisch <OR> Tschechisch <OR> Tschechisch <OR> Slowakisch
Bulgarische Orthodoxe Kirche,Bulgarisch <OR> Bulgarisch
Noord,Niederländisch
Sondergemeinden,Niederländisch
Lappajärvi,Finnisch
Hailuoto,Finnisch
Tatarstan,Wolga-Tatar <OR> Tatarische Sprache <OR> Tatarische Sprache <OR> Russisch <OR> Tatarisch
China,Guoyu <OR> Mandschu <OR> Kantonesisch <OR> Tibetisch <OR> Khalkha-Mongolisch <OR> Putonghua <OR> Standardtibetisch <OR> Chinesische Sprache <OR> Mandarin-Chinesisch <OR> Mongolisch <OR> Mongolisch <OR> Khalkha-Mongolisch <OR> Vereinfachtes Chinesisch <OR> Chinesische Sprache <OR> Mandarin <OR> Traditionelles Chinesisch <OR> Mandschu <OR> Mongole <OR> Chinesische Sprache <OR> Hochchinesisch <OR> Modernes Hochchinesisch <OR> Mongolisch <OR> Hochchinesisch <OR> Tibetisch
Finnische Orthodoxe Kirche,Finnisch
Nordatlantikpakt-Organisation (Nato),Englisch <OR> Französisch
Baskort.,Baschkortostan
Akrotiri,Englisch
Carouge,Französisch
Janakkala,Finnisch
Russische Republik,Russisch
Fürstentum Wales,Walisisch
Tampere,Finnisch
Slowenien,Slowenische Sprache <OR> Slowenisch <OR> Slowenische Sprache <OR> Slowenische Sprache <OR> Slowenische Sprache <OR> Slowenische Sprache
Teuva,Finnisch
Kumlinge,Schwedisch
Falklandinseln,Englisch
L'Isle,Französisch
RSFSR,Russisch
Qing-Dynastie,Chinesische Sprache
Französische Süd- und Antarktisgebiete,Französisch
PMR,Moldawier <OR> Russisch <OR> Moldawien
CA,Englisch
TAAF,Französisch
"Vézac, Dordogne.",Französisch
Flämische Gemeinschaft,Niederländisch
Lamone,Italienische Sprache
Republik Kongo,Französisch
Puolanka,Finnisch
Québécoise,Französisch
Griechenland,Modernes Griechisch
Uusikaupunki,Finnisch
Uppsala,Schwedisch
Jyväskylä,Finnisch
Philippinische Inseln,Pilipino <OR> Englisch <OR> Filipino
Spanisches Kolonialreich,Spanisch
Bajan,Englisch
Europa,NL <OR> Irische Sprache <OR> Finnisch <OR> Französisch <OR> Lettische Sprache <OR> französischsprachig <OR> Deutschsprachig <OR> Griechischsprachig <OR> Tschechisch <OR> wörtlich Englisch <OR> Schwedisch <OR> Französischsprachig <OR> Niederländisch <OR> Italienische Sprache <OR> Englisch <OR> Portugiesisch <OR> FR <OR> Französisch <OR> Griechisch <OR> Dänisch <OR> Slowakisch <OR> Estnisch <OR> Litauische Sprache <OR> Rumänisch <OR> Spanisch <OR> Englisch <OR> Kroatisch <OR> Maltesisch <OR> Slowenische Sprache <OR> Spanisch <OR> Deutsch <OR> Lettische Sprache <OR> anglophon <OR> Litauische Sprache <OR> anglophon <OR> Bulgarisch <OR> Ungarisch <OR> Niederländisch <OR> Polnisch <OR> DE <OR> Polnisch <OR> Italienische Sprache <OR> Britisches Englisch <OR> Irische Sprache
Föderation Bosnien und Herzegowina,Kroatisch <OR> Serbische Sprache
Sipoo,Schwedisch <OR> Finnisch <OR> Finnisch
Alaska,Englisch
Honduras,Spanisch <OR> Hispanisch <OR> Spanisch
Kapverdische Inseln,Portugiesisch
Huehuetenango,Awakatek <OR> Akatek <OR> Aguacateco <OR> Mam <OR> Chuj
"Rauma, Finnland.",Finnisch
Veyrier,Französisch
Lieto.,Finnisch
"Ii, Finnland.",Finnisch
Moskauer Mathematische Gesellschaft,Russisch
Weißrussland,Weißrussisch
Wallonien,Französischsprachig <OR> Französisch <OR> Französisch <OR> französischsprachig <OR> französischsprachig
Kanada,Französischsprachig <OR> anglisierte <OR> EN <OR> anglisierte <OR> Französisch <OR> Anglo <OR> Englisch <OR> Englisch <OR> Französisch <OR> Modernes Englisch <OR> Französisch <OR> Frankophonie <OR> französischsprachig <OR> Französischsprachig <OR> anglophon <OR> Französisch <OR> anglophon <OR> französischsprachig
Kuhmo,Finnisch
Honduraner,Spanisch
Mosambik,Portugiesisch
Khmer,Khmer
Serbisch-Montenegrinisch,Serbische Sprache
Russische SFSR,Russisch
Orkisch,Schwarze Sprache
Renens,Französischsprachig <OR> französischsprachig
Nord-Sumatra,Indonesisch <OR> Indonesisch <OR> Minangkabau-Sprache <OR> Indonesien
Hango,Schwedisch <OR> Finnisch
Säkylä,Finnisch
Nummela,Finnisch
Haiti,Haitianisch Kreol <OR> Französisch
Vereinigte Provinzen,Urdu <OR> Hindi
Slowenische Sprache,Slowenische Sprache <OR> Slowenien
Georgisch-orthodoxer Christ.,Georgisch
Lehendakari,Spanisch <OR> Baskisch
Katalanen,Spanisch <OR> Katalanisch <OR> Katalanisch
Stavropol Krai,Russisch
Vichy-Ära,Französisch
Guatemala,Kastilisch <OR> Spanisch <OR> Spanischsprachig <OR> Spanisch
"Quebec-Stadt, Quebec.",Französischsprachig <OR> Französisch <OR> Französisch <OR> französischsprachig
Französischer Historiker,Französisch
Republik Tuwa,Tuwinisch <OR> Russisch
Mordowien,Russischsprachig <OR> Erzya <OR> Moksha-Sprache <OR> Erzya <OR> Russisch <OR> Erzya <OR> Moksha-Sprache
Oulunsalo,Finnisch
Alicante,Spanisch <OR> Valencianisch
Jura Bernois Verwaltungsbezirk,Französisch
Keitele,Finnisch
British Columbia,Englisch <OR> Englisch
Amejjaou,Amazigh
Türkei,Osmanisches Türkisch <OR> Türkisch <OR> Türkisch <OR> Modernes Türkisch <OR> Osmanisch <OR> Türkisch <OR> Türkisch
Grüner Kap,Portugiesisch
Frankreich,Französisch
Pyhäjoki,Finnisch
Brunei Darussalam,Malaiisch
Normandie,Normannische Sprache <OR> Normannische Sprache <OR> Lateinisiert <OR> Latein
Vereinigte Staaten,Altenglisch <OR> anglisierte <OR> EN <OR> anglisierte <OR> anglisierte <OR> Englisch <OR> Englisch <OR> Anglophone <OR> Modernes Englisch <OR> anglophon <OR> anglophon
Französisch-Armenisch,Französisch <OR> Französisch
Transnistrische Republik,Russisch <OR> Moldawien
Nilsiä,Finnisch
Siikalatva,Finnisch
Kärkölä,Finnisch
Uttar Pradesh,Standard Hindi <OR> Urdu <OR> Hindi <OR> Urdu <OR> Hindi
NAFTA,Spanisch <OR> Französisch
Ukrainische Sozialistische Sowjetrepublik,Ukrainisch <OR> Russisch
Krasnodar Kraj,Russisch
Berner Jura,Französischsprachig <OR> Französisch
Bolhrad Rajon,Ukrainisch
Spanische Kolonialzeit,Spanisch <OR> Spanisch
Khanty-Mansia,Russisch <OR> Khanty <OR> Mansi
Ilomantsi,Finnisch
Tschukotka-Autonomer Okrug,Tschuktschen <OR> Tschuktschen <OR> Russisch
Bergs Kommune,Schwedisch
Gambia,Englisch
Bolschewik,Russisch
Khorasan,Mittelpersisch <OR> Persisch <OR> Persisch
Zentralafrikanische Republik,Sango <OR> Französisch <OR> Sangho
Bengkulu,Indonesisch <OR> Zentralmalaiisch <OR> Indonesien
Sottunga,Schwedisch
Maltesisch,Malta <OR> EU
Hindustan,Hindi
Siikajoki,Finnisch
Kambodscha,Khmer
Tennessee,Englisch
DVRK,Nordkoreanisch
Französischkanadisch,Französisch
Upplands-Bro Gemeinde,Schwedisch
Krasnojarsk-Territorium,Russisch
Karvia,Finnisch
Hyderabad Stadt,Urdu
Niederlande,NL <OR> Niederländisch <OR> Niederländisch <OR> Niederländisch <OR> Niederländisch
Raisio,Finnisch
Tschechoslowakei,Tschechisch <OR> Slowakisch <OR> Slowakisch <OR> Slowakisch <OR> Slowakisch <OR> Tschechisch
Shimla,Hindi
Namensvettergemeinschaft,Valencianisch
Südafrika,Verkauf <OR> seTswana <OR> seTswana <OR> Verkauf <OR> Afrikaans Sprache <OR> Swati <OR> Tsonga <OR> Siswati <OR> Sesotho-Sprache <OR> Tswana <OR> Sotho <OR> Tshivenḓa <OR> nördliches Sotho <OR> isiXhosa <OR> Englisch <OR> Sesotho-Sprache <OR> Zulu <OR> Südliches Sotho <OR> Sotho <OR> isiZulu <OR> Zulu <OR> Swazi <OR> Shangaan <OR> Siswati <OR> Englisch <OR> Sepedi <OR> Xitsonga <OR> Siswati <OR> anglophon <OR> Xhosa-Sprache <OR> nördliches Sotho <OR> Afrika <OR> Afrikaans Sprache <OR> Xhosa-Sprache <OR> Swati <OR> Tsonga <OR> Sesotho-Sprache <OR> nördliches Sotho <OR> Tswana
Osterinsel,Spanisch
Sahrauische Arabische Demokratische Republik,Spanisch
Padasjoki,Finnisch
Kolari,Finnisch
Udmurt.,Russisch
Annam,Vietnamesisch
"Chiasso, Schweiz.",Italienische Sprache
Republik Peru,Spanisch <OR> Quechua
Angola,portugiesischsprachig <OR> Portugiesisch <OR> Portugiesisch
SE,Schwedisch
Aruba,Niederländisch <OR> Niederländisch <OR> Papiamento <OR> Niederländisch <OR> Papiamentu
Guernsey,Englisch <OR> Englisch <OR> Französisch
Slowenische Sprache,Slowenien
Russische Studien,Russisch
Bern.,Deutschsprachig <OR> Französisch <OR> Deutsch
Gagauz,Russisch
Weißrussische SSR,Russisch
Zululand,Zulu
Savonlinna,Finnisch <OR> Finnisch
Akademische Damenchor Lyran,Schwedisch
Färöer-Inseln,Färöisch
Inari Gemeinde,Finnisch
Argentinisch,Spanisch
Kitee,Finnisch
Bedano,Italienische Sprache
Azad Kaschmir,Urdu <OR> Englisch
Hammarland,Schwedisch
Vatikanstadt,Italienischsprachig <OR> Italienische Sprache
Schweden-Norwegen,Schwedisch
Jambi,Malaiisch <OR> Indonesisch <OR> Indonesien
Adygeja,West-Kirgisisch <OR> Russisch <OR> Adygeische Sprache <OR> Tscherkessisch
Burjatsien,Russisch
Sierra-Leoner,Englisch
Europäische Gemeinschaft,Spanisch <OR> Italienische Sprache
Französische Gemeinschaft,Französisch
Präfektur Kyoto,Jpn
Zypern,Türkisch <OR> Modernes Griechisch
Kreuzfahrerstaat,Latein
Kap Verde,Kapverdisches Kreol <OR> Santo Antão Kreol <OR> Sal <OR> Santo Antão <OR> São Vicente <OR> Kapverdisches Kreol <OR> Portugiesisch <OR> São Vicente Kreol <OR> Kreolisch <OR> Portugiesisch
Kivijärvi,Finnisch
Île-de-France,Französisch
Komi,Russisch
Altai-Territorium,Russisch
Kamerun,Englisch <OR> Französisch <OR> Anglophone <OR> französischsprachig <OR> anglophon <OR> anglophon <OR> französischsprachig
Lestijärvi,Finnisch
Moldawien,Moldawier
Zentralafrika,Sango <OR> Französisch
Kanarische Inseln,Spanisch
Loimaa,Finnisch
NEIN,Norwegisch (Nynorsk) <OR> Neunorwegisch
Alicante,Spanisch <OR> Valencianisch
Bulgarische Kirche,Bulgarisch <OR> Bulgarisch
Torneå,Finnisch
Krasnojarsk,Russisch
Nordostbrasilien,Portugiesisch
Caslano,Italienische Sprache
Polynesisch,Französisch
Spanische Kolonisation,Spanisch
Mikkeli,Finnisch <OR> Finnisch
Byzantinische Kaiser,Latein
Katalonien,Spanisch
Aargau,Deutschsprachig
Kongo,Französisch
Baghlan-Provinz,Dari
Vevey,Französisch
SRV,Vietnamesisch
Miss Universe,Englisch
Amerikanisch,anglisierte <OR> EN <OR> anglisierte <OR> Englisch <OR> Englisch <OR> Britisches Englisch <OR> anglophon <OR> anglophon
Huehuetenango-Departement,Awakatek <OR> Akatek <OR> Chuj <OR> Jakaltek
Föglö,Schwedisch
Oberland,Deutsch
M'Hajer,Amazigh
Belize,Englisch <OR> anglophon <OR> anglophon
Sonderregion Aceh (Nanggroe Aceh Darussalam),Indonesisch
Moldawisch,Rumänisch
Bulgarien,mittelalterliches Griechisch <OR> mittelalterliches Griechisch <OR> Standardbulgarisch <OR> Altkirchenslawisch <OR> Bulgarisch <OR> Altbulgarisch <OR> Bulgarisches Kyrillisch <OR> Bulgarischsprachig <OR> Standardbulgarisch <OR> Bulgarisch <OR> Byzantinisches Griechisch
Provence,Französisch <OR> Französisch
Genfer,Französisch
Hartola (Finnland),Finnisch
Zairisch,Französisch
Römisches Reich,Latein <OR> Griechisch <OR> Latein <OR> Griechisch <OR> Latein
Paimio,Finnisch
Bolschewistische Russland,Russisch
Yukon-Territorium,anglisierte
Jungferninseln,Englisch
Nazis,Deutschsprachig <OR> Deutsch
Stalino,Ukrainisch <OR> Russisch
Robert Ben Madison,Talossan
Ukrainer,Ukrainisch
Vichy-Frankreich,Französisch
Estland,Estnisch
Australien,Englisch <OR> Englisch <OR> anglophon <OR> Anglo
Orbe.,Französisch
Bhutan,Dzongkha <OR> Dzongkha <OR> Dzongkha
Chhattisgarh,Chhattisgarhi
Moskauer Russland,Russisch
Yuzowka,Russischsprachig
Mariy El,Wiesen-Mari <OR> Russisch
Kaiserliches China,Chinesische Sprache
Liminka,Finnisch
"Geta, Åland",Schwedisch
Die Abtei,Französisch
Neuseeland,Englisch <OR> Neuseeländische Gebärdensprache
Westliches Baskenland,Spanisch
Trougout,Amazigh
Osmanische Dynastie,Osmanisches Türkisch
Serbische Sprache,Српска ћирилица
Kiruna,Schwedisch <OR> Finnisch
Guyanesisch,Englisch <OR> Englisch
Maharashtra,Marathi <OR> Marathi-Sprache
Zentralbezirk,Spanisch
Sowjetisches Aserbaidschan,Aserbaidschanisch <OR> Russisch
Leppävirta,Finnisch
Kalmykien,Russisch <OR> Kalmyk
IAEA,Russisch
Kongo-Kinshasa,Französisch
Sowjetzeit,Russisch
In Panama geboren.,Spanisch
Hongkong,Englisch <OR> Englisch <OR> Chinesische Sprache <OR> geschriebenes Chinesisch <OR> anglophon
Liperi,Finnisch
Ruandese,Englisch <OR> Französisch
Kosovo,Serbische Sprache
Autonome Provinz,Serbische Sprache <OR> Српска ћирилица
Tuvalu,Englisch <OR> Tuvalu <OR> Tuvaluisch
Kosovar,Serbische Sprache
Kommunarde,Französisch
Salvadorianer,Spanisch <OR> Spanischsprachig <OR> Spanisch
Vasa,Schwedisch <OR> Schwedischsprachig <OR> Finnisch
Savoia,Französisch
Ilmajoki,Finnisch
Gemeinde Solna,Schwedisch
Hanko,Schwedisch <OR> Finnisch
BRUNEI,Malaiisch
Québec-Stadt,Französisch
Antillen,Niederländisch
Armenisches Nationalkomitee von Amerika,Armenisch
Schweizerische Eidgenossenschaft,Italienische Sprache <OR> Französisch
Kalmykien,Kalmyk <OR> Kalmyk Oirat <OR> Russisch <OR> Kalmyk
Weißruthenische Sowjetsozialistische Republik,Russisch <OR> Weißrussisch
HK,Englisch
Down Under,Englisch
Irische Sprache,Irische Sprache <OR> Englisch <OR> Altirisch <OR> Gälisch <OR> frühneuirisch
BIH,Kroatisch
Jinghpaw,Kachin-Staat
TUR,Türkisch
Slowenische Sprache,Europäische Union <OR> Slowenien <OR> Europa <OR> EU <OR> Slowenische Sprache <OR> Slowenien
Britische Kolonie,Chinesische Sprache
Großer Weißer Norden,Englisch
Vereinigtes Königreich,Englisch
Statia,Niederländisch
Zaristisches Russland,Russisch
Pello,Finnisch
Port Clarence,Spanisch
Mexikanische Republik,Spanisch
Härjedalen Gemeinde,Schwedisch
Bulgarisches Patriarchat,Bulgarisch
Deutschsprachige Gemeinschaft Belgiens,Deutsch
Singapur Stadt,Malaiisch <OR> Tamil
Chile,Spanischsprachig <OR> Hispano <OR> Spanisch <OR> Chilenisches Spanisch <OR> Spanisch <OR> Spanisch <OR> Hispanisch
Norwegen,Landsmål <OR> Kven <OR> Sami <OR> Nynorsk <OR> Nynorsk <OR> Nord-Sami <OR> Norwegisch Nynorsk <OR> Sami <OR> Samische Sprachen <OR> Neunorwegisch <OR> Sami <OR> Kven
Kesälahti,Finnisch
Kristinestad,Schwedisch <OR> Finnisch
Persien,Persisch <OR> Altgriechisch <OR> Griechisch <OR> Persisch <OR> Altpersisch
Malta,Maltesisch <OR> Englisch <OR> Englisch <OR> Maltesisch
Raseborg,Schwedisch <OR> Finnisch
"Kesklinn, Tallinn.",Estnisch
Burjatien,Russisch
Oulad Boubker,Amazigh
Collonge-Bellerive,Französisch
Ukrainische SSR,Russisch
Cossonay,Französisch
Hankasalmi,Finnisch
Tessin,Italienische Sprache <OR> Italienische Dialekte
Haaparanta,Schwedisch <OR> Finnisch
Mandschu-Dynastie,Chinesische Sprache <OR> Mongolisch
Ukrainische Sowjetregierung,Russisch
Tschuwaschien Republik,Tschuwasch <OR> Russisch
Fränkisch,Griechisch
Römisches Imperium,Latein
Lugano,Italienischsprachig <OR> Italienische Sprache
Kaszuby,Kaschubisch
Kanton Bern,Französisch
Mosambik,Portugiesisch
Nakkila,Finnisch
Valencianer,Spanisch <OR> Katalanisch <OR> Katalanisch <OR> Valencianisch
Kasachstan,Kasachisch <OR> Kaz <OR> Qazaq <OR> Kasachisch
Uurainen,Finnisch
Vatikan,Italienische Sprache <OR> Latein
Alabama,Englisch
Xelaju,Spanisch
Inka-Reich,Quechua
Daykundi,Dari
Ostindisch,Hindi
IAAF,Englisch <OR> Englisch <OR> Französisch
Autonome Provinz Kosovo und Metohija,Serbische Sprache
Basel-Landschaft,Deutschsprachig
Sebastopol,Ukrainisch <OR> Russisch
Achaimenisch,Altgriechisch <OR> Altpersisch
Taivassalo,Finnisch
Waliser,Englisch <OR> Walisisch
Kongresspolen,Polnisch <OR> Russisch
Irland,Englisch <OR> Irische Sprache
Persisches Reich,Altgriechisch <OR> Altgriechisch
Litauen,Litauische Sprache
Kirkkonummi,Schwedisch <OR> Finnisch
Florenz,Latein
Lahti,Finnisch
Nordfrankreich,Französisch
Iitti.,Finnisch
Punjab (Indien),Punjabi-Sprache <OR> Punjabi-Sprache
Aserbaidschanische Sowjetsozialistische Republik,Aserbaidschanisch <OR> Russisch
Ceylon,Singhalesisch <OR> Singhalesisch <OR> Singhalesisch <OR> Tamil <OR> Singhalesisch
Provinz Navarra,Baskisch
Schweizer,Französischsprachig <OR> Italienische Sprache <OR> Italienische Sprache <OR> Französisch <OR> Altfranzösisch <OR> Germanisch <OR> FR <OR> Ger <OR> Französisch <OR> Deutsch <OR> Ger <OR> Deutschsprachig <OR> französischsprachig
Kesklinn,Estnisch
Puerto Rican,Spanisch <OR> Spanisch <OR> Englisch <OR> Spanisch
CIE,Französisch
Punkaharju,Finnisch
Riihimäki,Finnisch
Welt-Esperanto-Vereinigung,Esperanto
Galicien (Spanien),Galicische Sprache <OR> Spanisch <OR> Galicische Sprache <OR> Spanisch <OR> Kastilisch
IEC,Katalanisch <OR> Katalanisch
Närpes,Schwedisch
Vichy-Französisch,Französisch
Udmurtische Autonome Sowjetsozialistische Republik,Russisch
Montenegro,Bosnisch <OR> Serbisch <OR> Kroatisch <OR> Serbische Sprache <OR> Црногорска ћирилица <OR> Српска ћирилица <OR> Serbischer Nachname <OR> Serbische Sprache <OR> Kroatisch <OR> shqip <OR> Albanisch <OR> montenegrinisch <OR> Serbische Sprache <OR> Albanisch sprechend <OR> Albanisch <OR> montenegrinisch <OR> Kroate <OR> montenegrinisch
DPR,Ukrainisch <OR> Russisch
Karthago,Punische Sprache <OR> Punische Sprache
BMU,Englisch
Qing-Herrschaft,Chinesische Sprache <OR> Mongolisch
Trichur,Malayalam
Esperantujo,Esperanto
Haukipudas,Finnisch
Republik Tatarstan,Russisch
Großherzogtum Flandrensis,Niederländisch
Belau,Englisch <OR> Palauan
Santa Isabel,Spanisch
Großherzogtum Moskau,Russisch
National Film Board of Canada,Englisch <OR> Französisch
Benkulen,Indonesisch <OR> Indonesien
Hongkong,Englisch
Färöer,Färöisch <OR> Färöisch <OR> Dänisch
"Nokia, Finnland.",Finnisch
Skolt-Sami,"Inari, Finnland"
Königreich Galizien-Volhynien,Alt-Ruthenisch
Formosan,Hakka
Union zwischen Schweden und Norwegen,Schwedisch <OR> Norwegisch
Luvia,Finnisch
Burkinabè,Französisch
Korpo,Schwedisch <OR> Finnisch
Bahama-Inseln,Englisch
PR,Spanisch
Jokkmokk Gemeinde,Schwedisch <OR> Sami
Monegasse,Französisch
Malaysia,Standardmalai <OR> Englisch <OR> Englisch <OR> Malaysische Sprache <OR> Malaiisch <OR> Malaiisch <OR> Malaysische Sprache <OR> Malaiisch <OR> anglophon
Maschhad,Persisch <OR> Persisch <OR> Persisch
Pelkosenniemi,Finnisch
Friesland,Niederländisch <OR> Friesisch
Myrskylä,Schwedisch
Bern.,Französisch
Savoyen,Französisch
"Salo, Finnland.",Finnisch
Spätere Jin-Dynastie,Chinesische Sprache
Saarijärvi,Finnisch
Freistaat,Niederländisch
Siilinjärvi,Finnisch
Französisch-Guayaner,Französisch
Sint Maarten,Englisch <OR> Niederländisch <OR> Niederländisch
Moldawien,Rumänisch
Mandschu,Chinesische Sprache <OR> Mandschu <OR> Mongolisch
Soini,Finnisch
Spanisches Texas,Spanisch
Palau,Englisch <OR> Palauan
Les Bois,Französisch
Tsaft,Amazigh
Sysmä,Finnisch
Trentino-Südtirol,Italienische Sprache <OR> Italienische Sprache
Brüssel-Hauptstadt-Region,Niederländisch <OR> Französisch <OR> französischsprachig
Pakistanisch besetztes Kaschmir,Urdu
RSK,Serbisch <OR> Serbische Sprache
Nordkorea,Koreanische Sprache <OR> Hangul <OR> Nordkoreanisch <OR> 한국어
Akkadisch,Assyrisch
Urjala,Finnisch
Armeno,Armenisch
Sorsele Gemeinde,Schwedisch <OR> Sami
Äquatorialguinea,Spanisch <OR> Französisch <OR> Portugiesisch <OR> Spanisch <OR> Portugiesisch <OR> französischsprachig
Uruguay,Spanisch
"Aappilattoq, Kujalleq.",Grönländische Sprache
Camorino,Italienische Sprache
Südtirol,Italienische Sprache <OR> Italienische Sprache <OR> Deutsch <OR> Deutschsprachig
"Lavia, Finnland.",Finnisch
La Rioja (Spanien),Spanisch
Storuman Gemeinde,Schwedisch
Kachin,Kachin-Staat
Neufundland und Labrador,Englisch
Komoren,Komorisch <OR> Französisch <OR> Shikomori
Guinea,Französisch <OR> Portugiesisch <OR> Französisch <OR> französischsprachig <OR> französischsprachig
Găgăuzia,Russisch
Utajärvi,Finnisch
Aserbaidschanisch,Aserbaidschanisch <OR> Russisch <OR> Aserbaidschanisch
Savukoski,Finnisch
Barbadier,Englisch
Chanten–Mansen Autonomer Kreis,Russisch <OR> Mansi
Mexikanisches Texas,Spanisch
Französisch-Guayana,Französisch
Nafarroa,Spanisch <OR> Baskisch <OR> Baskisch
Pitcairninseln,Englisch <OR> Englisch <OR> Pitkern
Parainen,Finnisch
Olympische Bewegung,Englisch <OR> Französisch
Ellan Vannin,Manx-Gälisch <OR> Manx-Sprache <OR> Manx
