source,target
Bénin,Porto Novo
Easter Island,Hanga Roa
Nazi German,Berlin
Thüringia,Erfurt
Cherry County,"Valentine<OR>Valentine, Nebraska"
Yekaterinoslav,Dnipropetrovsk
Verkhnodniprovsk Raion,Verkhnodniprovsk
Greater Accra,Accra
Vigo Metropolitan Area,Vigo
North Banat District,Kikinda
Woodford County,"Versailles, Kentucky<OR>Versailles"
Argolis And Corinthia Prefecture,Nafplio
Wexford County,"Cadillac, Michigan<OR>Cadillac, MI<OR>Cadillac"
Brussels Capital Region,Brussels
Singhasari Kingdom,Malang
Southern Kurdistan,Hewlêr
Melbourne,central business district<OR>Melbourne CBD<OR>CBD<OR>Melbourne central business district<OR>Melbourne city centre<OR>Melbourne City Centre<OR>Central Business District
Huaraz Province,Huaraz
Mwanza Region,Mwanza
"Bay County, Michigan","Bay City<OR>Bay City, MI"
Pest,Budapest
Neu-Ulm District,Neu-Ulm
United Arab Emirates,"Abu Dhabi<OR>Abu Dhabi City<OR>Abu Dhabi, United Arab Emirates"
Rukungiri District,Rukungiri
Austro-Hungary,Budapest
Glazovsky District,Glazov
West New Britain Province,Kimbe
"Orleans County, New York","Albion<OR>Albion, New York"
Ontario,"Toronto, ON<OR>toronto<OR>Toronto"
Jerilderie Shire,Jerilderie
Vanderburgh,"Evansville, Indiana<OR>Evansville"
"Pueblo Nuevo Municipality, Durango",El Salto
Nueva Vizcaya,Bayombong
Markaryd Municipality,Markaryd
Davao Oriental,"Mati, Davao Oriental<OR>Mati<OR>Mati City"
Arrondissement Of Agen,Agen
Ugu District,Port Shepstone
Loreto,Iquitos
Lagos,Ikeja
Cameroon,Douala
Sind Province (1936–55),Karachi
Wasatch County,Heber City
Fort-De-France 9Th Canton,Fort-de-France
Lydian,Sardis<OR>Sardeis<OR>Sardes
Emirate,"Abu Dhabi<OR>Abu Dhabi, United Arab Emirates"
Hotak,Kandahar
Bennington County,"Manchester, Vermont<OR>Manchester"
Taitung County,Taitung City
Western Provincial Council,Colombo
Nalgonda District,Nalgonda
Uppsala County,Upsala<OR>Uppsala
Ontarian,Toronto
Logone Occidental,Moundou
Stockholm Suburbs,Stockholm
Trzebnica County,Trzebnica
Mozambican,Maputo<OR>Lourenço Marques
Kandalakshsky District,Kandalaksha
French Cerdagne,Mont-Louis
"Alameda County, California","Oakland, CA<OR>Oakland"
Storozhynets Raion,Storozhynets
Tiznit Province,Tiznit
"Sutter County, California",Yuba City
Jiangxi,Nanchang
Bundesrepublik Deutschland,Berlin<OR>East Berlin
San Juan Counties,"Silverton<OR>Silverton, Colorado"
Yalutorovsky District,Yalutorovsk
"Lake County, Illinois",Waukegan
Seljuk,Iconium<OR>Konya
Mercer County,Trenton City
Gmina Krzeszowice,Krzeszowice
Badulla District,Badulla
Lincoln Parish,"Ruston, LA<OR>Ruston, Louisiana<OR>Ruston"
Campania,"Neapolis<OR>Napoli<OR>Neapolitan<OR>Naples, Italy<OR>Naples"
Al Jazirah (State),Wad Madani
Allerdale Borough Council,Workington
Canton Of Bouillante,Bouillante
Kavarna Municipality,Kavarna
Canton Of Canet-En-Roussillon,Canet-en-Roussillon
Dolj County,Craiova
Tumbes,Tumbez
Paphos District,Paphos<OR>Pafos
Nyandarua District,Ol Kalou
Seine Saint-Denis,Bobigny
"Chippewa County, Wisconsin","Chippewa Falls<OR>Chippewa Falls, Wisconsin"
Gmina Przeworno,Przeworno
Jihlava District,Iglau
"Wood County, Wisconsin","Wisconsin Rapids<OR>Wisconsin Rapids, Wisconsin"
"Blue Earth County, Minnesota","Mankato, Minnesota<OR>Mankato"
Manawatu-Whanganui,Palmerston North
Goygol,Helenendorf<OR>Khanlar
Papua (Province),Jayapura
Lee County,"Fort Myers<OR>Fort Myers, Florida<OR>Fort Myers, FL"
Emirate Of Sicily,Palermo
Kirovo-Chepetsky District,Kirovo-Chepetsk
South Kerry,Tralee
Kasansay District,Kosonsoy
"Westland (Municipality), Netherlands",Naaldwijk
Jeollabuk-Do,Jeonju
"Johnson County, Wyoming","Buffalo<OR>Buffalo, Wyoming"
PNG,"Port Moresby<OR>Port Moresby, Papua New Guinea"
"Prairie County, Arkansas",Des Arc
Kwazulu-Natal Province,Pietermaritzburg
"Lowndes County, Alabama",Hayneville
Ashtian County,Ashtian
Kawardha District,Kawardha
Mudug,Galkayo<OR>Galkacyo<OR>Gaalkacyo
Refugio County,Refugio
Antelope County,"Neligh<OR>Neligh, Nebraska"
Dr Js Moroka Local Municipality,Siyabuswa
Kazerun County,Kazerun
Arrondissement Of Troyes,Troyes
Rutherford County,"Murfreesboro<OR>Murfreesboro, Tennessee"
Mataram,Kota Gede<OR>Kewu Plain
Mississippi,"Jackson, Mississippi<OR>Jackson"
Putyvl Raion,Putyvl
Brewster County,"Alpine, Texas<OR>Alpine"
Gurgaon District,Gurgaon
East Sepik Province,Wewak
Khorramshahr County,Khorramshahr<OR>khoramshahr<OR>Mohammerah
Nampula Province,Nampula
Arlit Department,Arlit
Alderney,"St Anne<OR>St Anne, Alderney"
East Singhbhum,Jamshedpur
Kostopil Raion,Kostopil
Metropolitan Borough Of Solihull,Solihull
South Afghanistan,Kabul
Champassack,Pakse
"Platte County, Nebraska","Columbus, NE<OR>Columbus"
Malagasy Politician,Antananarivo
Andrew County,"Savannah, Missouri<OR>Savannah"
"Sauk County, Wisconsin","Baraboo<OR>Baraboo, Wisconsin"
Kaunas District Municipality,Kaunas city municipality<OR>Kaunas
Malaŵi,Lilongwe
Central African Republic,Bangui
Muscat Governorate,Seeb
Walworth County,"Elkhorn<OR>Elkhorn, Wisconsin"
South Sandwich Islands,King Edward Point
Euboea,Chalkida<OR>Chalkis<OR>Chalcis<OR>Chalcidians<OR>Halkida
Sinhala,Colombo
Brody Raion,Brody
Saint Catherine,Spanish Town
"Valencia County, New Mexico",Los Lunas
Poshekhonsky District,Poshekhonye
Arrondissement Of Grasse,Grasse
Ulcinj Municipality,Ulcinj<OR>Ulcinj Municipality
Hagfors Municipality,Hagfors
Albay,Legaspi City<OR>Legazpi City
Northern District (Israel),Nazareth
Canton Of Chauny,Chauny
Kayunga District,Kayunga
"Cleburne County, Arkansas","Heber Springs<OR>Heber Springs, Arkansas"
"Hancock County, Ohio","Findlay, OH<OR>Findlay"
Greenwich Borough,Woolwich
Luna County,"Deming, NM<OR>Deming<OR>Deming, New Mexico"
Amur Region,Blagoveshchensk
Le Haut-Saint-François Regional County Municipality,Cookshire-Eaton
Sicilians,Palermo
Gifhorn (District),Gifhorn
Baghdad Governorate,Baghdad
Yukon,"Whitehorse, Yukon<OR>Whitehorse"
Telangana,"Hyderabad, Telangana<OR>Hyderabad City<OR>Hyderabad<OR>Hyderabad, India"
Siskiyou County,Yreka
Kalix Municipality,Kalix
"Wapello County, Iowa",Ottumwa
Uzgen District,Uzgen
Dundgovi Province,Saintsagaan<OR>Mandalgovi
Saint Joseph County,"Centreville<OR>Centreville, Michigan"
Province Of Avellino,Avellino
Quay County,Tucumcari
Odessa Region,Odessa
Goa,Panjim<OR>Panaji<OR>Pangim
Fraser Coast Region,"Hervey Bay<OR>Hervey Bay, Queensland"
Chudniv Raion,Chudniv
Qom Province,Qom
"Lake County, California",Lakeport
Gmina Bobowa,Bobowa
Jones County,"Anamosa, Iowa<OR>Anamosa"
Saint Lucia,Castries
Santo Domingo Canton (Ecuador),Santo Domingo de los Colorados
"Carver County, Minnesota",Chaska
Aiga-I-Le-Tai,Mulifanua
Cheshire West And Chester,Chester
"Edwards County, Illinois","Albion<OR>Albion, Illinois"
"Brooke County, West Virginia",Wellsburg
Yakima County,"Yakima<OR>Yakima, WA"
Leszno County,Leszno
Rousse,Rusçuk<OR>Rustchuk
"Garfield County, Oklahoma","Enid, OK<OR>Enid, Oklahoma<OR>Enid"
Nana-Mambéré,Bouar
Gothenburg Municipality,Gothenburg urban area<OR>Göteborg<OR>Gothenburg
Maurya,Pataliputra
Forfarshire,Forfar
Braxton County,"Sutton, West Virginia<OR>Sutton"
Wu (State),Gusu
Gmina Wojnicz,Wojnicz
Weimar Republic,"Berlin<OR>Berlin, Germany"
Porbandar District,Porbandar
Kasaï-Occidental,Luluabourg<OR>Kananga
Grand Traverse County,"Traverse City, MI<OR>Traverse City"
Ceylon,Kotte<OR>Colombo
Matzikama,Vredendal
French Equatorial Africa,Brazzaville
Laddakh,LEH
Canton Of Commentry,Commentry
Prachatice District,Prachatice
Hasbaya District,Hasbaya
"Adams County, Illinois","Quincy<OR>Quincy, Illinois"
Canton Of Pont-Audemer,Pont-Audemer
Eastern Chalukyas,Vengi
Konotop Raion,Konotop
Izmail Oblast,Izmail
Shaddadid,Dvin
Chagang Province,Kanggye
Altay,Barnaul<OR>Gorno-Altaysk
Franklin Parish,Winnsboro
Cerro Gordo County,Mason City
French Second Empire,Paris
Perpignan 8Th Canton,Perpignan
Dukhovshchinsky District,Dukhovshchina
"Nemaha County, Kansas","Seneca<OR>Seneca, Kansas"
Roman Catholic Diocese Of Satu Mare,Satu Mare
Morong,Antipolo City<OR>Antipolo
Aleppo,Aleppo city<OR>Halab
Westmeath,Mullingar
Sol Plaatje Local Municipality,"Kimberley<OR>Kimberley, South Africa"
Canton Of Aire-Sur-La-Lys,Aire-sur-la-Lys
Indian River County,"Vero Beach<OR>Vero Beach, Florida"
Canton Of Troyes-6,Troyes
Rashtrakuta Empire,Manyakheta
Zainsky District,Zainsk
Serbia & Montenegro,Belgrade
Omaheke Region,Gobabis
Cagayan Province,Tuguegarao City
Inner Mongolia Autonomous Region,Huhhot<OR>Hohhot
Turkmenistan,Askhabad<OR>Asgabat<OR>Ashgabat<OR>Ishqábád<OR>Ashkhabad<OR>Ashgabad
Tver Oblast,Tver<OR>Kalinin
Edinburgh City Council,Edinburgh
Donetsk–Krivoy Rog Soviet Republic,Kharkiv<OR>Kharkov<OR>Luhansk
Momchilgrad Municipality,Momchilgrad
"Cerro Gordo County, Iowa",Mason City
Brazoria County,"Angleton, Texas<OR>Angleton"
Pagaruyung,Sumatra
Azerbaijan Soviet Socialist Republic,Baku
Shandong Province,Jinan<OR>Ji'nan
Florida Province,Samaipata
Freeborn County,"Albert Lea, MN<OR>Albert Lea"
Isparta Province,Isparta
"Lincoln County, Oregon","Newport, OR<OR>Newport"
"Genesee County, Michigan","Flint, MI<OR>Flint"
Katavi Region,Mpanda
Hernando County,"Brooksville<OR>Brooksville, Florida"
West Pomeranian Voivodeship,Stettin<OR>Stettin (Szczecin)<OR>Szczecin
Ardino Municipality,Ardino
"Huerfano County, Colorado","Walsenburg<OR>Walsenburg, Colorado"
Regione Toscana,Firenze
Gmina Mirsk,Mirsk
"San Diego County, California",San Diego
Oudomxai Province,Muang Xay
"Tolland County, Connecticut",Tolland
Dobropillia Raion,Dobropillia
Braga District,Braga
"White County, Illinois",Carmi
Germany,"Berlin<OR>Berlin, Germany"
Landkreis Bautzen,Bautzen
Flemish Brabant,Leuven<OR>Louvain
Adjumani District,Adjumani
Anglo-Egyptian Sudan,Khartoum
"Talbot County, Maryland","Easton, Maryland<OR>Easton"
Ghafurov District,Ghafurov
Saxonia,Dresden
Qaasuitsup,Jakobshavn<OR>Ilulissat
Trabzon Province,Trabzon
Cortés Department,San Pedro Sula
Old Assyrian,Aššur<OR>Ashur
Kelheim (District),Kelheim
Picardie,Saint-Acheul<OR>Amiens
Yalta Municipality,Yalta
Yogyakarta Sultanate,Ngayogyakarta<OR>Yogyakarta
County Armagh,Armagh City<OR>Armagh
Dutch,Den Haag<OR>The Hague<OR>Amsterdam
Lviv Oblast,Lemberg<OR>Lviv
Solidaridad Municipality,Playa del Carmen
Koprivnica-Križevci County,Koprivnica
Roman Catholic Diocese Of Szeged–Csanád,Szeged
"Buchanan County, Iowa","Independence<OR>Independence, Iowa"
Val D'Aran,Vielha
Balasore District,Baleshwar<OR>Balasore
Brod-Posavina County,Slavonski Brod
Serdobsky District,Serdobsk
Krokom Municipality,Krokom
Upper Salm,Badonviller
Lutsk Raion,Lutsk
Maharastrian,Mumbai
Syrmia District,Sremska Mitrovica
Bikaner District,Gangashahar<OR>Bikaner
Kwazulu,Nongoma
Enz,Pforzheim
Kashirsky District,Kashira
Kalimantan Timur,Samarinda
Egypt,al-Qahira<OR>Cairo<OR>Abbaseya<OR>El Zaher<OR>Abdeen
"Quay County, New Mexico",Tucumcari
Almaty Region,Taldy-Kurgan<OR>Taldykorgan
Orenburg Oblast,Orenburg
"Shawano County, Wisconsin","Shawano, Wisconsin<OR>Shawano"
Guptas,Pataliputra
Landkreis Berchtesgadener Land,Bad Reichenhall
Vhembe,Thohoyandou
Delhi,New Delhi
Newcastle,"Newcastle, New South Wales, Australia<OR>Newcastle, Australia<OR>Newcastle, New South Wales<OR>Newcastle<OR>Broadmeadow Racecourse"
"Floyd County, Texas",Floydada
Province Of Campobasso,Campobasso
Obock Region,Obock
Loreto Province,Nauta
Polynésie Française,Papeete
Jász-Nagykun-Szolnok County,Szolnok
"Colbert County, Alabama",Tuscumbia
Patagones Partido,Carmen de Patagones
"Wright County, Missouri","Hartville, Missouri<OR>Hartville"
Mono Department,Lokossa
Kasai,Kananga
Batroun District,Batroun
Mercosur,Montevideo
"Windsor County, Vermont",South Woodstock
Indonesian Government,Jakarta
"Walthall County, Mississippi",Tylertown
Pangasinan,"Lingayen<OR>Lingayen, Pangasinan"
Qazvin Province,Qazvin
Greater Sylhet,Sylhet
Kachin State,Myitkyina
Danes,Copenhagen
Yunlin,Douliu
Omsk Oblast,Omsk
Apayao,Kabugao
Abdasa Taluka,Naliya
Estado De Mexico,Toluca
Maitraka Dynasty,Vallabhi
"Santa Cruz County, California","Santa Cruz, California<OR>Santa Cruz"
Kizilsu Kirghiz Autonomous Prefecture,Artux
Scotland,New Town<OR>Dùn Èideann<OR>Auld Reekie<OR>Edinburgh City Council<OR>Edinburgh<OR>Din Eidyn
Province Of Las Palmas,Las Palmas
Rimouski-Neigette,Rimouski
"Ottawa County, Oklahoma","Miami, Oklahoma<OR>Miami<OR>Miami, OK"
Canton Of Roye,Roye
Republic Of Formosa,Tainan
Mogale City Local Municipality,Krugersdorp
Duhok Governorate,Duhok
Indochine,Hanoï<OR>Hanoi
Singhasari,Malang
Vilnius,Wilno<OR>Vilna
Far North Region,Maroua
Kingdom Of Jerusalem,Jerusalem
Schoolcraft County,Manistique
Derbentsky District,Derbent
Eastern Roman Empire (Byzantine Empire),Constantinople
Mecklenburg,Schwerin
Lolland Municipality,Maribo
"Gordon County, Georgia","Calhoun<OR>Calhoun, Georgia"
Tlokwe Local Municipality,Potchefstroom
Burt County,"Tekamah<OR>Tekamah, Nebraska"
Denizli Province,Denizli
Ghaznavids,Ghazna<OR>Ghazni
"Newton County, Indiana",Kentland
Burkina Faso,Gounghin<OR>Ouagadougou<OR>Ougadougou
"York County, Nebraska","York, Nebraska<OR>York"
"Northampton County, Virginia","Eastville<OR>Eastville, Virginia"
Sylhet Division,Sylhet<OR>Sylhet City Corporation
Tripuri,Agartala
West Midlands Metropolitan County,Birmingham
Arrondissement Of Tarbes,Tarbes
Gedling,"Arnold, Nottinghamshire<OR>Arnold"
Beirut Governorate,Beyrouth<OR>Beirut
Barrow Borough Council,Barrow
Isabela,"Ilagan, Isabela<OR>Ilagan City<OR>Ilagan"
"Beaver County, Alberta",Ryley
Kingdom Of The Lombards,Pavia
Alto Paraná Department,Ciudad del Este
Permsky District,Perm
Kadamba,Banavasi
"Delaware County, Ohio","Delaware<OR>Delaware, Ohio"
Korsun-Shevchenkivskyi Raion,Korsun-Shevchenkivskyi
Ystad Municipality,Ystad
Nana-Grébizi,Kaga Bandoro
U.S.S.R.,Moscow
Zaraysky District,Zaraysk
Cherkasy Oblast,Cherkasy
Kingdom Of Scotland,Edinburgh
"Montmorency County, Michigan","Atlanta, Michigan<OR>Atlanta"
Ebersberg (District),Ebersberg
Canton Of Faulquemont,Faulquemont
Safavid Empire,Tabriz
"Washington County, Kentucky","Springfield, Kentucky<OR>Springfield"
Latina,"Latina<OR>Littoria<OR>Latina, Lazio"
"Winnebago County, Wisconsin","Oshkosh, Wisconsin<OR>Oshkosh"
Novosibirsk Oblast,Novosibirsk
Weimar-Era,Berlin
North Jutland Region,Aalborg
Western Ganga,Kolar
Wilkes County,"Wilkesboro<OR>Wilkesboro, North Carolina"
Kegalle District,Kegalle
Lombard,Milan<OR>Pavia
Moradabad District,Moradabad
Slantsevsky District,Slantsy
Isfara District,Isfara
French Tunisia,Tunis
Torsby Municipality,Torsby
Qashqadaryo Province,Qarshi
Amador County,"Jackson, California<OR>Jackson"
"Jasper County, Iowa","Newton, IA<OR>Newton"
"Stonewall County, Texas",Aspermont
Shire Of Moira,Cobram
"Mcdonough County, Illinois","Macomb, Illinois<OR>Macomb"
Nizhny Novgorod Oblast,Gorky<OR>Nizhny Novgorod
TS,Hyderabad
Hibiscus Coast Local Municipality,Port Shepstone
Dalmatia,Zadar
Tartar Rayon,Tərtər<OR>Mir Bashir
"Cheatham County, Tennessee",Ashland City
Orikhiv Raion,Orikhiv
Arrondissement Of Metz-Campagne,Metz
"Bell County, Kentucky","Pineville<OR>Pineville, Kentucky"
Ancient Judah,Jerusalem
Cook Counties,Chicago
North Sumatera,Medan
Azerbaijan People'S Government,Tabriz
Abbasid Dynasty,Baghdad<OR>Samarra
Central African,Bangui
Griqualand East,Kokstad
"Tangipahoa Parish, Louisiana","Amite, Louisiana<OR>Amite<OR>Amite City<OR>Amite City, Louisiana"
"Hockley County, Texas",Levelland
Gmina Korzenna,Korzenna
Leeton Shire,"Leeton<OR>Leeton, New South Wales"
Tiruvannamalai District,Tiruvannamalai<OR>Thiruvannaamalai
Chilton County,"Clanton<OR>Clanton, Alabama"
Yambol Province,Yambol
Đại Việt,Hanoi<OR>Thăng Long
Fredericia Municipality,Fredericia
"Collier County, Florida",East Naples
"Fulton County, Ohio",Wauseon
Vallée D'Aoste,Aosta
Bryansk Oblast,Bryansk<OR>Bezhitsa
Bundaberg Region,Bundaberg
"Copperas Cove, Texas",Coryell County
Jepara Regency,Jepara
Agnéby,Agboville
Si Sa Ket,Srisaket
Stirling (Council Area),Stirling
North Kosovo,Kosovska Mitrovica
Anne Arundel County,"Annapolis<OR>Annapolis, Maryland"
Likouala Region,Impfondo
Brunswick-Grubenhagen,Einbeck
Webb County,"Laredo<OR>Laredo, Texas"
"Hall County, Nebraska","Grand Island<OR>Grand Island, Nebraska<OR>Grand Island, NE"
Gmina Nowy Targ,Nowy Targ
Ransom County,"Lisbon<OR>Lisbon, North Dakota"
Odanad,Mavelikkara
Borden County,"Gail<OR>Gail, Texas"
"Anne Arundel County, Maryland","Annapolis<OR>Annapolis, Maryland"
Nefteyugansky District,Nefteyugansk
Charente-Inférieure,La Rochelle
Arrondissement Of Nevers,Nevers
"Taylor County, Texas","Abilene, TX<OR>Abilene"
Bosnia,Sarajevo<OR>Serajevo
Fatimid,Cairo<OR>al-Qahira<OR>Mahdia
Koryak Okrug,Palana
Île-De-France,Paris
Arrondissement Of Lons-Le-Saunier,Lons-le-Saunier
Gabon,Libreville
Lower Subansiri District,ziro<OR>Ziro
"Floyd County, Kentucky","Prestonsburg<OR>Prestonsburg, Kentucky"
Ladakhi,Leh
Canton Of Samer,Samer
Yancey County,"Burnsville<OR>Burnsville, North Carolina"
Polk County,"Bartow<OR>Bartow, Florida"
Tungurahua Province,San Juan de Ambato
Sisonke,Ixopo
Volga Bulgaria,Bulgar<OR>Bolghar<OR>Bolgar<OR>Bolğar
Cypriot,Nicosia<OR>Lefkoşa
Turinsky District,Turinsk
Ottoman Sultans,Constantinople<OR>Istanbul
Dutch Colonial Era,Jakarta
Chuvash Autonomous Soviet Socialist Republic,Cheboksary
Ming Dynasty,Nanjing
Sicilia,Palermo
Attalid Dynasty,Pergamum
Jim Wells County,"Alice, Texas<OR>Alice"
Batinah,Sohar
Cape Verde,Praia<OR>Porto Praya
Akola District,Akola<OR>Akola city
Tryavna Municipality,Tryavna
"Coffee County, Alabama","Elba<OR>Elba, Alabama"
Vigo County,Terre Haute
Hellenistic Period,Seleucia
Aboriginal Shire Of Doomadgee,Doomadgee
Sofia,Sofia City province<OR>Sofia City Province
Vienne,Poitiers
Selangor,Batu Tiga<OR>Shah Alam
Georgia (Country),Tbilisi
Bicol,Legazpi City
Rubirizi District,Rubirizi
Bosnia-Hercegovina,Sarajevo
Allied,Berlin
Nam Việt,Panyu
Trigg County,"Cadiz, Kentucky<OR>Cadiz"
Lahn-Dill,Wetzlar
"Scotland County, North Carolina","Laurinburg<OR>Laurinburg, North Carolina<OR>Laurinburg, NC"
Morbihan,Pays de Vannes<OR>Gwened<OR>Vannes
"General Alvear Department, Mendoza",general Alvear<OR>General Alvear
"Cole County, Missouri",Jefferson City
"Avellaneda Department, Río Negro",Choele Choel
Kharkiv Oblast,Kharkiv<OR>Kharkov
Gorodetsky District,Gorodets
Brezno District,Brezno
Viimsi Parish,Viimsi
Kasai-Occidental Province,Luluabourg<OR>Kananga
"Bottineau County, North Dakota","Bottineau<OR>Bottineau, North Dakota"
Gannawarra,Kerang
Nizhegorodskaya,Nizhegorodsky
Pinneberg (District),Pinneberg
Providensky District,Provideniya
Neutral Municipality,Rio de Janeiro
Bentonsport,"Keosauqua, Iowa<OR>Keosauqua"
North Pyongan,Sinuiju
Shropshire Plain,Shrewsbury
Dahomey,Abomey
Kongo,São Salvador
Lotoshinsky District,Lotoshino
Seychelles,"Port Victoria<OR>Victoria, Seychelles<OR>Victoria"
Dublin,Baile Átha Cliath<OR>Dublin City
Radomyshl Raion,Radomyshl
U.K.,"London<OR>London, England"
