source,target
اوڈیسا,یوکرینی <OR> روسی
کیمی,فننش
باہر کا منگولیا,منگول <OR> منگولیائی
عالمی تجارتی تنظیم,فرانسیسی
یونیورسل اسپرانتو ایسوسی ایشن,ایسپرانتو
الاجیروی,فن لینڈ
سیرا لیون,انگریزی زبان <OR> انگریزی
ریوکیو,ادبی چینی
سویڈن–ناروے,سویڈش <OR> ناروے
اسٹاک ہوم,سویڈش
کیریلیٹس,مالایالم
سکھا جمہوریہ,روسی
برکینیابی,فرانسیسی
انکا,کیچوا
چیکوسلواکی,چیک زبان <OR> چیک <OR> چیک زبان <OR> سلوواک
بلغاریہ کی آرتھوڈوکس چرچ,بلغاری زبان <OR> بلغاریائی
شمال,ڈچ
خصوصی بلدیات,ڈچ
لاپپاجاروی,فننش
ہیلویوٹو,فن لینڈ
تاتارستان,ولگا تاتار <OR> تاتاری زبان <OR> تاتار <OR> روسی <OR> تاتاری زبان
چین,گوانگ یو <OR> منچو <OR> کینٹونیز <OR> تبت کی زبان <OR> خالکا منگولین <OR> پوتونگہوا <OR> معیاری تبتی <OR> چینی زبان <OR> مینڈارن چینی <OR> منگولیائی زبان <OR> منگولین <OR> خالکا-منگولیائی <OR> سادہ چینی <OR> چینی <OR> مینڈارن <OR> روایتی چینی <OR> منچو زبان <OR> منگول <OR> چینی زبان <OR> معیاری مینڈارن <OR> جدید معیاری چینی <OR> منگولیائی زبان <OR> معیاری چینی <OR> تبت کی زبان
فن لینڈ کی آرتھوڈوکس چرچ,فن لینڈ
شمالی اٹلانٹک معاہدہ تنظیم (نیٹو),انگریزی <OR> فرانسیسی
باشقورت,باشقورتستان
اکروٹیری,انگریزی
کاروج,فرانسیسی
جانکالا,فننش
روسی جمہوریہ,روسی
ولز کی ریاست,ویلش
ٹامر فورس,فننش
سلووینیا,سلووینی زبان <OR> سلووینیائی زبان <OR> سلووینیائی زبان <OR> سلووینیائی <OR> سلووینیائی زبان <OR> سلووینیائی
ٹیوا,فننش
کوملنگے,سویڈش
فاکلینڈ جزائر,انگریزی
ل'آئل,فرانسیسی
RSFSR,روسی
چنگ سلطنت,چینی
فرانسیسی جنوبی اور انٹارکٹک علاقے,فرانسیسی
پی ایم آر,مالدووان <OR> روسی <OR> مالدووا
سی اے,انگریزی
تاف,فرانسیسی
ویزاك، ڈورڈوگن۔,فرانسیسی
فلیمنگ کمیونٹی,ڈچ
لامون,اطالوی
کانگو جمہوریہ,فرانسیسی
پولانکا,فننش
کیوبیکوئز,فرانسیسی
یونان,جدید یونانی
اوسی کاوپنگی,فننش
اپسالا,سویڈش
جوؤسکیلا,فن لینڈ
فلپائن کے جزائر,فلپینی <OR> انگریزی <OR> فلپینی
ہسپانوی نوآبادیاتی سلطنت,ہسپانوی
بجن,انگریزی
یورپ,NL <OR> آئرش زبان <OR> فننش <OR> فرانسیسی <OR> لیٹوین زبان <OR> فرینکوفون <OR> جرمن زبان <OR> یونانی زبان <OR> چیک <OR> انگریزی <OR> سویڈش <OR> فرانسیسی زبان <OR> ڈچ زبان <OR> اطالوی زبان <OR> انگریزی زبان <OR> پرتگالی <OR> FR <OR> فرانسیسی زبان <OR> یونانی <OR> ڈینش <OR> سلوواک <OR> ایسٹونین <OR> لتھوانیائی زبان <OR> رومانیائی <OR> ہسپانوی <OR> انگریزی <OR> کروئیشین <OR> مالتیسی <OR> سلووینیائی <OR> ہسپانوی زبان <OR> جرمن زبان <OR> لاتھویائی <OR> انگلوفون <OR> لتھوانیائی <OR> انگلوفون <OR> بلغاریائی <OR> ہنگریائی <OR> ڈچ <OR> پولش <OR> DE <OR> پولش زبان <OR> اطالوی <OR> برطانوی انگریزی <OR> آئرش
بوسنیا اور ہرزیگووینا کی فیڈریشن,کروئیشین <OR> صربی
سیپو,سویڈش <OR> فننش زبان <OR> فننش
الاسکا,انگریزی
ہونڈوراس,ہسپانوی <OR> ہسپانوی <OR> ہسپانوی زبان
کیپ ورڈی جزائر,پرتگالی
ہوئیہوٹننگو,اویکتک <OR> اکاتک <OR> اگواکاٹیکو <OR> میڈم <OR> چُھج
راوما، فن لینڈ۔,فننش
ویریئر,فرانسیسی
لائٹو,فننش
آئی آئی، فن لینڈ۔,فن لینڈ
ماسکو ریاضیاتی سوسائٹی,روسی
سفید روس,بیلاروسی
والونیا,فرانسیسی زبان <OR> فرانسیسی <OR> فرانسیسی زبان <OR> فرینکوفون <OR> فرینکوفون
کینیڈا,فرانسیسی زبان <OR> انگلیشائزڈ <OR> براہ کرم متن فراہم کریں جس کا ترجمہ کرنا ہے۔ <OR> انگلیشائزڈ <OR> فرانسیسی زبان <OR> انگلو <OR> انگریزی زبان <OR> انگریزی <OR> فرانسیسی <OR> جدید انگریزی <OR> فرانسیسی زبان <OR> فرینکوفونی <OR> فرینکوفون <OR> فرانسیسی زبان <OR> انگلوفون <OR> فرانسیسی زبان <OR> انگلوفون <OR> فرینکوفون
کُھمو,فننش
ہونڈورینز,ہسپانوی
موزمبیق,پرتگالی
کھمر,خمری زبان
سربو-مونٹی نیگرو,سربیائی
روس ایس ایس آر,روسی
اورکیش,سیاہ زبان
ریننس,فرانسیسی زبان <OR> فرینکوفون
شمالی سوماترا,بہاسا انڈونیشیا <OR> انڈونیشیائی <OR> میننگکاباؤ زبان <OR> انڈونیشیا
ہنگو,سویڈش <OR> فننش
سکیلا,فن لینڈ
نومیلہ,فننش
ہیٹی,ہیٹی کریول <OR> فرانسیسی
متحدہ صوبے,اردو <OR> ہندی
سلووینی زبان,سلووینیائی <OR> سلووینیا
جارجیائی آرتھوڈوکس عیسائی,جارجیائی
لیہنڈاکاری,ہسپانوی <OR> باسک
کاتالان,ہسپانوی <OR> کاتالان <OR> کاتالان زبان
اسٹیوروپول کرائی,روسی
ویچی دور,فرانسیسی
گواتیمالا,کاسٹیلیائی <OR> ہسپانوی <OR> ہسپانوی زبان <OR> ہسپانوی زبان
کویبک سٹی، کویبک,فرانسیسی زبان <OR> فرانسیسی زبان <OR> فرانسیسی <OR> فرینکوفون
فرانسیسی مورخ,فرانسیسی
تووا جمہوریہ,تووان <OR> روسی
موردویا,روسی زبان <OR> ایرزیا <OR> موکشا زبان <OR> ایرزیا زبان <OR> روسی <OR> ایرزیا زبان <OR> مکsha
اولونسالو,فننش
ایلکینٹے,ہسپانوی <OR> والینسیائی
جورا برنوئس انتظامی ضلع,فرانسیسی
کیٹل,فننش
برٹش کولمبیا,انگریزی زبان <OR> انگریزی
اميجاﺋو,امازigh
ترکی,عثمانی ترکی <OR> ترکی <OR> ترکی زبان <OR> جدید ترکی <OR> عثمانی <OR> ترکی زبان <OR> ترکی زبان
سبز کیپ,پرتگالی
فرانس,فرانسیسی
پیہاجوکی,فننش
برونائی دارالسلام,ملائی
نورمانڈی,نورمن زبان <OR> نورمن <OR> لاطینی شکل میں <OR> لاطینی
متحدہ ریاستیں,قدیم انگریزی <OR> انگلیشائزڈ <OR> ای این <OR> انگلیشائزڈ <OR> انگلیشائزڈ <OR> انگریزی زبان <OR> انگریزی <OR> انگلوفون <OR> جدید انگریزی <OR> انگلوفون <OR> انگلوفون
فرانسیسی-آرمینیائی,فرانسیسی زبان <OR> فرانسیسی
ٹرانسنیسٹریا کی جمہوریہ,روسی <OR> مالدووا
نیلسیä,فن لینڈ
سیکلٹوا,فننش
کرکولا,فننش
اتر پردیش,معیاری ہندی <OR> اردو <OR> ہندی <OR> اردو زبان <OR> ہندی زبان
نیفٹا,ہسپانوی <OR> فرانسیسی
یوکرینی سوشلسٹ سوویت جمہوریہ,یوکرینی <OR> روسی زبان
کراسنوڈار کرائے,روسی
برنیز یورا,فرانسیسی زبان <OR> فرانسیسی
بولہراڈ ریجن,یوکرینی
ہسپانوی نوآبادیاتی دور,ہسپانوی <OR> ہسپانوی زبان
خانتی–مانسیا,روسی <OR> خانتی <OR> منسی
ایلومانٹسि,فننش
چوکوتکا خود مختار اوکرگ,چکچی <OR> چکچی <OR> روسی
برگس کمیون,سویڈش
گیمبیا,انگریزی
بولشویک,روسی
خراسان,درمیانی فارسی <OR> فارسی <OR> فارسی زبان
وسطی افریقی جمہوریہ,سانگو <OR> فرانسیسی <OR> سانگھو
بنگکولو,انڈونیشیائی <OR> مرکزی ملائی <OR> انڈونیشیا
سوتنگا,سویڈش
مالتی زبان,مالٹا <OR> ای یو
ہندوستان,ہندی
سیکاجوکی,فننش
کمپوجیا,کھمر
ٹینیسی,انگریزی
ڈی پی آر کے,شمالی کوریا
فرانسیسی کینیڈیائی,فرانسیسی
اپلینڈز-برو میونسپلٹی,سویڈش
کراسنویا رسک علاقہ,روسی
کروایا,فن لینڈ
حیدرآباد شہر,اردو
نیدرلینڈز,NL <OR> ڈچ <OR> ڈچ زبان <OR> ڈچ زبان <OR> ڈچ زبان
رائیسیو,فننش
چیکوسلواکیہ,چیک زبان <OR> سلوواک زبان <OR> سلوواک <OR> سلوواک زبان <OR> سلوواکین <OR> چیک
شملہ,ہندی
نامی برادری,والینسیائی
جنوبی افریقہ,وینڈا <OR> سی ٹوانا <OR> سیٹوانا <OR> وینڈا زبان <OR> افریقی زبان <OR> سواتی <OR> ٹسونگا <OR> سسواتی <OR> سیسوتھو زبان <OR> تسوانا <OR> سوتھو <OR> تشویندا <OR> شمالی سوتھو <OR> ایسیخوسا <OR> انگریزی زبان <OR> سی سوتھو <OR> زولو <OR> جنوبی سوٹھو <OR> سوتھو زبان <OR> ایسی زولو <OR> زولو زبان <OR> سوازی <OR> شنگان <OR> سیسوواٹی <OR> انگریزی <OR> سیپیڈی <OR> کسونگا <OR> سیسواتی <OR> انگلوفون <OR> خوسا زبان <OR> شمالی سوٹھو <OR> افریقہ <OR> افریقی زبان <OR> خوسا <OR> سواتی زبان <OR> ٹسونگا زبان <OR> سیسوتھو <OR> شمالی سوٹھو زبان <OR> تسوانا زبان
جزیرہ پاسکوا,ہسپانوی
صحراوی عرب جمہوریہ,ہسپانوی
پڈسجوکی,فننش
کولاری,فن لینڈ
اودمُرت,روسی
انعام,ویتنامی
کیاسو، سوئٹزرلینڈ۔,اطالوی
جمہوریہ پیرو,ہسپانوی <OR> کیچوا
انگولا,پرتگالی زبان <OR> پرتگالی زبان <OR> پرتگالی
SE,سویڈش
اروبا,ڈچ <OR> ڈچ زبان <OR> پاپیامنتو <OR> ڈچ زبان <OR> پاپیامینتو
گورنسی,انگریزی زبان <OR> انگریزی <OR> فرانسیسی
سلووینیائی زبان,سلووینیا
روسی مطالعہ,روسی زبان
برن,جرمن زبان <OR> فرانسیسی <OR> جرمن زبان
گگاؤز,روسی
بیلاروسی ایس ایس آر,روسی
زولو لینڈ,زولو زبان
ساوونلینا,فننش زبان <OR> فننش
اکیڈمک ڈیمکورن لائرن,سویڈش
فاروئی جزائر,فیرؤزی
اناری میونسپلٹی,فن لینڈ
ارجنٹائن کا,ہسپانوی
کتھی,فننش
بیڈانو,اطالوی
آزاد کشمیر,اردو <OR> انگریزی
ہممرلینڈ,سویڈش
ویٹیکن سٹی,اطالوی زبان <OR> اطالوی
سویڈن-ناروے,سویڈش
جامبی,ملائی <OR> انڈونیشیائی <OR> انڈونیشیا
ادیگیا,مغربی چرکسی <OR> روسی <OR> ادغے <OR> چرکسی
بوریاتیا,روسی
سیرا لیونیائی,انگریزی
یورپی کمیونٹی,ہسپانوی <OR> اطالوی
فرانسیسی کمیونٹی,فرانسیسی
کیوٹو پریفیکچر,جاپان
قبرص,ترکی <OR> جدید یونانی زبان
صلیبی سلطنت,لاطینی
کیپ ورڈی,کیپ ورڈیئن کریول <OR> سانتو انٹاؤ کریول <OR> سلام <OR> سانتو انٹاؤ <OR> ساؤ ونسینٹے <OR> کیپ وردین کریول <OR> پرتگالی <OR> سان ونسینت کریول <OR> کریول <OR> پرتگالی زبان
کیویجاروی,فن لینڈ
ایل ڈی فرانس,فرانسیسی
کومی,روسی
الطائی علاقہ,روسی
کامرون,انگریزی <OR> فرانسیسی <OR> انگلوفون <OR> فرینکوفون <OR> انگلوفون <OR> انگلوفون <OR> فرینکوفون
لیستیجاروی,فننش
مولڈووا,مالدووان
وسطی افریقہ,سانگو <OR> فرانسیسی
کینیری جزائر,ہسپانوی
لوئما,فن لینڈ
نہیں۔,ناروے (نائنورک) <OR> نیا نارویجن
الیکانٹے,ہسپانوی <OR> والینسیائی
بلغاریہ کی چرچ,بلغاری زبان <OR> بلغاریائی
ٹورنیا,فننش
کراسنویا رسک,روسی
شمال مشرقی برازیل,پرتگالی
کاسلانو,اطالوی
پولینیشیائی,فرانسیسی
ہسپانوی نوآبادیات,ہسپانوی
میکلی,فننش زبان <OR> فننش
بازنطینی بادشاہوں,لاطینی
کتالونیا,ہسپانوی
آرگاؤ,جرمن زبان
کانگو,فرانسیسی
بغلان صوبہ,دری
ویوی,فرانسیسی
ایس آر وی,ویتنامی
مس یونیورس,انگریزی
امریکی,انگلیشائزڈ <OR> ای این <OR> انگلیشائزڈ <OR> انگریزی زبان <OR> انگریزی <OR> برطانوی انگریزی <OR> انگلوفون <OR> انگلوفون
ہوئہوٹنانگو محکمہ,اویکتیک <OR> اکاتک <OR> چُھج <OR> جاکالتیک
فؤگلو,سویڈش
اوبرلینڈ,جرمن زبان
مہاجر,امازigh
بیلیز,انگریزی <OR> انگلوفون <OR> انگلوفون
اچے خصوصی علاقہ (ننگرو آچے دارالسلام),انڈونیشیائی
مالڈوین,رومانیائی
بلغاریہ,قرون وسطی کا یونانی <OR> قرون وسطی کا یونانی <OR> معیاری بلغاریائی <OR> قدیم چرچ سلاوونک <OR> بلغاری زبان <OR> قدیم بلغاریائی <OR> بلغاریائی سرائلیق <OR> بلغاری زبان <OR> معیاری بلغاریائی <OR> بلغاریائی <OR> بازنطینی یونانی
پرووانس,فرانسیسی زبان <OR> فرانسیسی
جینیوا,فرانسیسی
ہارٹولا (فن لینڈ),فننش
زائریائی,فرانسیسی
رومی سلطنت,لاطینی زبان <OR> یونانی زبان <OR> لاطینی <OR> یونانی <OR> لاطینی زبان
پیمیو,فننش
بولشویک روس,روسی
یوکان علاقہ,انگلیشائزڈ
ورجن آئی لینڈز,انگریزی
نازی,جرمن زبان <OR> جرمن زبان
اسٹالینو,یوکرینی <OR> روسی
رابرٹ بین میڈیسن,ٹالوسان
یوکرینی,یوکرینی
ویچی فرانس,فرانسیسی
ایسٹونیا,ایسٹونین
آسٹریلیا,انگریزی زبان <OR> انگریزی <OR> انگلوفون <OR> انگلو
اورب,فرانسیسی
بھوٹان,دزونگکھا <OR> دزونگکھا <OR> ڈزونگکھا زبان
چھتیس گڑھ,چھتیس گڑھی
ماسکوئی روس,روسی
یوزوکا,روسی زبان
ماری ایل,میڈو ماری <OR> روسی
سلطنتی چین,چینی
لیمینکا,فننش
گیٹا، آ لینڈ۔,سویڈش
ایبے,فرانسیسی
نیوزی لینڈ,انگریزی <OR> نیوزی لینڈ اشاروں کی زبان
مغربی باسک ملک,ہسپانوی
ٹرگاؤٹ,امازigh
عثمانی سلطنت,عثمانی ترکی
سربیائی,سربیائی سیرلک
کیروونا,سویڈش <OR> فننش
گائنیز,انگریزی زبان <OR> انگریزی
مہاراشٹر,ماراٹھی <OR> مارتھی زبان
ضلع مرکزی,ہسپانوی
سوویت آذربائیجان,آذربائیجانی <OR> روسی
لیپپاویرتا,فننش
کالمکیا,روسی <OR> کالمک
آئی اے ای اے,روسی
کانگو-کینشاسا,فرانسیسی
سوویت دور,روسی
پانامہ میں پیدا ہوا,ہسپانوی
ہانگ کانگ,انگریزی زبان <OR> انگریزی <OR> چینی <OR> لکھا ہوا چینی <OR> انگلوفون
لیپری,فن لینڈ
روانڈا کے لوگ,انگریزی <OR> فرانسیسی
کوسوو,سربیائی
خود مختار صوبہ,سربیائی <OR> سربیائی سرلیک
تووالو,انگریزی <OR> تووالو <OR> تووالوئیان
کوسووئی,سربیائی
کمیونارڈ,فرانسیسی
سلواڈورین,ہسپانوی <OR> ہسپانوی زبان <OR> ہسپانوی زبان
واسہ,سویڈش <OR> سویڈش بولنے والا <OR> فننش
ساویا,فرانسیسی
ایلماجوکی,فن لینڈ
سولنا میونسپلٹی,سویڈش
ہنکو,سویڈش <OR> فننش
برونائی,ملائی
کویبک سٹی,فرانسیسی
انٹیلیئن,ڈچ
امریکی آرمینیائی قومی کمیٹی,آرمینیائی
سویٹزرلینڈ کی کنفیڈریشن,اطالوی <OR> فرانسیسی
کالمکیا,کالمک زبان <OR> کالمک اویرات <OR> روسی <OR> کالمک
بیلاروسی سوویت سوشلسٹ ریپبلک,روسی <OR> بیلاروسی
ایچ کے,انگریزی
نیچے کی طرف,انگریزی
آئرش,آئرش زبان <OR> انگریزی <OR> قدیم آئرش <OR> گیلک <OR> اوائل جدید آئرش
بی آئی ایچ,کروئیشین
جنگپا,کچن ریاست
ترکی,ترکی
سلووینیائی,یورپی یونین <OR> سلووینیا <OR> یورپ <OR> ای یو <OR> سلووینیائی <OR> سلووینیا
برطانوی کالونی,چینی
عظیم سفید شمال,انگریزی
برطانیہ,انگریزی
اسٹیٹیا,ڈچ
زارشاہی روس,روسی
پیلو,فننش
پورٹ کلیرنس,ہسپانوی
میکسیکو کی جمہوریہ,ہسپانوی
ہرجدالن میونسپلٹی,سویڈش
بلغاریہ کا پیٹریارکیٹ,بلغاریائی
جرمن بولنے والی کمیونٹی آف بیلجیم,جرمن زبان
سنگاپور شہر,ملائی <OR> تمل
چلی,ہسپانوی زبان <OR> ہسپانوی <OR> ہسپانوی <OR> چلی کا ہسپانوی <OR> ہسپانوی زبان <OR> ہسپانوی زبان <OR> ہسپانوی
ناروے,لینڈسماål <OR> کون <OR> سامی <OR> نائنورک <OR> نائنورک <OR> شمالی سامی <OR> نارویجن نائنورک <OR> سامی زبان <OR> سامی زبانیں <OR> نیا نارویجن <OR> سامی <OR> کون زبان
کیسالاہتی,فننش
کرسٹنسٹاد,سویڈش <OR> فننش
ایران,فارسی زبان <OR> قدیم یونانی <OR> یونانی <OR> فارسی <OR> قدیم فارسی
مالٹا,مالتیسی <OR> انگریزی <OR> انگریزی زبان <OR> مالتی زبان
راسیبورگ,سویڈش <OR> فننش
کیسکلن، ٹالین۔,ایسٹونین
بوریاتیا,روسی
اولاد بوبکر,امازigh
کولونج-بیلریو,فرانسیسی
یوکرائن ایس ایس آر,روسی
کوسونائے,فرانسیسی
ہنکاسالمی,فننش
ٹیسینیس,اطالوی <OR> اطالوی لہجے
ہاپرانتا,سویڈش <OR> فن لینڈ
منچو سلطنت,چینی <OR> منگولین
یوکرینی سوویت حکومت,روسی
چوواش جمہوریہ,چوواش <OR> روسی
فرینکیش,یونانی
رومی سلطنت,لاطینی
لوگانو,اطالوی زبان <OR> اطالوی
کاسزو بی,کاشوبین
کینٹون ڈی برن,فرانسیسی
موزمبیق,پرتگالی
نکیلا,فننش
والنسیا کے لوگ,ہسپانوی <OR> کاتالان <OR> کاتالان زبان <OR> والینسیائی
قازقستان,قازق <OR> کاز <OR> قازق <OR> قازق زبان
اوریین,فن لینڈ
ویٹیکن,اطالوی <OR> لاطینی
الاباما,انگریزی
زیلاجو,ہسپانوی
انکا سلطنت,کیچوا
دایکندی,دری
مشرقی ہندوستانی,ہندی
IAAF,انگریزی زبان <OR> انگریزی <OR> فرانسیسی
خود مختار صوبہ کوسوو اور میتھویا,سربیائی
بازل-لینڈشافت,جرمن زبان
سیباستاپول,یوکرینی <OR> روسی
اخمینائی,قدیم یونانی <OR> قدیم فارسی
ٹیواسالو,فننش
ویلش مین,انگریزی <OR> ویلش
کانگریس پولینڈ,پولش <OR> روسی
آئرلینڈ,انگریزی <OR> آئرش
فارسی سلطنت,قدیم یونانی <OR> قدیم یونانی زبان
لتھوانیا,لتھوانیائی
کرکونومی,سویڈش <OR> فننش
فلورنس,لاطینی
لاہیٹی,فننش
شمالی فرانس,فرانسیسی
ایٹی,فننش
پنجاب (بھارت),پنجابی زبان <OR> پنجابی
آذربائیجان سوویت سوشلسٹ ریپبلک,آذری <OR> روسی
سیلون,سینہالی <OR> سنهالا <OR> سنهالا زبان <OR> تمل <OR> سنسکرت زبان
نویری صوبہ,باسک
سوئس,فرانسیسی زبان <OR> اطالوی زبان <OR> اطالوی <OR> فرانسیسی <OR> قدیم فرانسیسی <OR> جرمنک <OR> FR <OR> جر <OR> فرانسیسی زبان <OR> جرمن زبان <OR> GER <OR> جرمن زبان <OR> فرینکوفون
کیسکلن,ایسٹونین
پورتو ریکن,ہسپانوی <OR> ہسپانوی زبان <OR> انگریزی <OR> ہسپانوی زبان
سی آئی ای,فرانسیسی
پنکاہارجو,فن لینڈ
ریہیمäki,فن لینڈ
عالمی اسپرانتو ایسوسی ایشن,ایسپرانتو
گالیسیہ (ہسپانیہ),گالیسیائی زبان <OR> ہسپانوی <OR> گالیسیائی <OR> ہسپانوی زبان <OR> کاسٹیلیائی
آئی ای سی,کاتالان <OR> کاتالان زبان
نرپس,سویڈش
ویچی فرانسیسی,فرانسیسی
اودمُرت خودمختار سوویت سوشلسٹ جمہوریہ,روسی
مونٹی نیگرو,بوسنیائی <OR> سرب <OR> کرواتی زبان <OR> صربی زبان <OR> مونٹینیگرو سرائلیق <OR> سربیائی سیرلک <OR> صربی کنیت <OR> صربی زبان <OR> کروئیشین <OR> شکپ <OR> البانیائی <OR> مونٹی نیگرو <OR> صربی <OR> البانی بولنے والا <OR> البانی زبان <OR> مونٹی نیگرو <OR> کرواتی <OR> مونٹی نیگرو زبان
ڈی پی آر,یوکرینی <OR> روسی
کارٹھج,پونک زبان <OR> پونک
بی ایم یو,انگریزی
چنگ حکمرانی,چینی <OR> منگولیائی
تھریچور,مالایالم
ایسپیرانٹو جاویداں,ایسپرانتو
ہوکیپوداس,فننش
ریاست تاتارستان,روسی
گریٹ ڈکٹی آف فلینڈریس,ڈچ
بیلاو,انگریزی <OR> پلاوان
سانتا ایزابل,ہسپانوی
عظیم ڈیوکٹی آف ماسکو,روسی
کینیڈا کی قومی فلم بورڈ,انگریزی زبان <OR> فرانسیسی زبان
بنگکولن,انڈونیشیائی <OR> انڈونیشیا
ہانگ کانگ,انگریزی
فیرؤز,فاروی زبان <OR> فیرؤسی <OR> ڈینش
نokia، فن لینڈ۔,فننش
اسکولٹ سامی,اناری، فن لینڈ
گلیشیا-ولھینیا کی بادشاہی,قدیم روثینیائی
