source,target
میئسکی ڈور,پولینڈ
ٹرزپیولے,پولینڈ
آر کے زامت,کروشیا
ٹِنلی پارک,ریاستہائے متحدہ
کاسی وشواناتھ مندر,بھارت
زیزیناش دریا,رومانیہ
پتھر کا شہر تاریخی علاقہ,ریاستہائے متحدہ
سوبرادو، پیراíba۔,برازیل
الٹے اوپر,جرمنی
کیپیٹل سرکل (ٹالاہassee، فلوریڈا),ریاستہائے متحدہ
رومن کیتھولک ڈائیوسیس آف ہواںکو,پیرو
وِٹمارسُم، سانتا کیٹرینا۔,برازیل
سیرکیوز، میزوری,ریاستہائے متحدہ
مارشولسی,سویٹزرلینڈ
کینیڈین ایڈز سوسائٹی,کینیڈا
ڈالر,اتحاد <OR> امریکہ <OR> امریکی <OR> ریاستہائے متحدہ <OR> امریکہ <OR> زمبابوے <OR> ریاستہائے متحدہ امریکہ <OR> کینیڈا
گتیگھن,فلپائن
اسکورٹینی، باکاؤ۔,رومانیہ
وِسک'اچانی (اورو),بولیویا
خوش مزاح لوگ,ریاستہائے متحدہ
لھوٹا پوڈ ہوڑیچکامی,چیک جمہوریہ
لورجیا,اطالوی <OR> اٹلی
ڈاکٹر آرچیبالد نیل سنکلیئر ہاؤس,امریکی
بگ خان مسجد,یوکرین
مدوالہ مدیگے,سری لنکا
انڈیا بیرا,برازیل
چیسٹرٹن، انڈیانا,ریاستہائے متحدہ
لاسوا,ایسٹونیا
ٹرورو چرچ (فیرفیکس، ورجینیا),امریکہ
ایلک جھیل (ساوٹوتھ وائلڈنیس),ریاستہائے متحدہ
نوردکلوفجیلیٹ,ناروے
منیٹوبا لیبر نمائندگی کمیٹی,کینیڈا
خبردار,پیرو
پارۂ اُرسului (تازلاؤ سَرَت),رومانیہ
لُبّے,چیک جمہوریہ
کراسنوگورودسکی ضلع,روس
ٹیڈ ٹاکس,امریکی
نوشہرہ,پاکستان
ویلا گیمبریا,اٹلی
بولزانو,اطالوی <OR> اٹلی <OR> اٹلی
نواں ضلع,پیرو
برگ سمرگ,آسٹریا
شاروانا کھیتر,بھارت
ہیمبرگر اسٹریٹ (ہیمبرگ یو-بان اسٹیشن),جرمنی
سان ٹیلمو، بیونس آئرس۔,ارجنٹائن <OR> ارجنٹائن
بریڈلی، وسکونسن,ریاستہائے متحدہ
سلطان مستورا، مگینڈاناو۔,فلپائن
ایس سپیڈ وے,امریکی
وائٹلی ٹاؤن شپ، مولٹری کاؤنٹی، الینوائے,ریاستہائے متحدہ
پریمنٹز,جرمنی
شوراکند، خیزی۔,آذربائیجان
کوٹا پل، کلنگ,ملائیشیا
لٹل چوٹ، وسکونسن,ریاستہائے متحدہ
اگن-بوریات خودمختار اوکرگ,روس
سٹٹگارٹ، آرکنساس,امریکہ <OR> ریاستہائے متحدہ
آرہسکرلشامن,ڈنمارک
ہنڈرکس کاؤنٹی,ریاستہائے متحدہ <OR> اتحاد
ایبرڈیر قومی پارک,کینیا
سیلیمیye، ڈوشیمہالتی۔,ترکی
جنت وادی,ریاستہائے متحدہ <OR> اتحاد <OR> امریکی
برسلز ٹرام روٹ 51,بیلجیم
ایکن، انڈیانا,ریاستہائے متحدہ
تاشقند میٹرو,ازبکستان
ملورٹن، اونٹاریو,کینیڈا
ہیمپسٹڈ کاؤنٹی,ریاستہائے متحدہ
332nd انجینئر جنرل سروس رجمنٹ,ریاستہائے متحدہ
2013 ریفرنڈم,کروشیا
تپو انکا,پیرو
ٹارڈٹس-سورہولس,فرانس
گوانا,وینزویلا
بارگنی، اوئز,فرانس
ورٹو,فرانس
کابلک,کینیا
ایس بی گروپ,آئرش <OR> آئرلینڈ
ٹیلڈن، ٹیکساس,امریکہ <OR> ریاستہائے متحدہ
بڑا,جرمنی
مزرعہ نو، اشتیان۔,فارسی <OR> ایران
کاغذ,سویڈن
سینسینیٹی میوزیکل سینٹر ہاف ڈالر,ریاستہائے متحدہ
وائٹ واٹر میموریل اسٹیٹ پارک,امریکی
کالڈویل کاؤنٹی، میزوری,امریکہ <OR> ریاستہائے متحدہ
وانگچانگ گیوگ,بھوٹان
سان سیباستیان، کاکا۔,کولمبیا
امریکی سنیما,ریاستہائے متحدہ <OR> امریکہ <OR> امریکی <OR> امریکہ
ویکن,جرمنی
چینل 9,آسٹریلیا
یارموتھ (انتخابی حلقہ),کینیڈا <OR> کینیڈیائی
ورمونٹ روٹ 133,ریاستہائے متحدہ
سینٹ-ماتھورین,فرانس
کورونا، نیو یارک,امریکی
503 کنگسٹن روڈ,کینیڈا
کیپ کوڈ قومی سمندری ساحل,ریاستہائے متحدہ
لیرائے-گریڈلی 245 امریکی ڈالر,ریاستہائے متحدہ
پی، پیری نیز-اورینٹالیس۔,فرانس
سچی روگ,پولینڈ
ال غلیل,یمن
امہرا قومی جمہوری تحریک,ایتھوپیا
چواریći,بوسنیا
شاکوپی، مینیسوٹا,ریاستہائے متحدہ <OR> امریکہ
اسٹیوروپولسکی,قرغزستان
بالو-آئی,فلپائن
بےچیسٹر,ریاستہائے متحدہ <OR> امریکی <OR> امریکہ
چâteau ڈی باربزیو,فرانس
لیوونماکی,فن لینڈ
ڈینور، میزوری,ریاستہائے متحدہ
زیلینی ہے، بورووا ریجن۔,یوکرینی <OR> یوکرین
متونگونی,کینیا
قطر، شاہین دژ۔,فارسی <OR> ایران
اسٹیڈیو کمپلیجو رینٹیسٹاس,یوراگوئے
ملٹن، کینٹکی,ریاستہائے متحدہ
ورکھنیے سرگی,روس <OR> روسی
سمندری چیمپئنز,ریاستہائے متحدہ
افریکاندا ایئر بیس,روس
کوئیو ضلع، میازاکی,جاپان
یہودی سوشلسٹ فیڈریشن,ریاستہائے متحدہ <OR> امریکہ
بلاقولو,فارسی <OR> ایران
بیلامبی,آسٹریلیا
پانیا ریجنسی,انڈونیشیائی <OR> انڈونیشیا
میری-راستلا,فن لینڈ
موربیھان,فرانسیسی <OR> فرانس
داس ایگواس دریا,برازیل
گولڈ کریک، آرکنساس,ریاستہائے متحدہ
فریخانس,گواتیمالا
پیوفٹس۔,بلغاریہ
گوشچنیا,پولینڈ
جسٹرزیمبے اسکارشفسکی,پولینڈ
اوکونگو حلقہ,نامیبیا
حسینے، چلم کاؤنٹی۔,پولینڈ
برگ قلعہ (برگ ام لیمنٹل),سویٹزرلینڈ <OR> سوئس
لانگ گروو، الینوائے,امریکی
تلے جردِ سفلی,فارسی <OR> ایران
ملینگوولمن,آئرلینڈ
فالچن، پلوک کاؤنٹی۔,پولینڈ
ایبیا س (دریا),اسپین
نیگولا قدرتی تحفظ گاہ,ایسٹونیا <OR> ایسٹونین
گمنہ گوزد,پولینڈ
کینیڈین وفاقی انتخابات، 1887,کینیڈا <OR> کینیڈیائی
کمپوزرز کی لیگ,ریاستہائے متحدہ <OR> امریکہ <OR> امریکی
نہر ساریساری,ڈومینیکا
موسکا، کولوراڈو,ریاستہائے متحدہ
چوکاپارا,بھارت
میاکی ضلع,جاپان
زیبنک,سلووینیا
یونٹیریئن یونیورسلسٹ ایسوسی ایشن,ریاستہائے متحدہ <OR> امریکہ <OR> امریکی
جینی شووائس (جابلو نیس ناد ڈسٹرکٹ),چیک جمہوریہ
باؤولسٹسلاں رینڈسٹڈریل اسٹیشن,نیدرلینڈز
گورسیف,مراکش
لیپوواک (راژنج),صربیا
شیدنگ ضلع,تائیوان
سینٹ جولی,کینیڈا
ہاکونگاساکی اسٹیشن,جاپان
بونویل ہوائی اڈہ (کیلیفورنیا),امریکہ
کولمبیا ریکارڈز,جاپان <OR> اتحاد <OR> امریکہ <OR> امریکی <OR> ریاستہائے متحدہ <OR> امریکہ
اومیڈا اسٹیشن,جاپان
ویزاگ,بھارت
ڈنکن ویل ہائی اسکول,ریاستہائے متحدہ
فائر باہ,امریکہ <OR> ریاستہائے متحدہ
سیئٹل جاپانی باغ,ریاستہائے متحدہ
سورناس,اندورا
یہاں ہیں۔,فرانس
نرمائس,پولینڈ
ورنون، برٹش کولمبیا,کینیڈا <OR> کینیڈیائی
لالت نرائن متھلا یونیورسٹی,بھارت
قومی تنظیم جنینی الکحل سنڈروم پر,ریاستہائے متحدہ
کروما یونیورسٹی,جاپان
پرسانا کیبل,کینیڈیائی
نیبا'ا لیتانی کو بتائیں۔,لبنان
نہیں۔,فرانس
سیونا,بوسنیا
اسمک، گیرےڈ,ترکی
وادیہ لارگا دریا (اوراشتی),رومانیہ
پوٹوک وی چرنі,سلووینیا <OR> سلووینیائی
کاسل بیری، فلوریڈا,امریکہ
دورو فیلیگuera,اسپین
فراسینیș دریا,رومانیہ
نوا گوجا,پولینڈ
بورگ-لاسٹک,فرانس
ینی کوی، بولُو,ترکی
ہندوستان یونیورسٹی,بھارت
مشہدی عباس ذوالفقاری,فارسی <OR> ایران
سینٹ اولاف کالج,ریاستہائے متحدہ
بھجاہاری لاج,بنگلہ دیش
یاکاجک، مرزیفون,ترکی
گورنی گروڈ,پولینڈ
فورٹ روبی,اتحاد
نیلبا وانگرووئس,پولش
گاندھی سمریتی,بھارت
کلاڈ ہوٹل,ریاستہائے متحدہ
حسی عبد اللہ، الجزائر,الجزائر
ولادیسلاوowo، گمینا ویئرزبینک۔,پولینڈ
نارک، ارارات۔,آرمینیا
سویڈش فاؤنڈیشن برائے اسٹریٹجک تحقیق,سویڈن
یوہوا,سنگاپور
ٹیپیکانو، اوہائیو,ریاستہائے متحدہ
لالیٹا,بوسنیا
صالحی,مڈغاسکر
نکایلے,نامیبیا
تازه کندِ طهماسب,فارسی <OR> ایران
یانشان,چین
فویئر فرانس,سینیگال
جیراڈ کالج,ریاستہائے متحدہ
بیلکنیپ اسپرنگز، اوریگون,ریاستہائے متحدہ
عدالتی اور سائنسی خدمات,آسٹریلیا
سرنڈال ایل,ناروے
سینٹ-لوران، لوٹ-ایٹ-گارون,فرانس
کیم ڈونگ,ویتنام <OR> ویت نام
مشاہداتی ٹاور برغولزہوف,جرمنی
پوسانجز,فرانس
لے ٹینٹ,فرانس
پارا کاس کینڈلبرہ,پیرو
اوییک,چین
سیرو ڈی لاس میساس,میکسیکن
اولگیاتے کومسکو,اطالوی
سویلین سروس میڈل 1939–1945,آسٹریلیا
اووربرگ,جنوبی افریقہ
لینڈبرگ، آکرشس,ناروے
کلیسوو، لوئر سلیسیا کے صوبے,پولینڈ
کلاہ رشِ بالا,فارسی <OR> ایران
لا کیسیرا,اسپین
چوکی چوانی,بولیویا
باجریći (کازن),بوسنیا
کلی ہل، الاباما,ریاستہائے متحدہ
پریسٹن اور نارتھکوٹ کمیونٹی ہسپتال,آسٹریلیا
ویلو بروک، سسکیچیوان,کینیڈا
اوئٹینگا,برکینا فاسو
الامین پری یونیورسٹی کالج,بھارت
ڈوٹی ویل، اوکلاہوما,ریاستہائے متحدہ
بیلووڈ، لوئیزیانا,ریاستہائے متحدہ
گارڈنرز آئی لینڈ,ریاستہائے متحدہ <OR> امریکی
جیکسن ٹاؤن شپ، نارتھہمبرلینڈ کاؤنٹی، پنسلوانیا,ریاستہائے متحدہ
ہونا–انگون مردم شماری علاقے، الاسکا میں تاریخی مقامات کی قومی فہرستیں,ریاستہائے متحدہ
کہنوج، بہاباد۔,فارسی <OR> ایران
ٹیکساس اسٹیٹ ہائی وے 183,امریکی
لوسنڈا، کوئنزلینڈ,آسٹریلیا
اپ ٹاؤن ریکارڈز,امریکی
ٹوریلارا,اسپین
گوریلا,بھارت
پیلیگرم'ز ریسٹ، آرکنساس,ریاستہائے متحدہ
تسمانیہ کی سپریم کورٹ,آسٹریلیا
مارِتسا میونسپلٹی,بلغاریائی <OR> بلغاریہ
مشرق کیرپیتھیائی بایوسفیئر ریزرو,یوکرین <OR> سلوواکیہ
کمبرلی الپائن ریزورٹ,کینیڈا
ایبی سان پیڈرو ڈی سیرسا,اسپین
کاسٹیلو ڈی موگیر,اسپین
نوجوان فنکار ایوارڈز,ریاستہائے متحدہ <OR> امریکہ <OR> امریکی
برٹش کولمبیا صوبائی انتخابی حلقوں کی فہرست,کینیڈیائی
ڈچ گرینڈ پری,نیدرلینڈز
بون ریٹیرو پارک,اسپین
فلامش-برابانت,بیلجیم
اودریں زوم,پاکستان
کاؤنٹی آف کارلائل,آسٹریلیا
آسٹریلوی ٹیلی کمیونیکیشنز کارپوریشن,آسٹریلیا
ڈونیوور,آئرلینڈ
کالیج ڈی ورacruz,میکسیکو
لوئر کیسل زائزرز,سویٹزرلینڈ <OR> سوئس
نئی سلوچوو,پولینڈ
2009 ایل جی ہاکی گیمز,سویڈن
میرآباد، مرگاور۔,فارسی <OR> ایران
پیٹریجانیک,کروشیا
زنس راستق دیہی ضلع,فارسی <OR> ایران
پورٹ ہڈسن قومی قبرستان,ریاستہائے متحدہ
ٹوکویل-ان-کاؤ,فرانس
لچفیلڈ ہائی اسکول (الینوائے),ریاستہائے متحدہ
بیلڈورف,جرمنی
ڈگلس پارک (لینگلی),کینیڈا
خردلان,آذربائیجان
ینی کوی، پوسف,ترکی
ڈینبی، کیلیفورنیا,ریاستہائے متحدہ
لوسرنیٹا,اطالوی
ایکلزلیار,آذربائیجانی <OR> آذربائیجان
سہرویہ,فارسی <OR> ایران
ابنس-ڈیسو,فرانسیسی <OR> فرانس
سلور لیک ڈیم,ریاستہائے متحدہ
ڈنکرک لائٹ,ریاستہائے متحدہ
وِنٹ,امریکی
مبگوہ,کینیا
لوگنگوٹ,فلپائن
میکانکسبرگ متحدہ میتھوڈسٹ چرچ,ریاستہائے متحدہ
گمنہ بٹورز,پولینڈ
گمنہ لیژنو,پولینڈ
دوغنلو,فارسی <OR> ایران
زوارجان,فارسی <OR> ایران
پلانیکا نارڈک سینٹر,سلووینیائی <OR> سلووینیا
روز ٹاؤن ہوائی اڈہ,کینیڈا
شیلو، سمٹر کاؤنٹی، جنوبی کیرولائنا,ریاستہائے متحدہ
اینڈرسن ایئر فورس بیس,امریکی
علی نواز گھوٹو ہلٹ ریلوے اسٹیشن,پاکستان
سکویب، کینٹکی,ریاستہائے متحدہ
سویڈش اکادمی,سویڈن <OR> سویڈش
شیخ میرا,آذربائیجان
لوٹاریووف,یوکرین
چاپلے، لوئر سلیسیا کے صوبے,پولینڈ
یوکائیقین,ایل سلواڈور
ہائی ٹیکنالوجی ہائی اسکول,ریاستہائے متحدہ
لوبنیکا، گریٹر پولینڈ وویوڈشپ,پولینڈ
ہیکلا، کینٹکی,ریاستہائے متحدہ
کلفٹن جنکشن، ٹینیسی,ریاستہائے متحدہ
ملائیشیا فیڈرل روٹ 165,ملائیشیا
نیرنجن پور، اتر پردیش,بھارت
ٹورٹیروں,فرانس
بروکلین ٹاؤن شپ,امریکہ <OR> ریاستہائے متحدہ
شوٹنگ اسٹار اسٹیٹ ٹریل,امریکہ
رومانو دریا,رومانیہ
نیز پرس پاس,ریاستہائے متحدہ
میموریل میڈیکل سینٹر (موڈیستو، کیلیفورنیا),ریاستہائے متحدہ
دوستی کی مشعل,ریاستہائے متحدہ
مزار، جنوبی خراسان,فارسی <OR> ایران
ایسائیڈا اسٹیشن,جاپان
ریٹسورین باغ,جاپان
مکھایلوفسک، اسٹاوروپول کرائی,روس
ڈیمپیئر-سر-سالون,فرانس
ڈورپولجے,سلووینیا
اوپوہلاوی,چیک جمہوریہ
سینٹ-سیمون، اورن,فرانس
گمüşگوزے، الانیا۔,ترکی
کızıلاğaç، کاş۔,ترکی
ایکول جے ایچ پکارد سکول,کینیڈا
قانون ساز ایوان,ازبکستان
گر اب، ہرمزگان۔,فارسی <OR> ایران
ساؤتھ بے، لاس اینجلس,اتحاد
رمالہ,نیپال
کینے,اٹلی
N60,آئرش <OR> آئرلینڈ
سمرلینڈ سیکنڈری اسکول,کینیڈا
کوئیواجوئے,ایسٹونیا
حدا',سعودی عرب
ٹیٹ-ایبیا,روس <OR> روسی
ایسکس کمپنی مشین شاپ,اتحاد
خرطسزک,یوکرین
بینٹن کاؤنٹی، آرکنساس,ریاستہائے متحدہ <OR> امریکہ
مچناچ، پودلاسکی وویوڈشپ۔,پولینڈ
سنٹرل کوٹینی ریجنل ڈسٹرکٹ,کینیڈیائی
چترود,ایران
مونٹبوننو-سینٹ-مارٹن,فرانس
ساگلیانو مِکّا,اطالوی
چوخو-پیئنکی,پولینڈ
کبک-سنٹر,کینیڈا <OR> کینیڈیائی
ایگیوس یوآننیس مالونتاس,قبرص
کالج بورجے,کینیڈا
واسائیجز,بیلجیم
کیئلپینی، وارمن-ماسورین صوبہ,پولینڈ
بورووبن,آسٹریلیا
غازان، کرمانشاہ,فارسی <OR> ایران
مونگی بیلو,اٹلی
شیمیشنا,رومانیہ
راجوک بھون,بنگلہ دیش
کایالیکوئے ڈیم,ترکی
پلپڑا,بھارت
میلانڈ خاندان,فرانس
ولیم لوئینڈس یانسی قانون دفتر,ریاستہائے متحدہ <OR> اتحاد
کارریگادو,پرتگالی <OR> پرتگال
گولےجیewo، گریٹر پولینڈ وویوڈشپ,پولینڈ
سلیونٹسि,بلغاریہ
غیر کے وزیر اعظم,غنا
پیک اسکیل پریسبیٹریئن چرچ,ریاستہائے متحدہ
1911 سنسناٹی ریڈز سیزن,امریکی
ڈیویسیلو دریا,رومانیہ
سانتا باربرا ڈی ہیریڈیا,کوسٹا ریکا
رادوچچیći,کروشیا
سیپٹ-ایلز/لیک ریپیڈز واٹر ایروڈرووم,کینیڈا
والڈیزیا,جنوبی افریقہ <OR> جنوبی افریقہ
ماری، ترکمانستان,ترکمانستان <OR> ترکمن
زیتون ٹاؤن شپ، میڈیسن کاؤنٹی، الینوائے,ریاستہائے متحدہ
ویلنٹووچے,سلوواکیہ
بونس آئرس کا لاطینی امریکی آرٹ میوزیم,ارجنٹائن
سینٹ میریز، اونٹاریو,کینیڈا
مکینزی پاس,ریاستہائے متحدہ
لیگوج ایبی,فرانس
2009 خواتین یوروہاکی قومی چیمپئن شپ,نیدرلینڈز
اسکینڈیکی,اٹلی
ڈیلن، لکسمبرگ۔,لکسمبرگ
وانداواسی (لوک سبھا حلقہ),بھارت
فوران، ایران,فارسی <OR> ایران
سولونیشنسکی ضلع,روس
مکڈرمٹ اسٹیٹ ایئرپورٹ,امریکہ
بالینہاسگ گا,آئرلینڈ
ایڈورڈو ایچ۔ گیٹو ہاؤس,ریاستہائے متحدہ
نالندہ پولی ٹیکنک,بھارت
نیوپورٹ، مینیسوٹا,ریاستہائے متحدہ
مشن نوسٹرا سینورا ڈی لوس ڈولورس,میکسیکو
سینٹ پیٹرز,آسٹریلیا
وچٹا نیلا,امریکی
پیری کا کونا,بھارت
چâteau ڈی چاندیو,فرانس
مدزی مشرقی,زمبابوے
کاساریلھوس اور انگویرا,پرتگال
سوئس پریالپس,سوئس
چوللیما-گئیوک,شمالی کوریا
ہیلیئن گلیشیر,امریکہ <OR> امریکی
سزیمانوو، وروسلاو کاؤنٹی۔,پولینڈ
رکنگن,جرمنی
اُدھا ہپویڈا,سری لنکا
سوشلسٹ حقیقت پسند,سویت <OR> سوویت اتحاد
اوکلاہوما اتحاد,ریاستہائے متحدہ <OR> امریکی
نیہاما، ایہime,جاپان
پودگورجے پری پیشچہ,سلووینیا
کیلو ضلع,پیرو
فیڈجے,ناروے <OR> ناروے
ڈوناچکا گورا,سلووینیا
ماجا ای البونیت,البانیہ
آلینڈ سمندری میوزیم,فن لینڈ
ٹرپ راک دریا,ریاستہائے متحدہ
یاسو، برکینا فاسو۔,برکینا فاسو
شارشسکا پوربا,سلوواکیہ
کاران دریا,رومانیہ
ایڈمنٹن (ویا ریل اسٹیشن),کینیڈیائی
ڈائیٹرچ، آئیڈاہو,ریاستہائے متحدہ
ایف۔ جے۔ برینن کیتھولک ہائی اسکول,کینیڈا
وسیع کھائی,جرمنی
چروکی کریک بوائز اسکول,ریاستہائے متحدہ <OR> امریکی
وولکا گروزسکا، پودکارپاتکی وویوڈشپ۔,پولینڈ
گازآباد، دولت آباد,فارسی <OR> ایران
اکبرآباد، زرین دشت,فارسی <OR> ایران
مینروازینھو دریا,برازیل
سینٹ مارٹن ڈی لِکسی,فرانس
بارٹلیٹ آر بوریٹم اور باغات,امریکہ
پا سفید,فارسی <OR> ایران
آئچی گاکوسن کالج,جاپان
پورو سلی-کولونیا,پولینڈ
موٹومیا اسٹیشن,جاپان
کوٹاپلی,بھارت
لویچو ارکُو,پیرو
کلیر فورک (گوانڈوٹ دریا),ریاستہائے متحدہ
بادیہ,عمان
فیٹیța دریا (سیبیش),رومانیہ
واشنگٹن ٹیرس (سینٹ لوئس),اتحاد
اوڈرنے,پولینڈ
ویسپرپلیئن میٹرو اسٹیشن,نیدرلینڈز
جنوبی افریقہ کی قومی لائبریری,جنوبی افریقہ
پریبل، نیو یارک,ریاستہائے متحدہ
ٹی میسکل,ریاستہائے متحدہ
سینڈیو، اکسیکی۔,ترکی
ریکرٹ,فرانس
مارپاک,نیپال
مارمارے,ترکی
ہیملٹن مشرقی,کینیڈا <OR> کینیڈیائی
چھٹی زرعی ڈویژن (جنوبی افریقہ),جنوبی افریقہ
اٹلیہسار، شُہُت,ترکی
نور ووڈ سیکنڈری کالج,آسٹریلیا
ڈینمین ارینا,کینیڈا <OR> کینیڈیائی
مونیومنٹ نیشنل,کینیڈا
ناروے 1964 کے موسم گرما کے اولمپکس,جاپان
اپالاچین,ریاستہائے متحدہ
ساوالی، ایران,فارسی <OR> ایران
مونٹی نیاق، ڈورڈوگن۔,فرانس
کُھمو,فننش <OR> فن لینڈ
انتانیموا,مڈغاسکر
دارانی-ے اولیا,فارسی <OR> ایران
آل سینٹس کالج، میٹ لینڈ,آسٹریلیا
اوجرود-غربی دیہی ضلع,فارسی <OR> ایران
بائسکا,سویٹزرلینڈ <OR> سوئس
اولی کندی,فارسی <OR> ایران
لاسین قومی جنگل,ریاستہائے متحدہ
حسن آباد، کنگاور۔,فارسی <OR> ایران
لا آئیلا (کولونگا),اسپین
اسکونتو ریگا,لاتھویائی
سیگنٹز,جرمنی
درد مارزنک,فارسی <OR> ایران
گمینا ایویریزیچے,پولینڈ
ایلن ووڈ، نیو جرسی,ریاستہائے متحدہ
پورگا ہوائی اڈہ,بینن
ہیریسن ٹاؤن شپ، کیرول کاؤنٹی، اوہائیو,ریاستہائے متحدہ
تریہورننگن (سjöڈالن),سویڈن
مونگکول بورئی,کمبوڈیا
ٹری وِٹ فیلڈ اسکول,امریکہ
ہارنز کونے، وسکونسن,ریاستہائے متحدہ
لُٹز ٹیوبرن,ریاستہائے متحدہ
لاتوی سوشلسٹ ڈیموکریٹک پارٹی,لاتویا
نوا، افغانستان۔,افغانستان
سٹڈینکا,چیک جمہوریہ
آئی-705,ریاستہائے متحدہ
گودڑ گردیال,فارسی <OR> ایران
جنوبی سوڈان کے لیے پانی,امریکہ
عباس آباد، گونبکی۔,فارسی <OR> ایران
ہیٹیبورن,جرمنی
گریند پورٹو,پرتگالی <OR> پرتگال
کروموویٹسا,بلغاریہ
ڈاؤن ٹاؤن پلین فیلڈ تاریخی ضلع,ریاستہائے متحدہ
ایڈم جوزف لوئس مرکز برائے ماحولیاتی مطالعہ,ریاستہائے متحدہ
مزرعہ جزمہ,فارسی <OR> ایران
بوناتی سوٹو,اطالوی <OR> اٹلی
KZIZ,امریکہ
فرہادلو,ایران
شوابسٹڈ,جرمنی
ہنٹسبرگ ٹاؤن شپ,ریاستہائے متحدہ
پسکُہ دیہی ضلع,فارسی <OR> ایران
برگنسا ضلع,پرتگال
ماریانوو، شاماتولی کاؤنٹی۔,پولینڈ
چائنا گروو، ٹیکساس,ریاستہائے متحدہ
لٹورل صوبہ,استوائی گنی
لائیو اوک ہائی اسکول,ریاستہائے متحدہ
میڈفورڈ (شہر)، وسکونسن,ریاستہائے متحدہ
مرکزی ادارہ برائے ماہی گیری کی تعلیم,بھارت
ہولمین اسٹیڈیم,ریاستہائے متحدہ <OR> امریکی
بلتاجیستی دریا,رومانیہ
ویانا دو الینٹیجو,پرتگال
تھسٹل ڈاؤن، کولوراڈو,ریاستہائے متحدہ
سو سو ڈیف ریکارڈنگز,ریاستہائے متحدہ <OR> امریکی
بین الاقوامی کمیشن برائے زرعی اور بایوسسٹمز انجینئرنگ,بیلجیم
برٹ، نیو یارک,امریکہ
ریاستہائے متحدہ امریکہ کی فضائیہ سیکیورٹی سروس,امریکہ
گلاسسی ماؤنٹین (جنوبی کیرولائنا),امریکہ
اسکوشیا بینک سیڈلڈوم,کینیڈا
اُچینوماکی اسٹیشن,جاپان
بناچی,لبنان
2002 کینیڈا ماسٹرز اور روجرز اے ٹی اینڈ ٹی کپ,کینیڈا
ایچ ایم-19,امریکہ
کوزی، ویسٹ ورجینیا۔,ریاستہائے متحدہ
اکس کسار,موریطانیہ
جی ٹی یو,بھارت
کینال ڈی بوربرگ,فرانس
اوبر بیٹنگن,جرمنی
داوگاو اسٹیڈیم,لاتویا
یوش، جنوبی خراسان۔,فارسی <OR> ایران
لائپا پیریش,لاتویا <OR> لاتھویائی
پروگریسو کارپوریشن,ریاستہائے متحدہ
مرسڈیز اومانا,ایل سلواڈور
نیوکورٹ,فرانس
ویلوța آئل فیلڈ,رومانیہ
ڈالبراؤوِسکے,پولینڈ
ڈالیقایا,آذربائیجان
کراجیووئسکے ڈوجے,پولینڈ
اف کے کوئیک,ناروے
بیرات,نیپال
ہورنلین,ناروے
والڈیوئیسو اشتہاری نشان,چلی
بہادی رانیپانی,نیپال
کینساس اسٹیٹ کیپیٹل,ریاستہائے متحدہ
