source,target
জম্মু,শ্রীনগর
আইরিয়ন কাউন্টি,মার্টজন
ট্রান্স-নজোইয়া,কিতালে
"ক্যাবেল কাউন্টি, পশ্চিম ভার্জিনিয়া।","হান্টিংটন, পশ্চিম ভার্জিনিয়া। <OR> হান্টিংটন"
গরজকোভিসে পৌরসভা,গর্জকোভিসে
সাকী রাইওন,সাকি।
মুসন্দাম গভর্নরেট,খাসাব
নাডভিরনা রায়ন,নদবীর্না
লার্ভোট্টো,মোনাকো
"হেনেপিন কাউন্টি, মিনেসোটা","মিনিয়াপোলিস, মিনেসোটা। <OR> মিনিয়াপোলিস, এমএন <OR> মিনিয়াপোলিস"
সৌভিনির ক্যান্টন,সৌভিন্য
আল্টো মিনহো,ভিয়ানা
রিয়েতি প্রদেশ,রিয়েতি।
অ্যাকোম্যাক কাউন্টি,"অ্যাকোম্যাক <OR> অ্যাকোম্যাক, ভার্জিনিয়া। <OR> ড্রামন্ডটাউন"
এনুগু রাজ্য,এনুগু
সেরেডিগিয়ন,এবেরিস্টওয়িথ <OR> এবোরেয়ন <OR> এবোরায়রন
পুতুমায়ো বিভাগ,মোকোয়া
ভার (বিভাগ),টুলন
গুইনগাম্পের আরন্ডিসমঁт,গুইনগাম্প
টেনাসেরিম বিভাগ,দাওয়েই <OR> তাভয়
গমিনা কাজিমিরজা ভিয়েলকা,কাজিমির্জা ভিয়েলকা
টরেস স্ট্রেইট দ্বীপ অঞ্চল,বৃহস্পতিবার দ্বীপ
কাজার,তেহরান
ইথিওপিয়া,আ Addis-Ababa <OR> ১০টি উপশহর। <OR> গন্ডার <OR> আ Addis Ababa <OR> আ Addis Abeba
আদিগেহ স্বায়ত্তশাসিত অঞ্চল,ক্রাসনোদার <OR> মায়কোপ
ক্রো উইং কাউন্টি,"ব্রেইনার্ড, এমএন <OR> ব্রেইনার্ড"
মিসরাতা,মিসুরাতা
ইকুয়েডরীয়ান,কুইটো
ইন্দো-পার্থিয়ান রাজ্য,ট্যাক্সিলা
ক্যাপেলেন (ক্যান্টন),ক্যাপেলেন
দিওরবেল অঞ্চল,দিওরবেল
সিজার বিভাগ,ভ্যালেদুপার
"বুলক কাউন্টি, আলাবামা",ইউনিয়ন স্প্রিংস
উত্তর প্রদেশ,লখনউ <OR> মোহনলালগঞ্জ
"সেন্ট জর্জ প্যারিশ, সেন্ট ভিনসেন্ট এবং গ্রেনাডাইনস।",কিংস্টাউন
চীন পিআরসি,বেইজিং
চাঁদেল,খাজুরাহো
পশ্চিম পাকিস্তান,পেশাওয়ার
সাখালিন ওব্লাস্ট,তোয়োহারা <OR> ইউঝনো-সাখালিনস্ক
জাপানি সাম্রাজ্য,টোকিও
টরেন্স কাউন্টি,এস্তান্সিয়া ভ্যালি
সেন্ট্রো সুর প্রদেশ,এভিনায়ং
শিবগঙ্গা জেলা,শিবগঙ্গাই <OR> শিবগঙ্গা
"কলম্বিয়া কাউন্টি, পেনসিলভেনিয়া।","ব্লুমসবার্গ <OR> ব্লুমসবার্গ, কলম্বিয়া কাউন্টি।"
অন্নম।,হানয়
ফরাসি রাজ্য,প্যারিস
স্প্যানিশ উপনিবেশকাল,মেক্সিকো সিটি
বেঙ্গটসফর্স পৌরসভা,বেনগ্টসফর্স
উইনস্টন কাউন্টি,ডাবল স্প্রিংস
কাবালা,কাবেলা
খোতান রাজ্য,হোতান
ইসান্তি।,"ক্যামব্রিজ <OR> ক্যামব্রিজ, মিনেসোটা।"
মপিগি জেলা,মপিগি
বুর্কিনাবি,ওয়াগাদুগু
সেন্ট-মারিজ-ডি-লা-মেরের ক্যান্টন,সেন্ট-মেরি-দে-লা-মের
কাজাখস্কি উয়েজদ,কাজাখ
ন্যানডমস্কি জেলা,ন্যানডোমা।
রোন-আলপস,লিওঁ
স্টেলেনবশ পৌরসভা,স্টেলেনবশ
"ডেন কাউন্টি, উইসকনসিন।","ম্যাডিসন <OR> ম্যাডিসন, উইসকনসিন।"
"পামলিকো কাউন্টি, নর্থ ক্যারোলিনা",বেয়বোরা
স্প্যানিশ দ্বিতীয় প্রজাতন্ত্র,মাদ্রিদ
সরলাহী,মালাঙ্গও
রাকভেরে প্যারিশ,রাকভেরে
উত্তর ল্যানার্কশায়ার কাউন্সিল,মাদারওয়েল
কাস্তিলিয়ান,বুরগোস
নাই কাউন্টি,"টোনোপাহ <OR> টোনোপাহ, নেভাদা।"
বেনিন,পোর্টো নোভো
ইস্টার দ্বীপ,হাঙ্গা রোয়া
নাজি জার্মান,বার্লিন
থুরিঙ্গিয়া,এরফুর্ট
চেরি কাউন্টি,"ভ্যালেন্টাইন <OR> ভ্যালেন্টাইন, নেব্রাস্কা।"
একাতেরিনোস্লাভ,ডনিপ্রোপেট্রোভস্ক
ভারখনোদনিপ্রোভস্ক জেলা,ভারখনোদনিপ্রোভস্ক।
গ্রেটার এক্রা,আক্রা
ভিগো মেট্রোপলিটন এলাকা,ভিগো
উত্তর বানাত জেলা,কিকিন্ডা
উডফোর্ড কাউন্টি,"ভার্সাইলস, কেনটাকি। <OR> ভার্সাই"
আর্জোলিস এবং করিন্থিয়া প্রিফেকচার,নাফপ্লিও
ওয়েক্সফোর্ড কাউন্টি,"ক্যাডিল্যাক, মিশিগান। <OR> ক্যাডিল্যাক, এমআই। <OR> ক্যাডিল্যাক"
ব্রাসেলস রাজধানী অঞ্চল,ব্রাসেলস
সিংহাসারি রাজ্য,মালাং
দক্ষিণ কুর্দিস্তান,হেওলার
মেলবোর্ন,মধ্য ব্যবসায়িক জেলা <OR> মেলবোর্ন সিবিডি <OR> সিবিডি <OR> মেলবোর্ন কেন্দ্রীয় ব্যবসায়িক জেলা <OR> মেলবোর্ন শহরের কেন্দ্র <OR> মেলবোর্ন সিটি সেন্টার <OR> মধ্য ব্যবসায়িক জেলা
হুয়ারাজ প্রদেশ,হুয়ারাজ।
মওয়াঞ্জা অঞ্চল,মওঞ্জা
"বে কাউন্টি, মিশিগান","বে সিটি <OR> বে সিটি, এমআই"
পোকা,বুদাপেস্ট
নিউ-উলম জেলা,নিউ-উল্ম।
সংযুক্ত আরব আমিরাত,"আবু ধাবি <OR> আবু ধাবি শহর <OR> আবু ধাবি, সংযুক্ত আরব আমিরাত।"
রুকুংগিরি জেলা,রুকুংগিরি
অস্ট্রো-হাঙ্গেরি,বুদাপেস্ট
গ্লাজোভস্কি জেলা,গ্লাজভ
পশ্চিম নিউ ব্রিটেন প্রদেশ,কিম্বে।
"অরলিন্স কাউন্টি, নিউ ইয়র্ক","অ্যালবিয়ন <OR> অ্যালবিয়ন, নিউ ইয়র্ক।"
অন্টারিও,"টরন্টো, অন্টারিও <OR> টরন্টো <OR> টরন্টো"
জেরিলডেরি শায়ার,জেরিলডেরি
ভ্যান্ডারবুর্গ,"এভান্সভিল, ইন্ডিয়ানা। <OR> এভান্সভিলล์"
"পুয়েব্লো নুয়েভো পৌরসভা, দুরাঙ্গো।",এল সাল্টো
নুয়েভা ভিজকায়া,বায়ম্বং
মারকারিড পৌরসভা,মারকারিড
দাভাও অরিয়েন্টাল,"মাটি, দাভাও অরিয়েন্টাল। <OR> মাটি <OR> মাটি সিটি"
এজেনের আরন্ডিসমঁт,এজেন।
উগু জেলা,পোর্ট শেপস্টোন
লোরেটো।,ইকুইটোস
লাগোস,ইকেজা
ক্যামেরুন,ডুয়ালা
সিন্ধ প্রদেশ (১৯৩৬–৫৫),কারাচি
ওয়াসাচ কাউন্টি,হেবার সিটি
ফোর্ট-ডি-ফ্রান্স ৯ম ক্যান্টন,ফোর্ট-দে-ফ্রান্স
লিডিয়ান,সার্দিস <OR> সার্দেইস। <OR> সার্দেস।
এমিরেট,"আবু ধাবি <OR> আবু ধাবি, সংযুক্ত আরব আমিরাত।"
হটক।,কন্দাহার
বেনিংটন কাউন্টি,"ম্যানচেস্টার, ভারমন্ট। <OR> ম্যানচেস্টার"
তাইতুং কাউন্টি,তাইতুং সিটি
পশ্চিমাঞ্চলীয় পরিষদ,কলম্বো
নালগোন্ডা জেলা,নালগোন্ডা
আপসালা কাউন্টি,আপসালা <OR> আপসালা
অন্টারিওবাসী,টরন্টো
লোগোনে পশ্চিমা,মাউন্ডু
স্টকহোমের উপকণ্ঠ,স্টকহোম
ত্রজেবনিক্সা কাউন্টি,ত্রজেবনিক্যা
মোজাম্বিকের,মাপুটো <OR> লৌরেঞ্চো মার্কেস
কান্ডালাকশস্কি জেলা,কন্দালাক্সা
ফরাসি সেরডাগন।,মন্ট-লুই
"আলামেদা কাউন্টি, ক্যালিফোর্নিয়া","ওকল্যান্ড, সিএ। <OR> ওকল্যান্ড"
স্টোরোজিনেটস রায়ন,স্টোরোজিনেটস।
তিজনিত প্রদেশ,তিজনিত
"সাটার কাউন্টি, ক্যালিফোর্নিয়া।",যুবা সিটি
জিয়াংসি,নানচাং
জার্মান ফেডারেল রিপাবলিক,বার্লিন <OR> পূর্ব বার্লিন
সান জুয়ান কাউন্টি,"সিলভারটন <OR> সিলভারটন, কলোরাডো"
ইয়ালুটোরভস্কি জেলা,ইয়ালুতোরভস্ক।
"লেক কাউন্টি, ইলিনয়",ওকেগান
সেলজুক,আইকোনিয়াম <OR> কোন্যা।
মার্সার কাউন্টি,ট্রেন্টন সিটি
গমিনা ক্রজেসোভিৎসে,ক্রজেসোভিৎসে
বাদুল্লা জেলা,বাদুল্লা
লিঙ্কন প্যারিশ,"রাস্টন, এলএ। <OR> রাসটন, লুইজিয়ানা। <OR> রাসটন"
ক্যাম্পানিয়া,"নিউপোলিস <OR> নাপোলি <OR> নেপলিটান <OR> নেপলস, ইতালি। <OR> নেপলস"
আল জাজিরাহ (রাজ্য),ওয়াদ মাদানি
অলরডেল বরো কাউন্সিল,ওয়ার্কিংটন
বুইয়ান্তের ক্যান্টন,বুইয়ান্ত
কাভার্না পৌরসভা,কাভার্না
ক্যানেট-এন-রুশিলন ক্যান্টন,কানেত-এন-রুশিলন
ডলজ কাউন্টি,ক্রাইওভা
তুম্বেস।,তুমবেজ।
পাফোস জেলা,পাফোস <OR> পাফোস
নিয়ান্দারুয়া জেলা,ওল কালৌ।
সেন সেন্ট-ডেনি,বোবিনি
"চিপওয়া কাউন্টি, উইসকনসিন","চিপওয়া ফলস <OR> চিপেওয়া ফলস, উইসকনসিন"
গমিনা প্রজেভর্নো,প্রজেভর্নো
জিহ্লাভা জেলা,ইগ্লাউ।
"উড কাউন্টি, উইসকনসিন","উইসকনসিন র্যাপিডস <OR> উইসকনসিন র্যাপিডস, উইসকনসিন"
"ব্লু আর্থ কাউন্টি, মিনেসোটা","ম্যানকাটো, মিনেসোটা <OR> ম্যানকাটো"
মানাওয়াতু-ওয়াংগানুই,পালমারস্টন নর্থ
গোইগোল।,হেলেনেনডর্ফ। <OR> খানলার
পাপুয়া (প্রদেশ),জায়াপুরা
লি কাউন্টি,"ফোর্ট মায়ার্স <OR> ফোর্ট মায়ার্স, ফ্লোরিডা। <OR> ফোর্ট মায়ার্স, এফএল।"
সিসিলির আমিরাত,পালার্মো
কিরোভ-চেপেটস্কি জেলা,কিরোভ-চেপেটস্ক
দক্ষিণ কেরি,ট্রalee
কাসানসায় জেলা,কোসনসয়।
"ওয়েস্টল্যান্ড (মিউনিসিপ্যালিটি), নেদারল্যান্ডস",নাল্ডভিক
জেওল্লাবুক-ডো,জেওনজু
"জনসন কাউন্টি, ওয়োমিং।","বাফেলো <OR> বাফেলো, ওয়োমিং।"
পিএনজি,"পোর্ট মোরেসবি <OR> পোর্ট মোরেসবি, পাপুয়া নিউ গিনি।"
"প্রেইরি কাউন্টি, আরকানসাস",ডেস আর্ক
কোয়াজুলু-নাটাল প্রদেশ,পিটারমারিটজবার্গ
"লাউনডেস কাউন্টি, আলাবামা।",হেইনভিল
অষ্টিয়ান কাউন্টি,অষ্টিয়ান
কাওয়ার্ধা জেলা,কাওয়ার্ধা
মুদুগ,গালকায়ো <OR> গালকায়ো <OR> গালকacyo
রেফুগিও কাউন্টি,রিফুগিও
অ্যান্টেলোপ কাউন্টি,"নেলিগ্ <OR> নেলিগ, নেব্রাস্কা।"
ডঃ জে এস মোরোকা স্থানীয় পৌরসভা,সিয়াবুসওয়া
কাজারুন কাউন্টি,কাজারুন
ত্রোয়েসের আরন্ডিসমঁт,ত্রোইস
রাদারফোর্ড কাউন্টি,"মার্ফ্রিসবোরা <OR> মারফ্রিসবো, টেনেসি"
মাতারাম।,কোটা গেদে। <OR> কেওয়া সমভূমি
মিসিসিপি,"জ্যাকসন, মিসিসিপি। <OR> জ্যাকসন"
পুতিভল জেলা,পুতিভল
ব্রুস্টার কাউন্টি,"আলপাইন, টেক্সাস। <OR> আলপাইন"
গুরুগ্রাম জেলা,গুরুগ্রাম
পূর্ব সেপিক প্রদেশ,ওয়েওয়াক।
খোররমশহর জেলা,খোররমশহর <OR> খোরামশাহর <OR> মোহাম্মেরাহ
নাম্পুলা প্রদেশ,নাম্পুলা
আরলিট বিভাগ,আর্লিট
অল্ডার্নি,"সেন্ট অ্যান <OR> সেন্ট অ্যান, অ্যাল্ডারনি।"
পূর্ব সিংভূম,জমশেদপুর
কোস্টোপিল রায়ন,কোস্টোপিল।
মেট্রোপলিটন বরো অফ সোলিহাল,সোলিহাল
দক্ষিণ আফগানিস্তান,কাবুল
চাম্পাসাক,পাকসে।
"প্ল্যাট কাউন্টি, নেব্রাস্কা","কলম্বাস, এনই। <OR> কলম্বাস"
মালাগাসি রাজনীতিবিদ,অ্যান্টানানারিভো
অ্যান্ড্রু কাউন্টি,"সাভানা, মিসৌরি <OR> সাভানা"
"সৌক কাউন্টি, উইসকনসিন","বারাবু। <OR> বারাবু, উইসকনসিন।"
কাউনাস জেলা পৌরসভা,কাউনাস শহর পৌরসভা <OR> কাউনাস
মালাউই,লিলংওয়ে
মধ্য আফ্রিকান প্রজাতন্ত্র,বাংগুই
মাস্কাট গভর্নরেট,সিব।
ওয়ালওর্থ কাউন্টি,"এলখর্ন <OR> এলখর্ন, উইসকনসিন।"
দক্ষিণ স্যান্ডউইচ দ্বীপপুঞ্জ,কিং এডওয়ার্ড পয়েন্ট
এউবোয়া,চালকিদা <OR> চালকিস। <OR> চালকিস <OR> চালসিডিয়ানস <OR> হালকিদা
සිංහල,কলম্বো
ব্রোডি রায়ন,ব্রোডি
সেন্ট ক্যাথরিন,স্প্যানিশ টাউন
"ভ্যালেন্সিয়া কাউন্টি, নিউ মেক্সিকো",লস লুনাস
পোশেখোন্স্কি জেলা,পোষেখোন্যে
গ্রাসের আরন্ডিসমঁт,গ্রাসে।
উলচিনজ পৌরসভা,উলসিনজ <OR> উলচিনজ পৌরসভা
হাগফর্স পৌরসভা,হাগফর্স।
আলবায়,লেগাসপি সিটি <OR> লেগাজপি সিটি
উত্তর জেলা (ইসরায়েল),নাজরেথ
চাউনি ক্যান্টন,চাউনী
কায়ুংগা জেলা,কায়ুংগা
"ক্লেবার্ন কাউন্টি, আরকানসাস","হেবার স্প্রিংস <OR> হেবার স্প্রিংস, আরকানসাস।"
"হ্যানকক কাউন্টি, ওহাইও","ফিন্ডলে, ওএইচ <OR> ফিন্ডলে"
গ্রিনউইচ বরো,উলউইচ
লুনা কাউন্টি,"ডেমিং, এনএম <OR> ডেমিং <OR> ডেমিং, নিউ মেক্সিকো।"
আমুর অঞ্চল,ব্লাগোভেশচেনস্ক
ল হো-সেন্ট-ফ্রাঁসোয়া আঞ্চলিক কাউন্টি পৌরসভা,কুকশায়ার-ইটন
সিসিলিয়ানরা,পালার্মো
গিফহর্ন (জেলা),গিফহর্ন
বাগদাদ গভর্নরেট,বাগদাদ
ইউকন,"হোয়াইটহর্স, ইউকন। <OR> হোয়াইটহর্স"
তেলেঙ্গানা,"হায়দ্রাবাদ, তেলেঙ্গানা। <OR> হায়দ্রাবাদ শহর <OR> হায়দ্রাবাদ <OR> হায়দ্রাবাদ, ভারত।"
সিস্কিউ কাউন্টি,ইরেকা
কালিক্স পৌরসভা,কালিক্স
"ওয়াপেলো কাউন্টি, আইওয়া",অটুমওয়া
উজগেন জেলা,উজগেন
ডুন্ডগোভি প্রদেশ,সেন্টসাগান <OR> মণ্ডলগোবী
সেন্ট জোসেফ কাউন্টি,"সেন্টারভিলล์ <OR> সেন্টারভিল, মিশিগান।"
অ্যাভেল্লিনোর প্রদেশ,অভেল্লিনো
কুই কাউন্টি,টুকুমকারি
ওডেসা অঞ্চল,ওডেসা
গোয়া,পানজিম <OR> পানাজি <OR> পাংগিম
ফ্রেজার কোস্ট অঞ্চল,"হার্ভে বে <OR> হার্ভে বে, কুইন্সল্যান্ড।"
চুদনিভ রায়ন,চুদনিভ
কোম প্রদেশ,কোম
"লেক কাউন্টি, ক্যালিফোর্নিয়া।",লেকপোর্ট
গমিনা বোবোয়া,বোবোভা
জোন্স কাউন্টি,"অ্যানামোসা, আইওয়া। <OR> অ্যানামোসা"
সেন্ট লুসিয়া,ক্যাসট্রিজ
সান্তো ডোমিঙ্গো ক্যান্টন (ইকুয়েডর),সান্তো ডোমিঙ্গো ডে লস কালোরাডোস
"কার্ভার কাউন্টি, মিনেসোটা",চাস্কা
আইগা-আই-লে-তাই।,মুলিফানুয়া
চেশায়ার ওয়েস্ট অ্যান্ড চেস্টার,চেস্টার
"এডওয়ার্ডস কাউন্টি, ইলিনয়","অ্যালবিয়ন <OR> অলবিয়ন, ইলিনয়"
"ব্রুক কাউন্টি, পশ্চিম ভার্জিনিয়া।",ওয়েলসবুর্গ
ইয়াকিমা কাউন্টি,"ইয়াকিমা <OR> ইয়াকিমা, ওয়াশিংটন"
লেজনো কাউন্টি,লেজনো
রুশো,রুশচুক <OR> রুস্তচুক
"গারফিল্ড কাউন্টি, ওকলাহোমা","এনিড, ওকে। <OR> এনিড, ওকলাহোমা। <OR> এনিড"
নানা-মাম্বেরে,বউআর
গোথেনবার্গ পৌরসভা,গোথেনবার্গ শহর এলাকা <OR> গোথেনবার্গ <OR> গোথেনবার্গ
মৌর্য।,পাটালিপুত্র
ফরফারশায়ার,ফরফার
ব্র্যাক্সটন কাউন্টি,"সাটন, পশ্চিম ভার্জিনিয়া। <OR> সাটন"
উ (রাজ্য),গুসু
গমিনা ভোজনিচ,ওজনিচ
ভেইমার প্রজাতন্ত্র,"বার্লিন <OR> বার্লিন, জার্মানি।"
পোরবন্দর জেলা,পোরবন্দর
কাসাই-অকসিডেন্টাল,লুলুয়াবুর্গ <OR> কানাঙ্গা
গ্র্যান্ড ট্রাভার্স কাউন্টি,"ট্রাভার্স সিটি, এমআই <OR> ট্রাভার্স সিটি"
শ্রীলঙ্কা,কোট্টে। <OR> কলম্বো
মাটজিকামা,ভ্রেডেনডাল
ফরাসি সমতল আফ্রিকা,ব্রাজাভিল্লে
লাদাখ,লেহ।
কমেন্ট্রি ক্যান্টন,মন্তব্য।
প্রাচাতিৎজ জেলা,প্রাচাতিসে
হাসবায়া জেলা,হাসবায়া
"অ্যাডামস কাউন্টি, ইলিনয়","কুইন্সি <OR> কুইন্সি, ইলিনয়।"
পন্ট-অডেমার ক্যান্টন,পন্ট-অডেমার
পূর্ব চালুক্যরা,ভেঙ্গি
কোনোটপ রায়ন,কোনটপ।
ইজমাইল অঞ্চল,ইজমাইল
শাদ্দাদিদ,দ্বিন।
চাগাং প্রদেশ,কাংগিয়ে
আলতায়,বারনুল <OR> গর্নো-আলতাইস্ক
ফ্র্যাঙ্কলিন প্যারিশ,উইনসবরো
সেরো গর্ডো কাউন্টি,মেসন সিটি
ফরাসি দ্বিতীয় সাম্রাজ্য,প্যারিস
পার্পিন্যাঁ ৮ম ক্যান্টন,পেরপিন্যাঁ
দুখোভশ্চিনস্কি জেলা,দুখোভশ্চিনা
"নেমাহা কাউন্টি, কানসাস","সেনেকা <OR> সেনেকা, কানসাস।"
রোমান ক্যাথলিক ডায়োসিস অফ সাতু মারি,সাতু মারি
মরং,অ্যান্টিপোলো সিটি <OR> অ্যান্টিপোলো
আলেপ্পো,আলেপ্পো শহর <OR> হালাব
ওয়েস্টমীথ,মুলিংগার
সল প্লাটজ লোকাল মিউনিসিপ্যালিটি,"কিম্বারলি <OR> কিম্বারলি, দক্ষিণ আফ্রিকা।"
এয়ার-সুর-লা-লিসের ক্যান্টন,এয়ার-সুর-লা-লিস
ইন্ডিয়ান রিভার কাউন্টি,"ভেরো বিচ <OR> ভেরো বিচ, ফ্লোরিডা"
ট্রয়েসের ক্যান্টন-৬,ত্রোইস
রাষ্ট্রীকূট সাম্রাজ্য,মান্যকেতা
জেইনস্কি জেলা,জাইনস্ক।
সার্বিয়া ও মন্টেনেগ্রো,বেলগ্রেড
ওমাহেক অঞ্চল,গোবাবিস
কাগায়ান প্রদেশ,তুগেগারাও সিটি
অভ্যন্তরীণ মঙ্গোলিয়া স্বায়ত্তশাসিত অঞ্চল,হুহহট। <OR> হোহহোট
তুর্কমেনিস্তান,আস্কাবাদ <OR> আসগাবাট <OR> আশগাবাত <OR> ইশকাবাদ <OR> আশখাবাদ <OR> আশগাবাদ
টভার অঞ্চল,টভার <OR> কালিনিন
এডিনবরা সিটি কাউন্সিল,এডিনবার্গ
ডোনেটস্ক–ক্রীভয় রোগ সোভিয়েত প্রজাতন্ত্র,খারকিভ <OR> খারকভ <OR> লুহানস্ক
মমচিলগ্রাদ পৌরসভা,মমচিলগ্রাদ
"সেরো গোর্দো কাউন্টি, আইওয়া",মেসন সিটি
ব্রাজোরিয়া কাউন্টি,"অ্যাঙ্গলটন, টেক্সাস <OR> এঙ্গলটন"
পাগারুয়াং,সুমাত্রা
আজারবাইজান সোভিয়েত সমাজতান্ত্রিক প্রজাতন্ত্র,বাকু
শানডং প্রদেশ,জিনান <OR> জিনান
ফ্লোরিডা প্রদেশ,সামাইপাতা
ফ্রিবর্ন কাউন্টি,"অ্যালবার্ট লিয়া, এমএন। <OR> অ্যালবার্ট লি"
