source,target
সিনসিনাটি সঙ্গীত কেন্দ্র হাফ ডলার,মার্কিন যুক্তরাষ্ট্র
হোয়াইটওয়াটার মেমোরিয়াল স্টেট পার্ক,আমেরিকান
"ক্যালডওয়েল কাউন্টি, মিসৌরি",মার্কিন যুক্তরাষ্ট্র <OR> মার্কিন যুক্তরাষ্ট্র
ওয়াংচাং গেওগ,ভুটান
"সান সেবাস্তিয়ান, কউকা।",কলম্বিয়া
আমেরিকান সিনেমা,মার্কিন যুক্তরাষ্ট্র <OR> মার্কিন যুক্তরাষ্ট্র <OR> আমেরিকান <OR> মার্কিন যুক্তরাষ্ট্র
ওয়াকেন,জার্মানি
চ্যানেল ৯,অস্ট্রেলিয়া
ইয়ারমাউথ (নির্বাচনী এলাকা),কানাডা <OR> কানাডিয়ান
ভারমন্ট রুট ১৩৩,মার্কিন যুক্তরাষ্ট্র
সেন্ট-মাথুরিন,ফ্রান্স
"করোনা, নিউ ইয়র্ক।",আমেরিকান
৫০৩ কিংস্টন রোড,কানাডা
কেপ কড জাতীয় সমুদ্রতট,মার্কিন যুক্তরাষ্ট্র
লিরয়-গ্রিডলে ইউএসডি ২৪৫,মার্কিন যুক্তরাষ্ট্র
"পাই, পিরেনিস-ওরিয়েন্টালস।",ফ্রান্স
সুচি রোগ,পোল্যান্ড
আল গালিল,ইয়েমেন
আমহারা জাতীয় গণতান্ত্রিক আন্দোলন,ইথিওপিয়া
চভারিচি,বসনিয়া
"শাকোপি, মিনেসোটা",মার্কিন যুক্তরাষ্ট্র <OR> মার্কিন যুক্তরাষ্ট্র
স্টাভ্রোপোলস্কি,কিরগিজস্তান
বালো-আই,ফিলিপাইনস
বেয়চেস্টার,মার্কিন যুক্তরাষ্ট্র <OR> আমেরিকান <OR> মার্কিন যুক্তরাষ্ট্র
শাতো ডি বার্বেজিও,ফ্রান্স
লেইভনমাকি,ফিনল্যান্ড
"ডেনভার, মিসৌরি।",মার্কিন যুক্তরাষ্ট্র
"জেলেনিই হাই, বরোভা রাইয়ন।",ইউক্রেনীয় <OR> ইউক্রেন
মুতংগুনি,কেনিয়া
"কাতুর, শাহিন দেজ।",ফারসি <OR> ইরান
এস্তাদিও কমপ্লেক্সো রেন্টিস্টাস,উরুগুয়ে
"মিল্টন, কেনটাকি।",মার্কিন যুক্তরাষ্ট্র
ভারখনিয়ে সারগি,রাশিয়া <OR> রুশ
মহাসাগর চ্যাম্পিয়নস।,মার্কিন যুক্তরাষ্ট্র
আফ্রিকান্ডা এয়ার বেস,রাশিয়া
"কোয়ু জেলা, মিয়াজাকি।",জাপান
ইহুদি সমাজতান্ত্রিক ফেডারেশন,মার্কিন যুক্তরাষ্ট্র <OR> মার্কিন যুক্তরাষ্ট্র
বালাকোলু,ফারসি <OR> ইরান
বেলাম্বি,অস্ট্রেলিয়া
পানিয়াই রিজেন্সি,ইন্দোনেশীয় <OR> ইন্দোনেশিয়া
মেরি-রাস্তিলা,ফিনল্যান্ড
মরবিহান,ফরাসি <OR> ফ্রান্স
ডাস এগুয়াস নদী,ব্রাজিল
"গোল্ড ক্রিক, আরকানসাস",মার্কিন যুক্তরাষ্ট্র
ফ্রাইজানেস,গুয়াতেমালা
পেয়োভtsi,বুলগেরিয়া
গোশ্চিনা,পোল্যান্ড
জাস্ট্র্জেম্বি স্কারশেভস্কি,পোল্যান্ড
ওকঙ্গো নির্বাচনী এলাকা,নামিবিয়া
"হুসাইন, চেলম কাউন্টি।",পোল্যান্ড
বার্গ ক্যাসল (বার্গ ইম লেইমেন্টাল),সুইজারল্যান্ড <OR> সুইস
"লং গ্রোভ, ইলিনয়",আমেরিকান
তালেহ জের্দ-ই সোফলা,ফারসি <OR> ইরান
মুল্লিনাগোলমান,আয়ারল্যান্ড
"ফালেসিন, প্লক কাউন্টি।",পোল্যান্ড
ইবিয়াস (নদী),স্পেন
নিগুলা প্রকৃতি সংরক্ষণ এলাকা,এস্তোনিয়া <OR> এস্তোনিয়ান
গমিনা গুজ্দ,পোল্যান্ড
"কানাডিয়ান ফেডারেল নির্বাচন, ১৮৮৭",কানাডা <OR> কানাডিয়ান
সংগীতকারদের লীগ,মার্কিন যুক্তরাষ্ট্র <OR> মার্কিন যুক্তরাষ্ট্র <OR> আমেরিকান
নদী সারিসারি,ডোমিনিকা
"মস্কা, কলোরাডো।",মার্কিন যুক্তরাষ্ট্র
চোখপাড়া,ভারত
মিয়াকি জেলা,জাপান
জেবনিক।,স্লোভেনিয়া
ইউনিটেরিয়ান ইউনিভার্সালিস্ট অ্যাসোসিয়েশন,মার্কিন যুক্তরাষ্ট্র <OR> মার্কিন যুক্তরাষ্ট্র <OR> আমেরিকান
জেনিশোভিস (যাবলোনেক নাদ নিসো জেলা),চেক প্রজাতন্ত্র
বাউলস্টলান র্যান্ডস্টাডরেল স্টেশন,নেদারল্যান্ডস
গুয়ার্সিফ,মরক্কো
লিপোভাক (রাজাঞ্জ),সার্বিয়া
শিডিং জেলা,তাইওয়ান
সেন্ট-জুলি,কানাডা
হাকোনেগাসাকি স্টেশন,জাপান
বুনভিল এয়ারপোর্ট (ক্যালিফোর্নিয়া),মার্কিন যুক্তরাষ্ট্র
কলম্বিয়া রেকর্ডস,জাপান <OR> ঐক্য <OR> মার্কিন যুক্তরাষ্ট্র <OR> আমেরিকান <OR> মার্কিন যুক্তরাষ্ট্র <OR> মার্কিন যুক্তরাষ্ট্র
উমেদা স্টেশন,জাপান
ভূবনেশ্বর,ভারত
ডানকানভিল হাই স্কুল,মার্কিন যুক্তরাষ্ট্র
ফায়ারবাউগ,মার্কিন যুক্তরাষ্ট্র <OR> মার্কিন যুক্তরাষ্ট্র
সিয়াটল জাপানি উদ্যান,মার্কিন যুক্তরাষ্ট্র
সর্নাস।,অ্যান্ডোরা
ডাইজেন।,ফ্রান্স
নারামিসে।,পোল্যান্ড
"ভার্নন, ব্রিটিশ কলাম্বিয়া।",কানাডা <OR> কানাডিয়ান
লালিত নারায়ণ মিথিলা বিশ্ববিদ্যালয়,ভারত
জাতীয় সংস্থা ফিটাল অ্যালকোহল সিন্ড্রোমের উপর,মার্কিন যুক্তরাষ্ট্র
কুরুমে বিশ্ববিদ্যালয়,জাপান
পার্সোনা কেবল,কানাডিয়ান
নেবাআ লিতানি বলো।,লেবানন
নয়।,ফ্রান্স
সেওনা,বসনিয়া
"আসমাচা, গেরেদে।",তুরস্ক
ভালেয়া লার্গা নদী (ওরাস্তিয়ে),রোমানিয়া
পটক ভি স্র্নি,স্লোভেনিয়া <OR> স্লোভেনীয়
"ক্যাসেলবেরি, ফ্লোরিডা।",মার্কিন যুক্তরাষ্ট্র
দুরো ফেলগুয়েরা,স্পেন
ফ্রাসিনিশ নদী,রোমানিয়া
নওয়া গুজা,পোল্যান্ড
বুর্গ-লাস্টিক,ফ্রান্স
"যেনিকয়, বোলু।",তুরস্ক
হিন্দুস্তান বিশ্ববিদ্যালয়,ভারত
মাশা-ই আব্বাস জু অল ফাকরি,ফারসি <OR> ইরান
সেন্ট ওলাফ কলেজ,মার্কিন যুক্তরাষ্ট্র
ভজহরি লজ,বাংলাদেশ
"যাকাচিক, মেরজিফন।",তুরস্ক
গর্নি গ্রোড,পোল্যান্ড
ফোর্ট রুবি,ঐক্য
নিয়েলবা ওয়াংগ্রোভিয়েক,পোলিশ
গান্ধী স্মৃতি,ভারত
ক্লাইড হোটেল,মার্কিন যুক্তরাষ্ট্র
"হাসি আবদাল্লাহ, আলজেরিয়া।",আলজেরিয়া
"ওয়্লাদিস্লাওভো, গমিনা ভিয়ারজবিনেক।",পোল্যান্ড
"নারেক, আরারাত।",আর্মেনিয়া
সুইডিশ ফাউন্ডেশন ফর স্ট্র্যাটেজিক রিসার্চ,সুইডেন
ইউহুয়া,সিঙ্গাপুর
"টিপ্পেকানু, ওহাইও।",মার্কিন যুক্তরাষ্ট্র
লালেটা,বসনিয়া
সালেহি,ম্যাডাগাস্কার
নাকায়ালে,নামিবিয়া
তাজেহ কন্দ-ই তাহমাসব,ফারসি <OR> ইরান
ইয়ানশান,চীন
ফোইয়ে ফ্রান্স,সেনেগাল
জিরার্ড কলেজ,মার্কিন যুক্তরাষ্ট্র
"বেলকনাপ স্প্রিংস, ওরেগন",মার্কিন যুক্তরাষ্ট্র
ফরেনসিক এবং বৈজ্ঞানিক সেবা,অস্ট্রেলিয়া
সুরনদাল ইল,নরওয়েজিয়ান
"সেন্ট-লরঁ, লট-এট-গ্যারন।",ফ্রান্স
কিম ডং,ভিয়েতনাম <OR> ভিয়েতনাম
অবজারভেশন টাওয়ার বুর্গহোলজহফ,জার্মানি
পোসাঙ্গেস,ফ্রান্স
লে ট্যানেট।,ফ্রান্স
প্যারাকাস ক্যান্ডেলাব্রা,পেরু
এভিআইসি,চীন
সেরো ডে লাস মেসাস,মেক্সিকান
অলগিয়াতে কোমাস্কো,ইতালীয়
সিভিলিয়ান সার্ভিস মেডেল ১৯৩৯–১৯৪৫,অস্ট্রেলিয়া
ওভারবার্গ,দক্ষিণ আফ্রিকা
"লিন্ডেবার্গ, আকেরশুস।",নরওয়ে
"ক্লিসজোভ, নিম্ন সিলেসিয়ান ভোইভোডশিপ।",পোল্যান্ড
কেলাহ রাশ-এ বালা,ফারসি <OR> ইরান
লা ক্যাসেরা,স্পেন
চুকি চি'ওয়ানি,বলিভিয়া
বাজরিচি (কাজিন),বসনিয়া
"ক্লে হিল, আলাবামা",মার্কিন যুক্তরাষ্ট্র
প্রেস্টন ও নর্থকোট কমিউনিটি হাসপাতাল,অস্ট্রেলিয়া
"উইলোব্রুক, সাস্কাচেওয়ান",কানাডা
ওইটেঙ্গা,বুরকিনা ফাসো
আল-আমীন প্রি ইউনিভার্সিটি কলেজ,ভারত
"ডটিভিল, ওকলাহোমা।",মার্কিন যুক্তরাষ্ট্র
"বেলউড, লুইজিয়ানা।",মার্কিন যুক্তরাষ্ট্র
গার্ডিনার্স দ্বীপ,মার্কিন যুক্তরাষ্ট্র <OR> আমেরিকান
"জ্যাকসন টাউনশিপ, নর্থাম্বারল্যান্ড কাউন্টি, পেনসিলভানিয়া।",মার্কিন যুক্তরাষ্ট্র
"হুনাহ–অ্যাঙ্গুন গণনা এলাকার জাতীয় ঐতিহাসিক স্থান নিবন্ধন তালিকা, আলাস্কা।",মার্কিন যুক্তরাষ্ট্র
"কাহনুজ, বেহাবাদ।",ফারসি <OR> ইরান
টেক্সাস স্টেট হাইওয়ে ১৮৩,আমেরিকান
"লুসিন্ডা, কুইন্সল্যান্ড।",অস্ট্রেলিয়া
আপটাউন রেকর্ডস,আমেরিকান
টোরেলারা,স্পেন
গৌরেলা,ভারত
"পিলগ্রিমস রেস্ট, আরকানসাস",মার্কিন যুক্তরাষ্ট্র
টাসমানিয়ার সুপ্রিম কোর্ট,অস্ট্রেলিয়া
মারিৎসা পৌরসভা,বুলগেরিয়ান <OR> বুলগেরিয়া
পূর্ব কার্পাথিয়ান জীববৈচিত্র্য সংরক্ষণ এলাকা,ইউক্রেন <OR> স্লোভাকিয়া
কিম্বারলে আলপাইন রিসোর্ট,কানাডা
সান পেদ্রো ডে সিরেসার অ্যাবি,স্পেন
কাস্তিলো ডে মোগুয়ের,স্পেন
যুব শিল্পী পুরস্কার,মার্কিন যুক্তরাষ্ট্র <OR> মার্কিন যুক্তরাষ্ট্র <OR> আমেরিকান
ব্রিটিশ কলম্বিয়া প্রাদেশিক নির্বাচনী জেলা সমূহের তালিকা,কানাডিয়ান
ডাচ গ্র্যান্ড প্রি,নেদারল্যান্ডস
বুয়েন রেটিরো পার্ক,স্পেন
ভ্লামস-ব্রাবান্ত,বেলজিয়াম
উদ্রেন জোম।,পাকিস্তান
কার্লাইল কাউন্টি,অস্ট্রেলিয়া
অস্ট্রেলিয়ান টেলিযোগাযোগ কর্পোরেশন,অস্ট্রেলিয়া
ডুনিভার,আয়ারল্যান্ড
ভারাক্রুজ কলেজ,মেক্সিকো
নিচের ক্যাসল জিজার্স,সুইজারল্যান্ড <OR> সুইস
নিস্লুহোভো,পোল্যান্ড
২০০৯ এলজি হকি গেমস,সুইডেন
"মিরাবাদ, মার্গাবর।",ফারসি <OR> ইরান
পেট্রিজানেক,ক্রোয়েশিয়া
জানুস রাসতাক গ্রামীণ জেলা,ফারসি <OR> ইরান
পোর্ট হাডসন জাতীয় কবরস্থান,মার্কিন যুক্তরাষ্ট্র
টোকভিল-এন-কো,ফ্রান্স
লিচফিল্ড হাই স্কুল (ইলিনয়),মার্কিন যুক্তরাষ্ট্র
বেলডর্ফ,জার্মানি
ডগলাস পার্ক (ল্যাংলি),কানাডা
শিরদলান,আজারবাইজান
"যেনিকয়, পসফ",তুরস্ক
"ড্যানবি, ক্যালিফোর্নিয়া।",মার্কিন যুক্তরাষ্ট্র
লুসারনেট্তা,ইতালীয়
এক্লিজল্যার,আজারবাইজানি <OR> আজারবাইজান
সাহরুয়েহ,ফারসি <OR> ইরান
অ্যাবানস-ডেসুস,ফরাসি <OR> ফ্রান্স
সিলভার লেক বাঁধ,মার্কিন যুক্তরাষ্ট্র
ডানকার্ক লাইট,মার্কিন যুক্তরাষ্ট্র
শীত,আমেরিকান
মবুগুয়া,কেনিয়া
লগুইনগট,ফিলিপাইনস
মেকানিক্সবার্গ ইউনাইটেড মেথডিস্ট চার্চ,মার্কিন যুক্তরাষ্ট্র
গমিনা বাতোর্জ।,পোল্যান্ড
গমিনা লেসঝনো,পোল্যান্ড
দুগানলু,ফারসি <OR> ইরান
জাভারিজান,ফারসি <OR> ইরান
প্লানিকা নর্ডিক সেন্টার,স্লোভেনীয় <OR> স্লোভেনিয়া
রোজটাউন বিমানবন্দর,কানাডা
"শাইলোহ, সাম্টার কাউন্টি, দক্ষিণ ক্যারোলিনা।",মার্কিন যুক্তরাষ্ট্র
অ্যান্ডারসেন এয়ার ফোর্স বেস,আমেরিকান
আলি নওয়াজ ঘোটো হাল্ট রেলওয়ে স্টেশন,পাকিস্তান
"স্কুইব, কেনটাকি।",মার্কিন যুক্তরাষ্ট্র
সুইডিশ একাডেমি,সুইডেন <OR> সুইডিশ
শিখামির,আজারবাইজান
লটারেভ,ইউক্রেন
"চাপলে, নিম্ন সিলেসিয়ান ভোইভোডশিপ।",পোল্যান্ড
ইউকুয়াইকিন,এল সালভাদর
হাই টেকনোলজি হাই স্কুল,মার্কিন যুক্তরাষ্ট্র
"লুবনিকা, গ্রেটার পোল্যান্ড ভোইভোডশিপ।",পোল্যান্ড
"হেকলা, কেনটাকি।",মার্কিন যুক্তরাষ্ট্র
"ক্লিফটন জংশন, টেনেসি",মার্কিন যুক্তরাষ্ট্র
মালয়েশিয়া ফেডারেল রুট ১৬৫,মালয়েশিয়া
"নিরঞ্জনপুর, উত্তর প্রদেশ।",ভারত
টুর্টেরন,ফ্রান্স
ব্রুকলিন টাউনশিপ,মার্কিন যুক্তরাষ্ট্র <OR> মার্কিন যুক্তরাষ্ট্র
শুটিং স্টার স্টেট ট্রেইল,মার্কিন যুক্তরাষ্ট্র
রোমানু নদী,রোমানিয়া
নেজ পার্স পাস,মার্কিন যুক্তরাষ্ট্র
"মেমোরিয়াল মেডিকেল সেন্টার (মোডেস্টো, ক্যালিফোর্নিয়া)",মার্কিন যুক্তরাষ্ট্র
মৈত্রীর মশাল,মার্কিন যুক্তরাষ্ট্র
"মাজার, দক্ষিণ খোরাসান।",ফারসি <OR> ইরান
আইসাইডা স্টেশন,জাপান
রিতসুরিন উদ্যান,জাপান
"মিখাইলভস্ক, স্টাভ্রোপোল ক্রাই।",রাশিয়া
ডাম্পিয়ের-সার-সালন,ফ্রান্স
ডোরোপলজে,স্লোভেনিয়া
উপোহলাভি,চেক প্রজাতন্ত্র
"সেন্ট-সিমিওন, অর্নে।",ফ্রান্স
"গুমুশগোজে, আলানিয়া।",তুরস্ক
"কızılağaç, কাশ।",তুরস্ক
একল জে. এইচ. পিকার্ড স্কুল,কানাডা
আইনসভা কক্ষ,উজবেকিস্তান
"গার আব, হরমোজগান।",ফারসি <OR> ইরান
"দক্ষিণ বে, লস অ্যাঞ্জেলেস।",ঐক্য
রুমালে।,নেপাল
কান্নে,ইতালি
N60.,আইরিশ <OR> আয়ারল্যান্ড
গ্রীষ্মল্যান্ড মাধ্যমিক বিদ্যালয়,কানাডা
কুইভাজোয়ে,এস্তোনিয়া
হাড্ডা,সৌদি আরব
টিট-এবিয়া,রাশিয়া <OR> রুশ
এসেক্স কোম্পানি মেশিন শপ,ঐক্য
খার্তসিজস্ক,ইউক্রেন
"বেনটন কাউন্টি, আরকানসাস",মার্কিন যুক্তরাষ্ট্র <OR> মার্কিন যুক্তরাষ্ট্র
"মাচনাচ, পডলাস্কি ভোইভোদশিপ।",পোল্যান্ড
মধ্য কুটেনায় আঞ্চলিক জেলা,কানাডিয়ান
চাত্রুদ,ইরান
মন্টবোননট-সেন্ট-মার্টিন,ফ্রান্স
সাগলিয়ানো মিকা,ইতালীয়
চুজহোভ-পিয়েঙ্কি,পোল্যান্ড
কেবেক-সেন্ট্রাল,কানাডা <OR> কানাডিয়ান
অগিওস ইওআনিস মালাউনটাস,সাইপ্রাস
কলেজ বুরজে,কানাডা
ওয়াসসিজ,বেলজিয়াম
"কিয়েলপিনি, ওয়ার্মিয়ান-মাসুরিয়ান ভোইভোডশিপ।",পোল্যান্ড
বুরুবিন,অস্ট্রেলিয়া
"গাজান, কেরমানশাহ।",ফারসি <OR> ইরান
মঙ্গিবেল্লো,ইতালি
শিমিশনা,রোমানিয়া
রাজুক ভবন,বাংলাদেশ
কায়ালিকয় বাঁধ,তুরস্ক
পালপাড়া,ভারত
মেইল্যান্ড পরিবার,ফ্রান্স
উইলিয়াম লাউন্ডেস ইয়ান্সি আইন অফিস,মার্কিন যুক্তরাষ্ট্র <OR> ঐক্য
কারিগর,পোর্তুগিজ <OR> পোর্তুগাল
"গোলেজেভো, গ্রেটার পোল্যান্ড ভোইভোডশিপ।",পোল্যান্ড
স্লিভেন্তসি,বুলগেরিয়া
ঘানার প্রধানমন্ত্রী,ঘানা
পীকস্কিল প্রেসবিটারিয়ান চার্চ,মার্কিন যুক্তরাষ্ট্র
১৯১১ সিনসিনাটি রেডস মৌসুম,আমেরিকান
দেবেশেলু নদী,রোমানিয়া
সান্তা বার্বারা ডি হেরেদিয়া,কোস্টা রিকা
রাডোভচিচি,ক্রোয়েশিয়া
সেপ্ট-আইলস/লেক রাপিডস জলবিমানবন্দর,কানাডা
ভালদেজিয়া,দক্ষিণ আফ্রিকা <OR> দক্ষিণ আফ্রিকা
"মেরি, তুর্কমেনিস্তান।",তুর্কমেনিস্তান <OR> তুর্কমেন
"অলিভ টাউনশিপ, ম্যাডিসন কাউন্টি, ইলিনয়",মার্কিন যুক্তরাষ্ট্র
ভ্যালেন্টোভসে,স্লোভাকিয়া
বুয়েনস আয়ার্সের লাতিন আমেরিকান আর্ট মিউজিয়াম,আর্জেন্টিনা
"সেন্ট মেরিস, অন্টারিও",কানাডা
ম্যাকেঞ্জি পাস,মার্কিন যুক্তরাষ্ট্র
লিগুগে অ্যাবি,ফ্রান্স
২০০৯ মহিলা ইউরোহকি জাতীয় চ্যাম্পিয়নশিপ,নেদারল্যান্ডস
স্ক্যান্ডিচি,ইতালি
"ডেলেন, লুক্সেমবার্গ।",লাক্সেমবার্গ
ভান্ডাবাসী (লোকসভা আসন),ভারত
